Year,Player,Team,Position,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
2018,A.J. Greer,COL,L,15,94.016666666667,6.2677777777778,48.5,52.33,48.10,38.29,38.29,50.00,28.08,29.99,48.35,1.28,2.55,33.33,2.14,2.19,49.48,22.97,21.06,52.17,8.93,8.3,51.85,1.28,1.28,50.00,18.72,17.02,52.38,0,0.85,0.00,29.5,39.64,42.67,0,0.92,0.00,4.55,91.49,0.960,8.3,20.42,4.47,57.44,65.00,12.13,24.89,10.85,52.78
2018,Aaron Ekblad,FLA,D,82,1938.8166666667,23.644105691057,56.17,57.47,49.43,44.13,44.1,50.02,33.58,31.01,51.99,3.5,3.68,48.71,2.84,3.16,47.31,25.53,27.79,47.88,11.08,12.69,46.61,2.01,2.2,47.79,19.27,20.14,48.90,1.36,1.28,51.56,36.21,35.36,50.59,0.63,0.63,50.00,10.41,88.12,0.985,8.39,13.96,12.53,41.1,40.09,19.4,21.32,24.76,43.94
2018,Adam Clendening,CBJ,D,4,42.616666666667,10.654166666667,47.87,73.21,39.53,33.79,59.13,36.36,26.75,45.05,37.25,2.82,2.82,50.00,1.88,3.84,32.80,19.71,40.83,32.56,5.63,15.49,26.67,0,1.41,0.00,18.77,33.79,35.71,1.88,1.88,50.00,30.5,40.67,42.86,2.03,0,100.00,10.53,93.75,1.043,12.67,14.08,8.45,54.91,60.00,18.3,18.3,15.49,54.17
2018,Adam Cracknell,ANA,R,2,20.866666666667,10.433333333333,43.13,48.88,46.88,25.88,43.13,37.50,17.25,31.63,35.29,0,2.88,0.00,1.5,3.14,32.27,17.25,31.63,35.29,8.63,20.13,30.00,0,2.88,0.00,11.5,15.34,42.86,0,0,-,33.23,16.61,66.67,0,0,-,0.00,90.91,0.909,8.63,20.13,14.38,57.51,37.50,20.13,34.5,14.38,58.33
2018,Adam Erne,T.B,L,65,685.63333333333,10.548205128205,50.41,53.21,48.65,38.33,40.87,48.40,27.57,28.97,48.76,2.98,1.84,61.82,2.24,2.05,52.26,25.55,23.98,51.59,10.85,8.75,55.36,1.4,1.05,57.14,19.6,20.3,49.12,1.52,0.7,68.42,31.6,37.16,45.96,0.63,0.38,62.50,10.79,93.66,1.044,8.58,16.63,9.28,50.67,48.04,13.91,22.32,17.24,44.66
2018,Adam Gaudette,VAN,C,56,613.15,10.949107142857,54.8,52.65,51.00,40.81,39.83,50.61,29.26,30.14,49.26,2.35,2.45,48.98,2.01,2.31,46.45,23.29,27.01,46.30,7.24,10.86,40.00,0.98,1.37,41.67,21.4,21.53,49.85,1.17,1.04,52.94,38.45,30.53,55.74,0.71,0.42,62.50,8.03,91.88,0.999,14.58,12.62,4.21,56.36,77.60,19.57,17.22,10.37,65.36
2018,Adam Henrique,ANA,C,82,1349,16.451219512195,55.51,56.4,49.60,41.85,42.43,49.66,28.55,29.31,49.35,3.02,2.67,53.13,2.93,2.87,50.52,27.22,26.38,50.79,11.21,10.59,51.43,1.6,1.42,52.94,21.35,21.05,50.35,1.19,0.89,57.14,34.11,36.17,48.54,0.71,0.64,52.38,10.59,90.90,1.015,14.9,10.67,10.76,42.39,58.06,23.26,15.48,19.44,54.48
2018,Adam Johnson,PIT,C,6,31.833333333333,5.3055555555556,54.66,58.43,48.33,41.47,45.24,47.83,33.93,37.7,47.37,5.65,1.88,75.00,2.37,2.63,47.39,20.73,24.5,45.83,9.42,11.31,45.45,1.88,0,100.00,15.08,17.59,46.15,2.51,2.51,50.00,46.28,40.84,53.13,2.72,0,100.00,16.67,95.00,1.117,9.42,15.08,0,79.16,100.00,11.31,20.73,5.65,66.67
2018,Adam Larsson,EDM,D,82,1773.1,21.623170731707,50.83,58.47,46.50,38.07,44.7,45.99,27.54,33.09,45.42,1.83,3.62,33.54,2.33,2.98,43.87,23.32,27.92,45.51,10.08,12.32,45.02,1.12,1.93,36.67,17.64,20.8,45.89,0.63,1.58,28.57,32.94,36.81,47.23,0.34,0.73,31.82,6.63,89.06,0.957,5.82,14.08,13.64,42.13,29.91,16.65,21.45,24.53,40.43
2018,Adam Lowry,WPG,C,78,1141.7833333333,14.638247863248,49.61,63.27,43.95,36.47,46.19,44.12,25.91,33,43.98,2,2.57,43.68,2.15,2.91,42.43,20.6,27.12,43.17,9.2,10.98,45.57,1.21,1.42,46.00,15.2,21.51,41.41,0.63,0.77,45.00,32.94,42.73,43.53,0.38,0.83,31.25,7.71,92.20,0.999,7.57,18.39,17.24,45.35,30.51,13.56,23.33,28.64,32.13
2018,Adam McQuaid,"CBJ, NYR",D,50,788.86666666667,15.777333333333,41.68,62.52,40.00,31.56,46.4,40.49,22.89,32.78,41.12,2.28,2.89,44.12,2.19,2.92,42.83,21.45,30.5,41.29,10.12,12.63,44.48,1.29,1.6,44.74,15.11,23.83,38.80,0.51,1.32,27.78,23.18,38.56,37.54,0.77,0.44,63.64,9.97,91.18,1.012,6.92,15.74,12.4,52.1,35.83,13.54,22.59,22.13,37.95
2018,Adam Pelech,NYI,D,78,1453.1,18.629487179487,48.76,59.17,45.18,35.47,42.08,45.74,25.97,30.56,45.95,2.39,2.23,51.79,2.24,2.55,46.71,24.53,28,46.70,10.49,11.27,48.20,1.36,1.4,49.25,18.72,22.3,45.64,1.05,0.44,70.37,27.97,36.86,43.15,0.12,0.72,14.29,9.22,92.70,1.019,6.94,11.15,11.97,48.31,36.68,14.78,16.89,21.88,40.32
