Year,Player,Team,Position,GP,TOI,TOI/GP,Goals/60,Total Assists/60,First Assists/60,Second Assists/60,Total Points/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iFF/60,iSCF/60,iHDCF/60,Rush Attempts/60,Rebounds Created/60,PIM/60,Total Penalties/60,Minor/60,Major/60,Misconduct/60,Penalties Drawn/60,Giveaways/60,Takeaways/60,Hits/60,Hits Taken/60,Shots Blocked/60,Faceoffs Won/60,Faceoffs Lost/60,Faceoffs %
2013,Aaron Ness,NYI,D,20,295.88333333333,14.794166666667,0.2,0.41,0,0.41,0.61,100.00,4.66,4.35,0.35,9.94,6.49,3.04,0,0,0.2,2.03,1.01,1.01,0,0,0.41,1.42,0.61,2.84,6.29,5.27,0,0,-
2013,Aaron Palushaj,CAR,R,2,18.65,9.325,0,0,0,0,0,-,6.43,0.00,0.57,12.87,12.87,3.22,3.22,0,0,0,0,0,0,0,0,3.22,0,9.65,6.43,0,0,3.22,0.00
2013,Aaron Rome,DAL,D,25,327.2,13.088,0,0.18,0.18,0,0.18,8.33,2.75,0.00,0.1,6.6,4.03,2.02,0.37,0,0.18,2.02,0.73,0.55,0.18,0,0.37,2.2,0.37,3.67,7.52,6.97,0,0,-
2013,Aaron Volpatti,WSH,L,41,301.86666666667,7.3626016260163,0.4,0,0,0,0.4,50.00,3.58,11.11,0.41,7.75,5.37,4.17,1.79,0.2,0.99,9.74,2.58,1.39,0.99,0.2,1.39,0.2,1.19,15.3,10.93,1.99,0.8,1.59,6.63
2013,Adam Almquist,DET,D,2,34.433333333333,17.216666666667,1.74,0,0,0,1.74,50.00,3.48,50.00,0.31,5.23,3.48,3.48,1.74,0,0,0,0,0,0,0,0,0,0,1.74,3.48,0,0,0,-
2013,Adam Burish,S.J,R,15,144.3,9.62,0,0,0,0,0,0.00,3.74,0.00,0.41,7.48,6.65,4.16,2.08,0.42,0,2.49,1.25,1.25,0,0,0.42,0.42,0.83,9.56,7.07,3.74,16.22,14.97,21.62
2013,Adam Cracknell,STL,R,19,155.45,8.1815789473684,0,0.77,0.39,0.39,0.77,33.33,6.18,0.00,0.48,10.81,8.88,5.02,2.7,0,0,0,0,0,0,0,1.16,0,1.16,12.74,10.04,3.09,3.86,6.56,14.30
2013,Adam Hall,PHI,R,80,787.08333333333,9.8385416666667,0.3,0.38,0.23,0.15,0.69,56.25,4.65,6.56,0.45,7.85,6.1,3.74,1.37,0.46,0.3,1.75,0.76,0.69,0.08,0,0.53,0.46,1.37,5.87,5.03,3.51,23.94,16.24,4.54
2013,Adam Henrique,N.J,C,77,1390.1833333333,18.054329004329,1.08,0.78,0.39,0.39,1.86,66.15,5.91,18.25,0.67,9.62,7.81,6.56,3.63,0.39,0.69,0.86,0.43,0.43,0,0,0.95,1.29,2.16,3.15,3.06,2.16,17.57,22.05,1.91
2013,Adam Larsson,N.J,D,26,462.4,17.784615384615,0.13,0.26,0.26,0,0.39,25.00,2.6,5.00,0.07,7.01,4.02,1.43,0,0,0.65,1.56,0.78,0.78,0,0,0.39,1.3,0.52,5.32,4.67,4.8,0,0,-
2013,Adam McQuaid,BOS,D,30,481.43333333333,16.047777777778,0.12,0.62,0.25,0.37,0.75,27.27,3.12,4.00,0.07,7.1,3.99,1.25,0.12,0.12,0.37,8.6,2.49,1.5,0.87,0.12,1.62,1.25,0.12,6.73,4.99,5.23,0,0,-
2013,Adam Pardy,WPG,D,60,865.25,14.420833333333,0,0.42,0.14,0.28,0.42,20.00,3.26,0.00,0.21,6.93,4.72,2.01,0.49,0.14,0.28,2.64,1.11,0.97,0.14,0,0.55,2.15,1.04,5.34,8.11,3.81,0,0,-
2013,Adam Payerl,PIT,C,2,18.3,9.15,0,0,0,0,0,-,13.11,0.00,0.89,16.39,16.39,13.11,3.28,6.56,0,6.56,3.28,3.28,0,0,0,0,0,19.67,26.23,6.56,0,0,-
2013,Alec Martinez,L.A,D,61,956.93333333333,15.687431693989,0.69,0.69,0.25,0.44,1.38,48.89,4.95,13.92,0.46,13.98,8.84,3.89,0.94,0.19,0.94,0.88,0.44,0.44,0,0,0.31,1.69,0.31,6.02,7.09,4.7,0,0,-
2013,Aleksander Barkov,FLA,C,54,923.26666666667,17.097530864198,0.52,1.04,0.78,0.26,1.56,57.14,5.65,9.20,0.52,8.71,6.69,5.33,2.14,0.26,0.71,0.65,0.32,0.32,0,0,0.39,1.1,1.95,1.04,4.61,1.75,25.99,27.23,3.17
2013,Ales Hemsky,"EDM, OTT",R,75,1196.8833333333,15.958444444444,0.65,1.5,0.75,0.75,2.16,70.49,6.92,9.42,0.66,11.78,8.92,6.62,2.96,0.45,0.65,1.2,0.6,0.6,0,0,0.8,2.11,2.21,1.85,5.41,1.65,0.05,0.15,1.25
