Year,Player,Team,Position,GP,TOI,TOI/GP,Goals/60,Total Assists/60,First Assists/60,Second Assists/60,Total Points/60,IPP,Shots/60,SH%,ixG/60,iCF/60,iFF/60,iSCF/60,iHDCF/60,Rush Attempts/60,Rebounds Created/60,PIM/60,Total Penalties/60,Minor/60,Major/60,Misconduct/60,Penalties Drawn/60,Giveaways/60,Takeaways/60,Hits/60,Hits Taken/60,Shots Blocked/60,Faceoffs Won/60,Faceoffs Lost/60,Faceoffs %
2018,Alexander Radulov,DAL,R,70,1384.8,19.782857142857,1.26,1.86,1,0.87,3.12,68.57,9.1,13.81,0.97,15.94,11.92,9.01,4.25,0.48,1.21,2.34,1.17,1.17,0,0,0.69,3.21,1.86,2.6,3.68,3.6,0.26,0.43,1.62
2018,Alexander Steen,STL,L,65,1029.6833333333,15.841282051282,0.58,0.99,0.52,0.47,1.57,58.70,6.64,8.77,0.56,10.84,8.51,6.35,2.74,0.29,0.58,0.82,0.41,0.41,0,0,1.05,0.93,1.98,3.2,4.25,2.91,0.64,1.05,2.21
2018,Alexander Wennberg,CBJ,C,75,1130.8,15.077333333333,0.11,1.22,0.69,0.53,1.33,49.02,3.4,3.13,0.36,5.89,4.78,3.71,1.8,0.32,0.37,0.64,0.32,0.32,0,0,0.16,1.54,1.8,1.8,2.97,1.7,18.15,19.31,2.57
2018,Alexandre Fortin,CHI,L,24,254.18333333333,10.590972222222,0.71,0.71,0.47,0.24,1.42,75.00,6.85,10.34,0.73,13.22,9.21,9.44,3.54,0.94,0.71,0.47,0.24,0.24,0,0,1.18,0.71,2.12,4.96,3.78,1.65,2.6,1.42,15.27
2018,Alexandre Texier,CBJ,C,2,25.533333333333,12.766666666667,2.35,0,0,0,2.35,33.33,14.1,16.67,1.47,18.8,18.8,11.75,11.75,0,2.35,0,0,0,0,0,0,4.7,0,4.7,4.7,2.35,0,2.35,0.00
2018,Anders Bjork,BOS,L,20,235.98333333333,11.799166666667,0.25,0.51,0.25,0.25,0.76,37.50,4.58,5.56,0.45,9.41,7.12,4.83,2.29,0.51,0,0.51,0.25,0.25,0,0,0.51,2.29,2.8,2.29,4.58,3.05,0.25,0,25.43
2018,Anders Lee,NYI,L,82,1401.2,17.087804878049,1.2,0.98,0.6,0.39,2.18,59.30,8.74,13.73,1.28,14.22,12.12,11.48,7.49,0.34,0.98,2.48,1.07,0.98,0.09,0,0.98,1.24,0.94,4.41,4.37,2.18,3.21,3.43,2.07
2018,Andre Burakovsky,WSH,L,76,845.53333333333,11.125438596491,0.85,0.92,0.57,0.35,1.77,69.44,7.1,12.00,0.61,12.63,9.44,7.95,2.41,0.14,0.85,0.99,0.5,0.5,0,0,0.57,2.06,1.99,2.48,7.17,2.06,0.5,0.92,2.48
2018,Andreas Athanasiou,DET,C,76,1290.0666666667,16.974561403509,1.4,1.12,0.79,0.33,2.51,72.97,10.05,13.89,0.93,18,14.14,10,4.09,0.74,0.51,1.77,0.7,0.65,0,0.05,1.49,2.19,1.21,1.53,2.98,1.21,7.95,10.6,1.99
2018,Andreas Englund,OTT,D,3,40,13.333333333333,0,0,0,0,0,0.00,3,0.00,0.03,3,3,0,0,0,1.5,15,1.5,0,0,1.5,3,3,0,7.5,7.5,3,0,0,-
2018,Andreas Johnsson,TOR,L,73,997.8,13.668493150685,1.2,1.38,0.78,0.6,2.59,67.19,7.82,15.38,0.87,12.93,10.76,8.6,3.97,0.06,0.84,1.92,0.9,0.9,0,0,0.72,1.2,1.5,3.61,5.29,2.16,0.42,0.72,2.22
2018,Andreas Martinsen,CHI,L,24,190.43333333333,7.9347222222222,0.32,0.95,0.95,0,1.26,66.67,6.62,4.76,0.55,10.71,8.82,5.36,2.84,0.63,1.26,4.41,2.21,2.21,0,0,1.26,2.21,0.95,26.15,8.51,2.84,0.95,1.26,13.50
2018,Andrei Svechnikov,CAR,R,82,1201.0333333333,14.64674796748,1,0.85,0.4,0.45,1.85,59.68,9.44,10.58,1.25,15.49,12.69,9.69,5.89,0.8,1.5,3.1,1.55,1.55,0,0,0.9,3.15,1.7,6.14,6.54,1.3,0.05,0.3,0.71
2018,Andrej Sekera,EDM,D,24,395.73333333333,16.488888888889,0,0.61,0.15,0.45,0.61,20.00,4.25,0.00,0.14,10.16,6.06,1.82,0,0.15,0.45,0.91,0.45,0.45,0,0,0,1.97,0.91,2.58,6.37,3.18,0,0,-
2018,Andrej Sustr,ANA,D,5,60.2,12.04,0,0,0,0,0,0.00,5.98,0.00,0.1,8.97,6.98,0,0,0,0,5.98,2.99,2.99,0,0,0,0,0,2.99,3.99,6.98,0,0,-
2018,Andrew Agozzino,COL,L,11,85.916666666667,7.8106060606061,0.7,0.7,0,0.7,1.4,66.67,7.68,9.09,0.41,9.78,9.08,4.89,1.4,0,1.4,0,0,0,0,0,0,2.79,0.7,9.78,9.08,2.1,11.17,15.36,29.40
2018,Andrew Cogliano,"ANA, DAL","C, L",78,982.08333333333,12.590811965812,0.37,0.67,0.49,0.18,1.04,68.00,6.48,5.66,0.68,10.51,8.74,6.29,3.24,0.49,0.79,1.34,0.61,0.61,0,0,0.98,1.96,1.34,4.15,3.6,1.96,0.67,1.1,2.32
2018,Andrew Copp,WPG,C,69,839.06666666667,12.16038647343,0.79,1,0.5,0.5,1.79,64.10,5.86,13.41,0.75,9.94,7.87,6.51,4,0.29,0.86,0.43,0.21,0.21,0,0,0.5,1.93,1.57,5.08,5.15,2.43,14.16,11.44,3.95
2018,Andrew Ladd,NYI,L,26,359.9,13.842307692308,0.5,1.33,0.5,0.83,1.83,73.33,5.67,8.82,0.46,9.17,7,6.17,2.83,0.5,0.67,2.67,1.33,1.33,0,0,0.83,2.33,1.5,6.17,6.5,1.33,0.33,0.5,6.67
2018,Andrew MacDonald,PHI,D,47,770.53333333333,16.394326241135,0,0.7,0.23,0.47,0.7,27.27,3.19,0.00,0.14,8.02,5.06,1.48,0.31,0,0.55,1.4,0.7,0.7,0,0,0.47,2.1,0.23,2.34,5.84,7.4,0,0,-
2018,Andrew Mangiapane,CGY,L,44,463.93333333333,10.543939393939,1.03,0.65,0.39,0.26,1.68,59.09,8.41,12.31,0.85,12.54,10.09,8.92,4.4,0.52,0.91,1.55,0.78,0.78,0,0,0.39,1.42,2.07,5.56,8.15,2.2,0.78,0.39,8.62
2018,Andrew Shaw,MTL,R,63,1002.65,15.915079365079,1.14,1.68,1.08,0.6,2.81,73.44,8.08,14.07,1.08,13.34,10.47,9.75,5.86,0.24,1.14,4.25,1.32,1.08,0.06,0.18,1.02,1.44,0.96,7.66,6.94,2.15,10.83,12.15,2.82
2018,Andy Greene,N.J,D,82,1708.3666666667,20.833739837398,0.18,0.7,0.42,0.28,0.88,37.31,3.65,4.81,0.19,7.27,5.41,1.83,0.49,0.28,0.28,0.56,0.28,0.28,0,0,0.21,1.58,1.4,2.35,2.7,7.31,0,0,-
2018,Andy Welinski,ANA,D,26,417.03333333333,16.039743589744,0.14,0.43,0.29,0.14,0.58,28.57,4.6,3.13,0.23,10.93,7.34,2.59,0,0,0.72,1.15,0.58,0.58,0,0,0.58,2.16,0.86,6.76,6.04,2.59,0,0,-
2018,Anthony Beauvillier,NYI,"C, L",81,1186.0166666667,14.642181069959,0.91,0.51,0.2,0.3,1.42,54.90,7.89,11.54,1,12.5,10.32,10.02,5.62,0.66,0.61,0.4,0.2,0.2,0,0,0.86,1.52,1.72,4.4,6.58,1.77,1.32,1.57,2.31
2018,Anthony Bitetto,"MIN, NSH",D,36,429.3,11.925,0,0.42,0.14,0.28,0.42,25.00,4.19,0.00,0.21,9.78,6.85,2.24,0.56,0.28,0.14,1.68,0.84,0.84,0,0,0.56,1.82,0.84,11.18,6.29,5.03,0,0,-
2018,Anthony Cirelli,T.B,C,82,1217.45,14.846951219512,0.94,0.99,0.69,0.3,1.92,59.09,6.06,15.45,0.78,10,8.03,7.24,4.24,0.54,0.54,1.68,0.49,0.34,0.1,0.05,1.23,0.74,2.27,4.63,5.62,2.41,24.74,22.13,2.60
2018,Anthony Duclair,"CBJ, OTT",L,74,939.86666666667,12.700900900901,1.21,0.89,0.32,0.57,2.11,67.35,8.43,14.39,0.83,14.17,11.11,7.34,3.64,0.83,1.15,0.89,0.45,0.45,0,0,1.15,1.85,2.11,2.04,5.68,2.11,0.13,0.83,0.85
2018,Anthony Greco,FLA,R,1,9.5,9.5,0,0,0,0,0,-,12.63,0.00,0.65,18.95,12.63,12.63,6.32,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2018,Anthony Mantha,DET,R,67,1194.4166666667,17.827114427861,1.26,1.16,0.75,0.4,2.41,69.57,9.95,12.63,0.86,16.83,12.76,8.39,3.16,0.55,0.75,1.51,0.6,0.5,0.1,0,0.8,3.01,1.86,3.37,2.56,1.16,1.11,1.41,2.21
2018,Anthony Peluso,CGY,R,4,16.45,4.1125,0,0,0,0,0,-,3.65,0.00,0.06,3.65,3.65,0,0,0,0,25.53,7.29,3.65,3.65,0,7.29,3.65,7.29,14.59,14.59,0,0,0,-
2018,Anthony Richard,NSH,C,1,7.3666666666667,7.3666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,8.14,0,0,-
2018,Antoine Roussel,VAN,L,65,894.33333333333,13.758974358974,0.6,1.48,1.21,0.27,2.08,77.50,5.64,10.71,0.62,10.33,8.45,6.37,3.35,0.67,0.47,7.92,2.35,1.88,0.13,0.34,1.54,1.34,1.34,5.84,6.04,3.35,1.14,1.14,3.35
2018,Anton Blidh,BOS,L,1,13.766666666667,13.766666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,26.15,17.43,4.36,0,0,-
2018,Anton Lindholm,COL,D,2,14.35,7.175,0,0,0,0,0,-,0,-,0.13,8.36,8.36,0,0,0,0,0,0,0,0,0,0,0,0,4.18,8.36,4.18,0,0,-
2018,Anton Stralman,T.B,D,47,964.58333333333,20.52304964539,0.12,0.93,0.31,0.62,1.06,35.42,3.55,3.51,0.13,7.53,4.85,1.56,0.25,0.12,0.56,0.5,0.25,0.25,0,0,0.12,1,1.56,3.67,4.23,4.42,0,0,-
2018,Antti Suomela,S.J,C,27,305.56666666667,11.317283950617,0.59,0.98,0.59,0.39,1.57,100.00,8.25,7.14,1.01,14.33,12.37,8.44,5.5,0.39,1.77,0.79,0.39,0.39,0,0,0.59,1.37,0.98,1.96,5.89,2.16,20.03,24.94,8.75
2018,Anze Kopitar,L.A,C,81,1806.1833333333,22.298559670782,0.73,1.26,0.9,0.37,1.99,65.22,5.18,14.10,0.65,9.9,7.54,5.78,2.72,0.33,0.83,1,0.5,0.5,0,0,0.8,1.93,1.89,1.96,2.86,2.19,33.29,27.14,1.83
2018,Artem Anisimov,CHI,C,78,1274.7333333333,16.342735042735,0.71,1.04,0.61,0.42,1.74,67.27,6.68,10.56,0.9,12.8,9.65,7.67,4.09,0.24,0.66,0.66,0.33,0.33,0,0,0.33,0.66,2.35,1.18,3.77,1.55,15.63,18.55,2.15
2018,Artemi Panarin,CBJ,L,79,1568.6666666667,19.856540084388,1.07,2.26,1.68,0.57,3.33,76.32,7.31,14.66,0.66,13.73,9.83,6.58,1.68,0.19,0.69,0.88,0.38,0.34,0.04,0,0.84,2.14,1.19,0.54,1.64,0.65,0.04,0.11,0.96
2018,Artturi Lehkonen,MTL,L,82,1275.7166666667,15.557520325203,0.52,0.94,0.61,0.33,1.46,53.45,8.28,6.25,0.8,13.69,10.58,8.42,4.14,0.61,0.66,1.51,0.75,0.75,0,0,0.71,1.32,2.16,5.64,7.76,1.83,0.24,0.66,1.24
2018,Ashton Sautner,VAN,D,17,247.25,14.544117647059,0,0.24,0,0.24,0.24,14.29,5.1,0.00,0.16,8.98,6.79,2.18,0,0,0.24,0.49,0.24,0.24,0,0,0.24,2.43,0.73,6.07,9.22,4.13,0,0,-
2018,Austin Czarnik,CGY,C,54,611.96666666667,11.332716049383,0.59,1.18,0.59,0.59,1.76,69.23,6.37,9.23,0.75,11.86,9.02,7.65,2.35,0.69,0.49,0.78,0.39,0.39,0,0,0.98,1.47,2.35,0.98,5.1,2.35,2.94,3.33,4.60
2018,Austin Wagner,L.A,L,62,553.6,8.9290322580645,1.3,0.98,0.65,0.33,2.28,91.30,7.26,17.91,0.81,12.9,9.97,8.35,4.55,0.65,0.65,1.73,0.87,0.87,0,0,1.19,1.95,0.87,15.39,5.74,0.98,0.22,0.43,3.61
2018,Austin Watson,NSH,L,37,536.25,14.493243243243,0.78,1.01,0.67,0.34,1.79,57.14,7.16,10.94,0.75,12.64,10.85,6.27,3.36,0.34,0.34,4.36,1.34,0.78,0.56,0,0.9,1.45,1.34,12.2,3.47,3.13,0.78,1.01,4.90
2018,Auston Matthews,TOR,C,68,1261.7333333333,18.554901960784,1.76,1.71,1.09,0.62,3.47,79.35,11.94,14.74,1.33,21.26,17.07,15.26,5.33,0.62,1.24,0.57,0.29,0.29,0,0,0.67,3.19,2.71,1.33,4.99,2.85,22.59,20.73,2.48
2018,Barclay Goodrow,S.J,R,82,902.73333333333,11.008943089431,0.47,0.66,0.2,0.47,1.13,50.00,5.58,8.33,0.51,9.64,7.98,5.58,2.33,0.66,0.53,5.05,1.4,0.86,0.4,0.13,1,1.13,2.33,8.31,7.11,4.52,19.67,16.95,3.57
2018,Ben Chiarot,WPG,D,78,1452.0666666667,18.616239316239,0.21,0.62,0.41,0.21,0.83,40.00,4.59,4.50,0.17,9.55,6.28,1.82,0.21,0.12,0.45,2.56,0.95,0.87,0,0.08,0.37,2.69,0.83,7.07,5.62,5.74,0,0,-
2018,Ben Gleason,DAL,D,4,59.516666666667,14.879166666667,0,1.01,1.01,0,1.01,50.00,2.02,0.00,0.1,4.03,2.02,1.01,1.01,0,0,0,0,0,0,0,1.01,3.02,4.03,2.02,1.01,1.01,0,0,-
2018,Ben Harpur,OTT,D,51,898.65,17.620588235294,0.07,0.27,0.2,0.07,0.33,18.52,3.34,2.00,0.16,6.61,4.67,0.93,0.2,0.07,0.33,3.74,1,0.53,0.4,0.07,0.73,4.01,1.07,5.94,6.88,4.61,0,0,-
2018,Ben Hutton,VAN,D,69,1542.55,22.355797101449,0.19,0.58,0.19,0.39,0.78,37.04,4.43,4.39,0.17,9.92,6.07,2.41,0.27,0.27,0.39,1.67,0.62,0.54,0.04,0.04,0.31,1.17,1.05,2.14,4.67,3.97,0,0,-
2018,Ben Lovejoy,"DAL, N.J",D,71,1213.1333333333,17.086384976526,0.1,0.35,0.15,0.2,0.45,22.50,4.7,2.11,0.15,9.05,6.28,1.53,0.3,0.2,0.59,1.83,0.84,0.79,0.05,0,0.2,1.88,1.14,3.76,5.24,5.84,0,0,-
2018,Ben Street,ANA,C,21,253.41666666667,12.06746031746,0.71,0.47,0.47,0,1.18,83.33,4.5,15.79,0.33,10.89,6.63,5.68,1.66,0.24,0.47,0.47,0.24,0.24,0,0,0.24,0.95,0.95,4.5,4.97,2.13,3.79,6.39,8.81
2018,Blake Coleman,N.J,C,78,1326.95,17.012179487179,0.99,0.63,0.41,0.23,1.63,62.07,9.63,10.33,1.05,15.42,12.75,8.91,4.11,0.81,1.04,3.21,1.54,1.49,0.05,0,1.27,1.63,2.26,10.17,4.43,1.99,4.93,6.92,1.88
2018,Blake Comeau,DAL,L,77,1210.9333333333,15.726406926407,0.35,0.55,0.25,0.3,0.89,58.06,5.05,6.86,0.5,8.82,6.89,5.2,2.38,0.59,0.84,2.08,1.04,1.04,0,0,0.84,1.78,1.93,10.31,4.16,1.98,1.24,1.59,2.17
2018,Blake Lizotte,L.A,C,1,11.2,11.2,0,0,0,0,0,-,5.36,0.00,0.66,10.71,5.36,5.36,5.36,0,0,0,0,0,0,0,0,0,5.36,0,10.71,5.36,21.43,21.43,267.86
2018,Blake Pietila,N.J,L,19,252.01666666667,13.264035087719,0,0.24,0.24,0,0.24,25.00,5.24,0.00,0.39,10.71,8.09,4.29,1.67,0.95,0.24,1.43,0.71,0.71,0,0,0.71,0.48,2.14,8.57,5,1.9,8.57,10.95,10.45
2018,Blake Wheeler,WPG,R,82,1698.2,20.709756097561,0.71,2.51,1.66,0.85,3.22,73.39,8.16,8.66,0.7,13.36,10.74,6.85,2.26,0.25,0.6,2.12,0.95,0.88,0.07,0,0.6,1.17,1.48,2.86,3.04,1.87,1.1,2.01,1.24
2018,Bo Horvat,VAN,C,82,1708.5166666667,20.835569105691,0.95,1.19,0.53,0.67,2.14,61.62,7.97,11.89,0.92,12.47,10.25,8.29,4.5,0.25,0.88,1.16,0.53,0.49,0.04,0,0.63,1.33,0.98,2.18,2.6,2.21,38.03,32.84,1.88
2018,Bobby Ryan,OTT,R,78,1223.2166666667,15.682264957265,0.74,1.32,0.88,0.44,2.06,63.64,7.85,9.38,0.76,14.76,11.23,7.6,3.24,0.34,0.83,1.72,0.78,0.74,0.05,0,0.83,2.35,2.45,3.78,3.63,2.4,0.39,0.88,1.51
2018,Bogdan Kiselevich,FLA,D,32,475.33333333333,14.854166666667,0,1.01,0.76,0.25,1.01,57.14,1.77,0.00,0.09,5.3,2.9,1.64,0.25,0,0.13,1.51,0.76,0.76,0,0,0.25,1.14,0.5,6.19,9.09,2.65,0,0,-
2018,Boo Nieves,NYR,C,43,415.18333333333,9.6554263565891,0.58,0.87,0.43,0.43,1.45,76.92,4.91,11.76,0.43,7.66,6.07,4.48,2.31,0.58,0.43,1.16,0.58,0.58,0,0,1.45,2.89,1.73,4.77,6.21,2.6,12.72,20.09,5.60
2018,Boone Jenner,CBJ,C,77,1313.9666666667,17.064502164502,0.73,1,0.73,0.27,1.74,58.46,7.76,9.41,0.82,12.92,10.78,6.62,3.15,0.64,1,1.92,0.91,0.91,0,0,0.87,0.96,1.92,7.21,4.66,3.2,28.59,24.25,2.47
2018,Brad Hunt,"MIN, VGK",D,42,625.38333333333,14.890079365079,0.48,0.67,0.29,0.38,1.15,42.86,7.2,6.67,0.38,13.43,9.88,3.74,0.67,0.19,0.67,0.77,0.38,0.38,0,0,0.19,1.34,2.11,1.73,4.99,2.69,0,0,-
2018,Brad Malone,EDM,C,16,143.21666666667,8.9510416666667,0,0,0,0,0,0.00,5.45,0.00,0.4,7.96,7.54,4.19,1.68,0,0,1.68,0.84,0.84,0,0,0,0.42,0.42,14.66,4.19,2.09,13.41,16.76,18.62
