Year,Player,Team,Position,GP,TOI,TOI/GP,CF/60,CA/60,CF%,FF/60,FA/60,FF%,SF/60,SA/60,SF%,GF/60,GA/60,GF%,xGF/60,xGA/60,xGF%,SCF/60,SCA/60,SCF%,HDCF/60,HDCA/60,HDCF%,HDGF/60,HDGA/60,HDGF%,MDCF/60,MDCA/60,MDCF%,MDGF/60,MDGA/60,MDGF%,LDCF/60,LDCA/60,LDCF%,LDGF/60,LDGA/60,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts/60,Neu. Zone Starts/60,Def. Zone Starts/60,On The Fly Starts/60,Off. Zone Start %,Off. Zone Faceoffs/60,Neu. Zone Faceoffs/60,Def. Zone Faceoffs/60,Off. Zone Faceoff %
2019,Aaron Ekblad,FLA,D,67,1537.9166666667,22.953980099502,57.12,53.92,51.44,43.81,40.65,51.87,33.59,31.52,51.59,3.63,3.71,49.47,2.68,2.97,47.45,26.57,26.57,50.00,10.3,11.67,46.89,1.76,1.76,50.00,21.69,19.87,52.19,1.2,1.51,44.23,37.81,32.23,53.98,1.18,0.85,58.33,10.80,88.24,0.990,8.11,13.03,10.77,39.6,42.98,18.18,19.51,21.07,46.32
2019,Aaron Ness,ARI,D,24,300.83333333333,12.534722222222,55.05,56.24,49.46,42.28,42.88,49.65,30.91,29.12,51.50,2.59,2.39,52.00,2.29,2.19,51.09,23.34,26.53,46.80,9.57,11.17,46.15,1.4,1.6,46.67,18.35,20.48,47.26,0.8,0.8,50.00,40.04,38.6,50.92,0.86,0.29,75.00,8.39,91.78,1.002,13.16,10.57,6.18,57.84,68.04,21.34,17.35,14.76,59.12
2019,Adam Boqvist,CHI,D,41,665.11666666667,16.222357723577,61.52,55.75,52.46,46.19,44.2,51.10,35.18,34.55,50.45,3.34,2.98,52.86,3.22,2.95,52.21,32.93,27.78,54.23,13.53,12.27,52.45,1.89,1.71,52.50,25.86,20.69,55.56,0.96,1.2,44.44,35.83,34.4,51.02,1.04,0.13,88.89,9.49,91.38,1.009,10.28,10.01,4.6,47.72,69.09,25.71,15.97,12.81,66.74
2019,Adam Brooks,TOR,C,7,54.966666666667,7.852380952381,46.94,49.12,48.86,36.02,36.02,50.00,25.11,19.65,56.10,3.27,2.18,60.00,2.43,2.27,51.69,21.83,27.29,44.44,12.01,10.92,52.38,3.27,1.09,75.00,13.1,21.83,37.50,0,1.46,0.00,29.96,26.8,52.78,0,0,-,13.04,88.89,1.019,9.82,13.1,7.64,55.67,56.25,16.37,14.19,17.47,48.39
2019,Adam Erne,DET,L,56,661.68333333333,11.815773809524,43.07,51.87,45.37,32.1,39.44,44.87,22.76,27.48,45.31,0.82,2.99,21.43,1.76,2.35,42.86,18.14,24.12,42.92,7.25,9.34,43.72,0.36,1.72,17.39,14.51,19.71,42.40,0.48,0.85,36.36,30.13,34.19,46.84,0.13,0.65,16.67,3.59,89.11,0.927,9.52,17.14,8.8,45.97,51.98,14.51,21.04,17.05,45.98
2019,Adam Fox,NYR,D,70,1323.3,18.904285714286,60.17,49.2,55.02,46.29,36.32,56.04,34.01,27.11,55.64,3.94,2.22,63.97,3.08,2.41,56.14,30.38,22.81,57.12,13.69,10.56,56.45,2.45,1.27,65.85,22.25,16.32,57.68,1.27,0.91,58.33,39.16,31.04,55.78,0.79,0.33,70.59,11.60,91.81,1.034,8.93,13.28,7.48,44.07,54.42,19.72,18.95,13.6,59.18
2019,Adam Gaudette,VAN,C,59,730.63333333333,12.383615819209,59.62,56.5,51.34,44.51,42.29,51.28,30.71,32.93,48.26,3.78,3.04,55.42,2.81,2.56,52.39,27.43,26.61,50.76,10.76,9.61,52.82,1.72,1.89,47.73,22.23,22.67,49.51,1.53,0.77,66.67,40.92,35.82,53.32,1.3,0.83,61.11,12.30,90.77,1.031,16.1,13.55,5.83,56.01,73.41,20.69,17.57,12.07,63.16
2019,Adam Henrique,ANA,C,71,1197.5666666667,16.867136150235,62.38,49.95,55.53,47.25,38.78,54.92,33.57,27.51,54.96,3.21,2.86,52.89,3.18,2.63,54.70,30.46,25.05,54.87,12.98,11.02,54.07,1.65,1.5,52.38,23.31,18.7,55.48,1.14,1.14,50.00,39.8,30.11,56.94,0.94,0.58,61.90,9.55,89.62,0.992,14.83,12.98,11.92,40.58,55.43,23.9,17.13,18.19,56.79
2019,Adam Johnson,PIT,C,7,46.866666666667,6.6952380952381,44.81,55.05,44.87,35.85,40.97,46.67,28.17,28.17,50.00,3.84,5.12,42.86,1.76,1.71,50.71,16.64,17.92,48.15,7.68,5.12,60.00,3.84,0,100.00,11.95,17.07,41.18,0,1.71,0.00,31.44,40.68,43.59,0,5.55,0.00,13.64,81.82,0.955,3.84,14.08,16.64,62.73,18.75,7.68,15.36,25.6,23.08
2019,Adam Larsson,EDM,D,49,971.73333333333,19.831292517007,48.16,61.56,43.89,37.05,44.64,45.35,25.87,32.11,44.62,2.41,2.59,48.15,2.42,2.73,46.97,21.8,29.33,42.63,9.69,11.24,46.31,1.3,1.73,42.86,16.14,24.12,40.08,0.99,0.66,60.00,32.64,40.49,44.63,0.36,0.54,40.00,9.31,91.92,1.012,6.36,11.61,12.04,40.81,34.56,13.58,17.23,23.03,37.10
2019,Adam Lowry,WPG,"C, L",49,733.11666666667,14.96156462585,43.38,62.85,40.83,32.9,48.29,40.52,24.23,33.31,42.11,1.47,2.86,33.96,1.83,3.05,37.57,18.91,29.14,39.35,6.96,13.26,34.41,0.65,1.47,30.77,15.93,21.17,42.94,0.87,0.44,66.67,30.38,43.39,41.19,0.12,1.42,7.69,6.08,91.40,0.975,7.45,13.75,19.89,42.97,27.25,14,18.99,31.84,30.54
2019,Adam Pelech,NYI,D,38,803.01666666667,21.13201754386,44.68,66.05,40.35,32.95,46.25,41.60,24.58,33.7,42.18,2.47,2.76,47.14,2.27,2.72,45.50,21.82,31.9,40.61,10.46,11.73,47.14,1.79,1.72,51.06,15.14,26.9,36.02,0.2,0.6,25.00,26.77,42.42,38.69,0.65,0.86,42.86,10.03,91.80,1.018,4.93,10.91,14.64,41.54,25.19,11.21,16.36,28.62,28.14
2019,Adrian Kempe,L.A,"C, L",69,1104.8333333333,16.012077294686,67.12,45.45,59.62,51.21,35.08,59.35,37.15,24.93,59.84,2.61,2.39,52.17,3.31,2.64,55.63,29.38,21.72,57.49,12.65,8.58,59.59,1.25,1.19,51.11,22.3,17.52,56.00,1.09,0.72,60.00,46.36,28.71,61.76,0.78,0.78,50.00,7.02,90.41,0.974,14.99,11.46,8.63,46.05,63.45,25.58,15.64,15.37,62.47
2019,Alan Quine,CGY,C,9,88.25,9.8055555555556,65.27,61.19,51.61,46.91,48.27,49.29,31.95,32.63,49.47,0.68,1.36,33.33,3.05,2.47,55.26,31.95,31.27,50.54,14.96,11.56,56.41,0,1.36,0.00,22.66,26.29,46.30,0.91,0,100.00,35.35,41.25,46.15,0,0,-,2.13,95.83,0.980,10.88,11.56,12.24,53.03,47.06,17.68,14.28,18.36,49.06
2019,Alec Martinez,"L.A, VGK",D,51,1096.9,21.507843137255,59.18,59.24,49.98,45.07,42.99,51.18,31.89,30.03,51.50,2.9,3.39,46.09,2.8,2.8,49.99,26.97,28.66,48.48,11.76,10.67,52.44,1.48,1.81,45.00,20.28,23.99,45.80,1.39,1.24,52.78,38.87,37.85,50.67,0.47,0.95,33.33,9.09,88.71,0.978,10.67,10.89,9.46,38.51,52.99,21.39,17.34,19.97,51.72
2019,Aleksander Barkov,FLA,C,66,1320.9833333333,20.014898989899,67.27,51.01,56.87,51.05,40.65,55.67,38.47,31.02,55.36,4.36,2.95,59.63,3.5,3.09,53.07,31.89,24.75,56.30,12.94,10.76,54.60,1.82,1.23,59.70,25.25,18.65,57.52,2.12,1.33,61.40,45.33,31.43,59.06,1.25,0.52,70.37,11.33,90.48,1.018,13.85,14.85,6.99,33.66,66.45,27.66,20.85,13.81,66.70
2019,Aleksi Saarela,FLA,C,9,110.23333333333,12.248148148148,57.7,64.23,47.32,49.53,46.81,51.41,33.75,35.38,48.82,3.81,1.63,70.00,3.3,2.68,55.16,28.85,33.2,46.49,10.89,12.52,46.51,1.63,0.54,75.00,23.95,27.58,46.48,1.45,0.73,66.67,33.81,33.81,50.00,0.79,0.79,50.00,11.29,95.38,1.067,6.53,8.16,4.9,53.34,57.14,13.06,11.97,14.7,47.06
2019,Alex Biega,DET,D,49,804.63333333333,16.421088435374,44.07,58.46,42.98,34.53,46.08,42.83,24.09,34.15,41.36,1.27,2.76,31.48,1.81,2.89,38.55,18.79,28.26,39.94,8.13,12.01,40.37,0.82,1.42,36.67,14.22,21.67,39.61,0.4,1.09,26.67,31.24,39.85,43.94,0.22,0.75,22.22,5.26,91.92,0.972,6.71,13.87,9.1,51.08,42.45,13.8,19.54,18.34,42.92
2019,Alex Chiasson,EDM,R,65,853.03333333333,13.12358974359,62.53,47.13,57.02,45.23,35.52,56.01,32.85,24.97,56.81,3.87,1.76,68.75,3.29,2.17,60.27,31.3,21.59,59.18,12.94,8.44,60.53,2.04,0.84,70.73,24.48,17.54,58.26,1.59,0.66,70.83,38.91,31.09,55.59,0.91,0.41,69.23,11.78,92.96,1.047,13.5,11.04,5.13,43.05,72.45,23,16.25,11.96,65.79
