Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2013,Andrew MacDonald,"NYI, PHI",D,37,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
2013,Andrew Shaw,CHI,C,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
2013,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
2013,Andy Miele,PHX,C,35,1988-04-15,Grosse Pointe Woods,MI,USA,USA,67,169,-,-,-,-,-
2013,Anthony Peluso,WPG,R,34,1989-04-18,North York,ON,CAN,CAN,75,225,2007,STL,6,9,160
2013,Antoine Roussel,DAL,L,34,1989-11-21,Roubaix,FRA,FRA,71,200,-,-,-,-,-,
2013,Antoine Vermette,PHX,C,41,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2013,Anton Belov,EDM,D,37,1986-07-29,Ryazan,RUS,RUS,76,218,-,-,-,-,-,
2013,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,SWE,SWE,72,184,2009,EDM,2,10,40,
2013,Anton Stralman,NYR,D,37,1986-08-01,Tibro,SWE,SWE,71,193,2005,TOR,7,22,216,
2013,Anton Volchenkov,N.J,D,42,1982-02-25,Moscow,RUS,RUS,73,220,2000,OTT,1,21,21,
2013,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2013,Arron Asham,NYR,R,45,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
2013,Artem Anisimov,CBJ,C,35,1988-05-24,Yaroslavl,RUS,RUS,76,199,2006,NYR,2,24,54,
2013,B.J. Crombeen,T.B,R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2013,Barret Jackman,STL,D,43,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2013,Beau Bennett,PIT,R,32,1991-11-27,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
2013,Ben Chiarot,WPG,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
2013,Ben Eager,EDM,L,40,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
2013,Ben Hanowski,CGY,R,33,1990-10-18,Little Falls,MN,USA,USA,74,210,2009,PIT,3,2,63
2013,Ben Lovejoy,ANA,D,40,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
2013,Ben Smith,CHI,R,35,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
2013,Ben Street,CGY,C,37,1987-02-13,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
2013,Benn Ferriero,VAN,R,36,1987-04-29,Boston,MA,USA,USA,71,195,2006,PHX,7,13,196
2013,Benoit Pouliot,NYR,L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2013,Bill Arnold,CGY,C,31,1992-05-13,Boston,MA,USA,USA,72,193,2010,CGY,4,18,108
2013,Blair Jones,CGY,C,37,1986-09-27,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
2013,Blake Comeau,CBJ,L,38,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2013,Blake Wheeler,WPG,R,37,1986-08-31,Plymouth,MN,USA,USA,77,220,2004,PHX,1,5,5
2013,Bobby Butler,FLA,R,36,1987-04-26,Marlborough,MA,USA,USA,72,189,-,-,-,-,-
2013,Bobby Ryan,OTT,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2013,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
2013,Boyd Gordon,EDM,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2013,Bracken Kearns,S.J,C,42,1981-05-12,North Vancouver,BC,CAN,CAN,72,188,-,-,-,-,-
2013,Brad Boyes,FLA,R,41,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2013,Brad Hunt,EDM,D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
2013,Brad Malone,COL,C,34,1989-05-20,Miramichi,NB,CAN,CAN,74,217,2007,COL,4,14,105
2013,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
2013,Brad Mills,CHI,C,40,1983-05-03,Terrace,BC,CAN,CAN,72,195,-,-,-,-,-
2013,Brad Richards,NYR,C,43,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2013,Brad Richardson,VAN,R,39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2013,Brad Stuart,S.J,D,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2013,Brandon Bollig,CHI,L,37,1987-01-31,St. Charles,MO,USA,USA,74,220,-,-,-,-,-
2013,Brandon Dubinsky,CBJ,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2013,Brandon Gormley,PHX,D,32,1992-02-18,Murray River,PE,CAN,CAN,74,188,2010,PHX,1,13,13
2013,Brandon Mashinter,NYR,L,35,1988-09-20,Bradford,ON,CAN,CAN,76,212,-,-,-,-,-
2013,Brandon McMillan,PHX,L,34,1990-03-22,Richmond,BC,CAN,CAN,71,190,2008,ANA,3,24,85
2013,Brandon Pirri,"CHI, FLA",R,32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
2013,Brandon Prust,MTL,L,40,1984-03-16,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2013,Brandon Saad,CHI,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
2013,Brandon Sutter,PIT,C,35,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2013,Brandon Yip,PHX,R,38,1985-04-25,Vancouver,BC,CAN,CAN,73,198,2004,COL,8,12,239
2013,Brayden McNabb,BUF,D,33,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
2013,Brayden Schenn,PHI,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
2013,Braydon Coburn,PHI,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2013,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
2013,Brendan Smith,DET,D,35,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
2013,Brenden Dillon,DAL,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
2013,Brenden Morrow,STL,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2013,Brent Burns,S.J,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2013,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2013,Brett Bellemore,CAR,D,35,1988-06-25,Windsor,ON,CAN,CAN,76,225,2007,CAR,6,11,162
2013,Brett Bulmer,MIN,R,31,1992-04-26,Prince George,BC,CAN,CAN,76,212,2010,MIN,2,9,39
2013,Brett Connolly,T.B,R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
2013,Brett Gallant,NYI,L,35,1988-12-28,Summerside,PE,CAN,CAN,72,191,-,-,-,-,-
2013,Brett Sutter,CAR,L,36,1987-06-02,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
2013,Brian Boyle,NYR,C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2013,Brian Campbell,FLA,D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2013,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2013,Brian Flynn,BUF,C,35,1988-07-26,Lynnfield,MA,USA,USA,73,185,-,-,-,-,-
2013,Brian Gibbons,PIT,C,36,1988-02-26,Braintree,MA,USA,USA,68,175,-,-,-,-,-
2013,Brian Gionta,MTL,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2013,Brian Lashoff,DET,D,33,1990-07-16,Albany,NY,USA,USA,75,215,-,-,-,-,-
2013,Brian McGrattan,CGY,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2013,Brian Strait,NYI,D,36,1988-01-04,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
2013,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
2013,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2013,Brooks Orpik,PIT,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2013,Bryan Allen,ANA,D,43,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2013,Bryan Bickell,CHI,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2013,Bryan Little,WPG,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2013,Bryce Salvador,N.J,D,48,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2013,Bryce Van Brabant,CGY,L,32,1991-11-12,Morinville,AB,CAN,CAN,75,207,-,-,-,-,-
2013,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2013,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,72,192,2010,DET,2,21,51,
2013,Calvin de Haan,NYI,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2013,Cam Atkinson,CBJ,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
2013,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
2013,Cam Janssen,N.J,R,39,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
2013,Cameron Gaunce,DAL,D,34,1990-03-19,Sudbury,ON,CAN,CAN,74,194,2008,COL,2,20,50
2013,Cameron Schilling,WSH,D,35,1988-10-07,Carmel,IN,USA,USA,74,182,-,-,-,-,-
2013,Carl Gunnarsson,TOR,D,37,1986-11-09,Orebro,SWE,SWE,74,198,2007,TOR,7,13,194,
2013,Carl Hagelin,NYR,L,35,1988-08-23,Sodertalje,SWE,SWE,72,183,2007,NYR,6,17,168,
2013,Carl Klingberg,WPG,L,33,1991-01-28,Gothenburg,SWE,SWE,75,188,2009,ATL,2,4,34,
2013,Carl Soderberg,BOS,C,38,1985-10-12,Malmö,SWE,SWE,75,210,2004,STL,2,19,49,
2013,Carlo Colaiacovo,STL,D,41,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2013,Carson McMillan,MIN,R,35,1988-09-10,Brandon,MB,CAN,CAN,73,196,2007,MIN,7,19,200
2013,Carter Ashton,TOR,R,33,1991-04-01,Winnipeg,MB,CAN,CAN,75,215,2009,T.B,1,29,29
2013,Casey Cizikas,NYI,C,33,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
2013,Casey Wellman,WSH,C,36,1987-10-18,Brentwood,CA,USA,USA,72,173,-,-,-,-,-
2013,Cedric Paquette,T.B,C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
2013,Chad Billins,CGY,D,34,1989-05-26,Port Huron,MI,USA,USA,70,180,-,-,-,-,-
2013,Chad Ruhwedel,BUF,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2013,Charlie Coyle,MIN,C,32,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
2013,Chris Breen,CGY,D,34,1989-06-29,Uxbridge,ON,CAN,CAN,79,226,-,-,-,-,-
2013,Chris Brown,"PHX, WSH",R,33,1991-02-03,Flower Mound,TX,USA,USA,74,188,2009,PHX,2,6,36
2013,Chris Butler,CGY,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2013,Chris Conner,PIT,R,40,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
2013,Chris Higgins,VAN,L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2013,Chris Kelly,BOS,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2013,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
2013,Chris Kunitz,PIT,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2013,Chris Mueller,DAL,C,38,1986-03-06,West Seneca,NY,USA,USA,71,196,-,-,-,-,-
2013,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2013,Chris Phillips,OTT,D,46,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2013,Chris Porter,STL,L,39,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
2013,Chris Stewart,"BUF, STL",R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2013,Chris Summers,PHX,D,36,1988-02-05,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
2013,Chris Terry,CAR,L,35,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
2013,Chris Thorburn,WPG,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2013,Chris VandeVelde,PHI,C,37,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
2013,Christian Ehrhoff,BUF,D,41,1982-07-06,Moers,DEU,DEU,74,201,2001,S.J,4,10,106,
2013,Christian Folin,MIN,D,33,1991-02-09,Gothenburg,SWE,SWE,75,204,-,-,-,-,-,
2013,Christian Thomas,MTL,L,31,1992-05-26,Toronto,ON,CAN,CAN,69,175,2010,NYR,2,10,40
2013,Christopher Tanev,VAN,D,34,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
2013,Chuck Kobasew,PIT,R,41,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
2013,Clarke MacArthur,OTT,L,39,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2013,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2013,Clayton Stoner,MIN,D,39,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2013,Cody Bass,CBJ,C,37,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
2013,Cody Ceci,OTT,D,30,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
2013,Cody Eakin,DAL,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
2013,Cody Franson,TOR,D,36,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2013,Cody Goloubef,CBJ,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
2013,Cody Hodgson,BUF,C,34,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
2013,Cody Kunyk,T.B,R,33,1990-05-20,Sherwood Park,AB,CAN,CAN,71,195,-,-,-,-,-
2013,Cody McCormick,"BUF, MIN",C,40,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
2013,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2013,Colby Robak,FLA,D,33,1990-04-24,Dauphin,MB,CAN,CAN,75,194,2008,FLA,2,16,46
2013,Colin Fraser,L.A,C,39,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2013,Colin Greening,OTT,C,38,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
2013,Colin McDonald,NYI,R,39,1984-09-30,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2013,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
2013,Colton Orr,TOR,R,42,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2013,Colton Sceviour,DAL,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
2013,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
2013,Connor Carrick,WSH,D,29,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,WSH,5,16,137
2013,Connor Murphy,PHX,D,31,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2013,Conor Allen,NYR,D,34,1990-01-31,Chicago,IL,USA,USA,73,188,-,-,-,-,-
2013,Corban Knight,CGY,C,33,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
2013,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2013,Corey Potter,"BOS, EDM",D,40,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2013,Corey Tropp,"BUF, CBJ",R,34,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
2013,Cory Conacher,"BUF, OTT",C,34,1989-12-14,Burlington,ON,CAN,CAN,68,185,-,-,-,-,-
2013,Cory Emmerton,DET,C,35,1988-06-01,St. Thomas,ON,CAN,CAN,72,191,2006,DET,2,11,41
2013,Cory Sarich,COL,D,45,1978-08-16,Saskatoon,SK,CAN,CAN,76,207,1996,BUF,2,1,27
2013,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,72,200,1996,HFD,9,8,223,
2013,Craig Cunningham,BOS,L,33,1990-09-13,Trail,BC,CAN,CAN,70,184,2010,BOS,4,7,97
2013,Craig Smith,NSH,R,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
2013,Curtis Glencross,CGY,L,41,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2013,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,77,225,1996,PHI,1,15,15,
2013,Dale Weise,"MTL, VAN",R,35,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,NYR,4,20,111
2013,Dalton Prout,CBJ,D,34,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
2013,Damien Brunner,N.J,R,38,1986-03-09,Zürich,CHE,CHE,71,185,-,-,-,-,-,
2013,Dan Boyle,S.J,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2013,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2013,Dan Hamhuis,VAN,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2013,Dana Tyrell,T.B,C,34,1989-04-23,Airdrie,AB,CAN,CAN,70,192,2007,T.B,2,17,47
2013,Daniel Alfredsson,DET,R,51,1972-12-11,Gothenburg,SWE,SWE,71,203,1994,OTT,6,3,133,
2013,Daniel Briere,MTL,C,46,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2013,Daniel Carcillo,"L.A, NYR",L,39,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2013,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2013,Daniel Paille,BOS,L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2013,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2013,Daniel Winnik,ANA,L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2013,Danny DeKeyser,DET,D,34,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
2013,Dany Heatley,MIN,L,43,1981-01-21,Freiburg,DEU,CAN,75,212,2000,ATL,1,2,2,
2013,Darren Archibald,VAN,R,34,1990-02-09,Newmarket,ON,CAN,CAN,75,210,-,-,-,-,-
2013,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2013,Darroll Powe,NYR,C,38,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,-,-,-,-,-
2013,Dave Bolland,TOR,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
2013,David Backes,STL,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2013,David Booth,VAN,L,39,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
2013,David Broll,TOR,L,31,1993-01-04,Mississauga,ON,CAN,CAN,74,188,2011,TOR,6,1,152
2013,David Clarkson,TOR,R,40,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
