Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2023,Alex Tuch,BUF,R,27,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,MIN,1,18,18
2023,Alex Turcotte,L.A,C,23,2001-02-26,Elk Grove,IL,USA,USA,71,185,2019,L.A,1,5,5
2023,Alex Vlasic,CHI,D,22,2001-06-05,Wilmette,IL,USA,USA,78,199,2019,CHI,2,12,43
2023,Alex Wennberg,"NYR, SEA",C,29,1994-09-22,Stockholm,SWE,SWE,74,190,2013,CBJ,1,14,14,
2023,Alexander Alexeyev,WSH,D,24,1999-11-15,St. Petersburg,RUS,RUS,76,213,2018,WSH,1,31,31,
2023,Alexander Barabanov,S.J,L,29,1994-06-17,St. Petersburg,RUS,RUS,70,195,-,-,-,-,-,
2023,Alexander Holtz,N.J,R,22,2002-01-23,Stockholm,SWE,SWE,72,195,2020,N.J,1,7,7,
2023,Alexander Nylander,"CBJ, PIT",L,26,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,BUF,1,8,8
2023,Alexander Romanov,NYI,D,24,2000-01-06,Moscow,RUS,RUS,73,215,2018,MTL,2,7,38,
2023,Alexandre Carrier,NSH,D,27,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,NSH,4,24,115
2023,Alexandre Texier,CBJ,C,24,1999-09-13,St. Martin D'heres,FRA,FRA,73,186,2017,CBJ,2,14,45,
2023,Alexey Toropchenko,STL,R,24,1999-06-25,Moscow,RUS,RUS,78,222,2017,STL,4,20,113,
2023,Alexis Lafrenière,NYR,L,22,2001-10-11,St-Eustache,QC,CAN,CAN,73,195,2020,NYR,1,1,1
2023,Aliaksei Protas,WSH,C,23,2001-01-06,VITEBSK,BLR,BLR,78,225,2019,WSH,3,29,91,
2023,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
2023,Andre Burakovsky,SEA,L,29,1995-02-09,Klagenfurt,AUT,SWE,75,209,2013,WSH,1,23,23,
2023,Andreas Athanasiou,CHI,C,29,1994-08-06,London,ON,CAN,CAN,74,190,2012,DET,4,19,110
2023,Andreas Englund,L.A,D,28,1996-01-21,Stockholm,SWE,SWE,75,189,2014,OTT,2,10,40,
2023,Andrei Kuzmenko,"CGY, VAN",L,28,1996-02-04,YAKUTSK,RUS,RUS,71,194,-,-,-,-,-,
2023,Andrei Svechnikov,CAR,R,24,2000-03-26,Barnual,RUS,RUS,74,195,2018,CAR,1,2,2,
2023,Andrew Cogliano,COL,C,36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
2023,Andrew Copp,DET,C,29,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013,WPG,4,13,104
2023,Andrew Mangiapane,CGY,L,28,1996-04-04,Toronto,ON,CAN,CAN,70,184,2015,CGY,6,15,166
2023,Andrew Peeke,"BOS, CBJ",D,26,1998-03-17,Parkland,FL,USA,USA,75,210,2016,CBJ,2,4,34
2023,Andrew Poturalski,SEA,C,30,1994-01-14,Williamsville,NY,USA,USA,70,183,-,-,-,-,-
2023,Angus Crookshank,OTT,L,24,1999-10-02,North Vancouver,BC,CAN,CAN,70,181,2018,OTT,5,2,126
2023,Anthony Beauvillier,"CHI, NSH, VAN",L,26,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,NYI,1,28,28
2023,Anthony Cirelli,T.B,C,26,1997-07-15,Etobicoke,ON,CAN,CAN,72,189,2015,T.B,3,11,72
2023,Anthony Duclair,"S.J, T.B",L,28,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,NYR,3,19,80
2023,Anthony Mantha,"VGK, WSH",R,29,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,DET,1,20,20
2023,Anthony Richard,BOS,C,27,1996-12-20,Trois-Rivieres,QC,CAN,CAN,71,183,2015,NSH,4,9,100
2023,Anton Blidh,NYR,L,29,1995-03-14,Molnlycke,SWE,SWE,73,197,2013,BOS,6,29,180,
2023,Anton Lundell,FLA,C,22,2001-10-03,Espoo,FIN,FIN,73,185,2020,FLA,1,12,12,
2023,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2023,Arber Xhekaj,MTL,D,23,2001-01-30,Hamilton,ON,CAN,CAN,76,238,-,-,-,-,-
2023,Arshdeep Bains,VAN,L,23,2001-01-09,Surrey,BC,CAN,CAN,72,184,-,-,-,-,-
2023,Artem Zub,OTT,D,28,1995-10-03,Khabarovsk,RUS,RUS,74,200,-,-,-,-,-,
2023,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,RUS,RUS,72,173,-,-,-,-,-,
2023,Arthur Kaliyev,L.A,R,22,2001-06-26,New York City,USA,USA,74,210,2019,L.A,2,2,33,
2023,Artturi Lehkonen,COL,L,28,1995-07-04,Piikkio,FIN,FIN,71,179,2013,MTL,2,25,55,
2023,Austin Czarnik,DET,C,31,1992-12-12,Detroit,MI,USA,USA,69,170,-,-,-,-,-
2023,Austin Watson,T.B,L,32,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
2023,Auston Matthews,TOR,C,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
2023,Axel Jonsson-Fjallby,WPG,L,26,1998-02-10,Stockholm,SWE,SWE,73,189,2016,WSH,5,26,147,
2023,Barclay Goodrow,NYR,C,31,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
2023,Barrett Hayton,ARI,C,23,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,ARI,1,5,5
2023,Beck Malenstyn,WSH,L,26,1998-02-04,Delta,BC,CAN,CAN,75,200,2016,WSH,5,24,145
2023,Ben Chiarot,DET,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
2023,Ben Hutton,VGK,D,30,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,VAN,5,26,147
2023,Ben Meyers,"ANA, COL",C,25,1998-11-15,DELANO,MN,USA,USA,71,194,-,-,-,-,-
2023,Blake Coleman,CGY,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
2023,Blake Lizotte,L.A,C,26,1997-12-13,Lindstrom,MN,USA,USA,69,170,-,-,-,-,-
2023,Blake Wheeler,NYR,R,37,1986-08-31,Plymouth,MN,USA,USA,77,220,2004,PHX,1,5,5
2023,Bo Groulx,ANA,C,24,2000-02-06,Gatineau,QC,CAN,CAN,74,200,2018,ANA,2,23,54
2023,Bo Horvat,NYI,C,29,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
2023,Bobby Brink,PHI,R,22,2001-07-08,Minnetonka,MN,USA,USA,68,166,2019,PHI,2,3,34
2023,Bobby McMann,TOR,C,27,1996-06-15,"Wainwright, AB",AB,CAN,CAN,74,208,-,-,-,-,-
2023,Bokondji Imama,OTT,L,27,1996-08-03,Montreal,QC,CAN,CAN,73,221,2015,T.B,6,29,180
2023,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
2023,Boris Katchouk,"CHI, OTT",L,25,1998-06-18,Waterloo,ON,CAN,CAN,74,206,2016,T.B,2,14,44
2023,Bowen Byram,"BUF, COL",D,22,2001-06-13,Cranbrook,BC,CAN,CAN,73,190,2019,COL,1,4,4
2023,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
2023,Braden Schneider,NYR,D,22,2001-09-20,Prince Albert,SK,CAN,CAN,75,208,2020,NYR,1,19,19
2023,Brady Skjei,CAR,D,30,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
2023,Brady Tkachuk,OTT,L,24,1999-09-16,Scottsdale,AZ,USA,USA,76,221,2018,OTT,1,4,4
2023,Brandon Biro,BUF,L,26,1998-03-11,Sherwood Park,AB,CAN,CAN,71,170,-,-,-,-,-
2023,Brandon Carlo,BOS,D,27,1996-11-26,Colorado Springs,CO,USA,USA,78,218,2015,BOS,2,7,37
2023,Brandon Duhaime,"COL, MIN",R,26,1997-05-22,Coral Springs,FL,USA,USA,74,200,2016,MIN,4,15,106
2023,Brandon Gignac,MTL,C,26,1997-11-07,Repentigny,QC,CAN,CAN,71,170,2016,N.J,3,19,80
2023,Brandon Hagel,T.B,L,25,1998-08-27,Saskatoon,SK,CAN,CAN,74,179,2016,BUF,6,8,159
2023,Brandon Montour,FLA,D,29,1994-04-11,Brantford,ON,CAN,CAN,72,194,2014,ANA,2,25,55
2023,Brandon Saad,STL,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
2023,Brandon Scanlin,NYR,D,24,1999-06-02,Hamilton,ON,CAN,CAN,75,223,-,-,-,-,-
2023,Brandon Tanev,SEA,L,32,1991-12-31,Toronto,ON,CAN,CAN,72,189,-,-,-,-,-
2023,Brandt Clarke,L.A,D,21,2003-02-09,Nepean,ON,CAN,CAN,74,185,2021,L.A,1,8,8
2023,Brayden McNabb,VGK,D,33,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
2023,Brayden Pachal,"CGY, VGK",D,24,1999-08-23,Estevan,SK,CAN,CAN,74,203,-,-,-,-,-
2023,Brayden Point,T.B,C,28,1996-03-13,Calgary,AB,CAN,CAN,71,180,2014,T.B,3,19,79
2023,Brayden Schenn,STL,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
2023,Brendan Brisson,VGK,C,22,2001-10-22,USA,72,191,2020,VGK,1,29,29,,,
2023,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
2023,Brendan Gaunce,CBJ,C,30,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,VAN,1,26,26
2023,Brendan Lemieux,CAR,L,28,1996-03-15,Denver,CO,USA,USA,73,215,2014,BUF,2,1,31
2023,Brendan Smith,N.J,D,35,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
2023,Brenden Dillon,WPG,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
2023,Brennan Othmann,NYR,L,21,2003-01-05,Scarborough,ON,CAN,CAN,72,188,2021,NYR,1,16,16
2023,Brent Burns,CAR,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2023,Brett Howden,VGK,C,26,1998-03-29,Calgary,AB,CAN,CAN,74,203,2016,T.B,1,27,27
2023,Brett Kulak,EDM,D,30,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
2023,Brett Leason,ANA,R,24,1999-04-30,Calgary,AB,CAN,CAN,77,218,2019,WSH,2,25,56
2023,Brett Murray,BUF,L,25,1998-07-20,Bolton,ON,CAN,CAN,77,228,2016,BUF,4,8,99
2023,Brett Pesce,CAR,D,29,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,CAR,3,5,66
2023,Brett Seney,CHI,L,28,1996-02-28,London,ON,CAN,CAN,69,156,2015,N.J,6,6,157
2023,Brian Dumoulin,SEA,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2023,Brian Halonen,N.J,L,25,1999-01-11,USA,72,207,-,-,-,-,-,,,
2023,Brock Boeser,VAN,R,27,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,VAN,1,23,23
2023,Brock Faber,MIN,D,21,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,L.A,2,14,45
2023,Brock McGinn,ANA,L,30,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
2023,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
2023,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
2023,Byron Froese,VGK,C,33,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
2023,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2023,Cal Foote,N.J,D,25,1998-12-13,Denver,CO,USA,USA,77,224,2017,T.B,1,14,14
2023,Cale Fleury,SEA,D,25,1998-11-19,Carlyle,SK,CAN,CAN,73,204,2017,MTL,3,25,87
2023,Cale Makar,COL,D,25,1998-10-30,Calgary,AB,CAN,CAN,71,187,2017,COL,1,4,4
2023,Caleb Jones,COL,D,26,1997-06-06,Arlington,TX,USA,USA,73,194,2015,EDM,4,26,117
2023,Calen Addison,"MIN, S.J",D,23,2000-04-11,Brandon,MB,CAN,CAN,71,173,2018,PIT,2,22,53
2023,Callahan Burke,CAR,C,27,1997-03-19,Boxborough,MA,USA,USA,70,183,-,-,-,-,-
2023,Calle Jarnkrok,TOR,C,32,1991-09-25,Gävle,SWE,SWE,72,192,2010,DET,2,21,51,
2023,Calle Rosen,STL,D,30,1994-02-02,Vaxjo,SWE,SWE,73,188,-,-,-,-,-,
2023,Calvin de Haan,T.B,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2023,Cam Atkinson,PHI,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
2023,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
2023,Cam York,PHI,D,23,2001-01-05,Anaheim,CA,USA,USA,71,175,2019,PHI,1,14,14
2023,Cameron Butler,CBJ,R,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Cameron Crotty,ARI,D,24,1999-05-05,Ottawa,ON,CAN,CAN,75,188,2017,ARI,3,20,82
2023,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,SWE,SWE,72,195,2016,TOR,2,27,57,
2023,Carson Meyer,CBJ,R,26,1997-08-18,Powell,OH,USA,USA,71,184,-,-,-,-,-
2023,Carson Soucy,VAN,D,29,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,MIN,5,16,137
2023,Carter Verhaeghe,FLA,C,28,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,TOR,3,21,82
2023,Casey Cizikas,NYI,C,33,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
2023,Casey Mittelstadt,"BUF, COL",C,25,1998-11-22,Edina,MN,USA,USA,73,195,2017,BUF,1,8,8
2023,Chad Ruhwedel,"NYR, PIT",D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2023,Chandler Stephenson,VGK,C,29,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
2023,Charlie Coyle,BOS,C,32,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
2023,Charlie McAvoy,BOS,D,26,1997-12-21,Long Beach,NY,USA,USA,73,209,2016,BOS,1,14,14
2023,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
2023,Chris Tanev,"CGY, DAL",D,34,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
2023,Chris Tierney,N.J,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
2023,Chris Wagner,COL,R,32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
2023,Christian Dvorak,MTL,C,28,1996-02-02,Palos,IL,USA,USA,73,193,2014,ARI,2,28,58
2023,Christian Fischer,DET,R,26,1997-04-15,Chicago,IL,USA,USA,74,212,2015,ARI,2,2,32
2023,Claude Giroux,OTT,R,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2023,Clayton Keller,ARI,R,25,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
2023,Cody Ceci,EDM,D,30,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
2023,Cody Glass,NSH,C,25,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,VGK,1,6,6
2023,Cole Caufield,MTL,R,23,2001-01-02,Mosinee,WI,USA,USA,67,174,2019,MTL,1,15,15
2023,Cole Guttman,CHI,C,25,1999-04-06,Northridge,CA,USA,USA,69,167,2017,T.B,6,25,180
2023,Cole Koepke,T.B,L,25,1998-05-17,Two Harbors,MN,USA,USA,73,196,2018,T.B,6,28,183
2023,Cole McWard,VAN,D,22,2001-06-09,Fenton,MO,USA,USA,73,192,-,-,-,-,-
2023,Cole Perfetti,WPG,C,22,2002-01-01,Whitby,ON,CAN,CAN,71,184,2020,WPG,1,10,10
2023,Cole Schwindt,CGY,R,22,2001-04-25,Kitchener,ON,CAN,CAN,74,182,2019,FLA,3,19,81
2023,Cole Sillinger,CBJ,C,20,2003-05-16,Columbus,OH,USA,USA,73,201,2021,CBJ,1,12,12
2023,Cole Smith,NSH,L,28,1995-10-28,Brainerd,MN,USA,USA,75,195,-,-,-,-,-
2023,Colin Blackwell,CHI,C,31,1993-03-28,Lawrence,MA,USA,USA,69,190,2011,S.J,7,13,193
2023,Colin Miller,"N.J, WPG",D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
2023,Colin White,"MTL, PIT",C,27,1997-01-30,Boston,MA,USA,USA,73,194,2015,OTT,1,21,21
2023,Collin Graf,S.J,R,21,2002-09-21,USA,73,194,-,-,-,-,-,,,
2023,Colton Parayko,STL,D,30,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,STL,3,25,86
2023,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
2023,Connor Bedard,CHI,C,18,2005-07-17,CAN,70,185,2023,CHI,1,1,1,,,
2023,Connor Brown,EDM,R,30,1994-01-14,Toronto,ON,CAN,CAN,72,181,2012,TOR,6,5,156
2023,Connor Clifton,BUF,D,28,1995-04-28,Long Branch,NJ,USA,USA,71,190,2013,PHX,5,12,133
2023,Connor Dewar,"MIN, TOR",C,24,1999-06-26,Gilbert Plains,MB,CAN,CAN,70,183,2018,MIN,3,30,92
2023,Connor Mackey,NYR,D,27,1996-09-12,Tower Lakes,IL,USA,USA,74,197,-,-,-,-,-
2023,Connor McDavid,EDM,C,27,1997-01-13,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
2023,Connor McMichael,WSH,C,23,2001-01-15,Ajax,ON,CAN,CAN,72,180,2019,WSH,1,25,25
2023,Connor Murphy,CHI,D,31,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2023,Connor Zary,CGY,C,22,2001-09-25,Saskatoon,SK,CAN,CAN,72,178,2020,CGY,1,24,24
2023,Conor Garland,VAN,R,28,1996-03-11,Scituate,MA,USA,USA,70,165,2015,ARI,5,2,123
2023,Conor Sheary,T.B,L,31,1992-06-08,Winchester,MA,USA,USA,69,179,-,-,-,-,-
2023,Conor Timmins,TOR,D,25,1998-09-18,St. Catharines,ON,CAN,CAN,74,202,2017,COL,2,1,32
2023,Corey Perry,"CHI, EDM",R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2023,Craig Smith,DAL,C,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
2023,Curtis Lazar,N.J,C,29,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,OTT,1,17,17
2023,Daemon Hunt,MIN,D,21,2002-05-15,CAN,73,201,2020,MIN,3,3,65,,,
2023,Dakota Joshua,VAN,C,27,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,TOR,5,8,128
2023,Dakota Mermis,MIN,D,30,1994-01-05,Alton,IL,USA,USA,72,195,-,-,-,-,-
2023,Damon Severson,CBJ,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
2023,Daniel Sprong,DET,R,27,1997-03-17,Amsterdam,NLD,NLD,72,202,2015,PIT,2,16,46,
2023,Daniil Miromanov,"CGY, VGK",D,26,1997-07-11,Moscow,RUS,RUS,76,200,-,-,-,-,-,
2023,Danil Gushchin,S.J,L,22,2002-02-06,Yekaterinburg,RUS,RUS,68,165,2020,S.J,3,14,76,
2023,Dante Fabbro,NSH,D,25,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,NSH,1,17,17
2023,Danton Heinen,BOS,L,28,1995-07-05,Langley,BC,CAN,CAN,73,188,2014,BOS,4,26,116
2023,Darnell Nurse,EDM,D,29,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
2023,Darren Raddysh,T.B,D,28,1996-02-28,Toronto,ON,CAN,CAN,73,200,-,-,-,-,-
2023,David Gustafsson,WPG,C,23,2000-04-11,Tingsryd,SWE,SWE,74,212,2018,WPG,2,29,60,
2023,David Jiricek,CBJ,D,20,2003-11-28,Klatovy,CZE,CZE,76,199,2022,CBJ,1,6,6,
2023,David Kampf,TOR,C,29,1995-01-12,Chomutov,CZE,CZE,74,197,-,-,-,-,-,
2023,David Pastrnak,BOS,R,27,1996-05-25,Havirov,CZE,CZE,73,195,2014,BOS,1,25,25,
2023,David Perron,DET,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
2023,David Savard,MTL,D,33,1990-10-22,St. Hyacinthe,QC,CAN,CAN,73,235,2009,CBJ,4,3,94
2023,Dawson Mercer,N.J,C,22,2001-10-27,Carbonear,NL,CAN,CAN,72,180,2020,N.J,1,18,18
2023,Declan Carlile,T.B,D,-,-,-,-,-,-,-,-,-,-,-,-,-
2023,Declan Chisholm,"MIN, WPG",D,24,2000-01-12,Bowmanville,ON,CAN,CAN,73,185,2018,WPG,5,26,150
2023,Denis Gurianov,"NSH, PHI",R,26,1997-06-07,Togliatti,RUS,RUS,75,205,2015,DAL,1,12,12,
2023,Dennis Gilbert,CGY,D,27,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,CHI,3,30,91
2023,Derek Forbort,BOS,D,32,1992-03-04,Duluth,MN,USA,USA,76,208,2010,L.A,1,15,15
2023,Derek Ryan,EDM,C,37,1986-12-29,Spokane,WA,USA,USA,70,185,-,-,-,-,-
2023,Derrick Pouliot,DAL,D,30,1994-01-16,Estevan,SK,CAN,CAN,72,196,2012,PIT,1,8,8
2023,Devin Shore,SEA,C,29,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,DAL,2,31,61
2023,Devon Toews,COL,D,30,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,NYI,4,18,108
2023,Dillon Dube,CGY,C,25,1998-07-20,Golden,AB,CAN,CAN,71,185,2016,CGY,2,26,56
2023,Dmitri Voronkov,CBJ,L,23,2000-09-10,RUS,77,240,2019,CBJ,4,21,114,,,
2023,Dmitry Kulikov,FLA,D,33,1990-10-29,Lipetsk,RUS,RUS,73,201,2009,FLA,1,14,14,
2023,Dmitry Orlov,CAR,D,32,1991-07-23,Novokuznetsk,RUS,RUS,71,214,2009,WSH,2,25,55,
2023,Dominic Toninato,WPG,C,30,1994-03-09,Duluth,MN,USA,USA,74,191,2012,TOR,5,5,126
2023,Dominik Kubalik,OTT,L,28,1995-08-21,Plzen,CZE,CZE,74,190,2013,L.A,7,10,191,
2023,Dougie Hamilton,N.J,D,30,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,BOS,1,9,9
