PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS
Clarke MacArthur,-,31,LW,Left,OTT,Standard (1-way),30,M-NTC,5,UFA,2020,"$4,650,000","$4,650,000","$4,500,000","$4,500,000",$0,$0
Chris Kreider,NYR,25,LW,Left,NYR,Standard (1-way),25,,4,UFA,2020,"$4,625,000","$4,625,000","$5,000,000","$4,000,000","$1,000,000",$0
Tyler Ennis,-,26,"LW, RW",Left,BUF,Standard (1-way),24,,5,UFA,2019,"$4,600,000","$4,600,000","$3,650,000","$2,650,000","$1,000,000",$0
Jason Garrison,-,31,LD,Left,VAN,Standard (1-way),27,NTC,6,UFA,2018,"$4,600,000","$4,600,000","$3,600,000","$3,600,000",$0,$0
Marcus Johansson,MIN,25,"LW, RW",Left,WSH,Standard (1-way),25,,3,UFA,2019,"$4,583,333","$4,583,333","$4,250,000","$4,250,000",$0,$0
Artem Anisimov,-,28,"C, LW",Left,CHI,Standard (1-way),27,NMC,5,UFA,2021,"$4,550,000","$4,550,000","$5,750,000","$4,750,000","$1,000,000",$0
Jason Demers,-,28,RD,Right,FLA,Standard (1-way),28,M-NTC,5,UFA,2021,"$4,500,000","$4,500,000","$5,500,000","$4,500,000","$1,000,000",$0
Troy Brouwer,-,30,"LW, RW",Right,CGY,Standard (1-way),30,NTC,4,UFA,2020,"$4,500,000","$4,500,000","$4,500,000","$3,500,000","$1,000,000",$0
Nazem Kadri,CGY,25,C,Left,TOR,Standard (1-way),25,,6,UFA,2022,"$4,500,000","$4,500,000","$5,000,000","$3,000,000","$2,000,000",$0
Francois Beauchemin,-,36,LD,Left,COL,35+ (1-way),35,NMC,3,UFA,2018,"$4,500,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
Antti Niemi,-,32,G,Left,DAL,Standard (1-way),31,NTC,3,UFA,2018,"$4,500,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
Mats Zuccarello,MIN,28,"RW, LW",Left,NYR,Standard (1-way),27,,4,UFA,2019,"$4,500,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
Jaroslav Halák,-,31,G,Left,NYI,Standard (1-way),29,,4,UFA,2018,"$4,500,000","$4,500,000","$4,750,000","$4,750,000",$0,$0
Brad Marchand,BOS,28,LW,Left,BOS,Standard (1-way),25,M-NTC,4,UFA,2017,"$4,500,000","$4,500,000","$5,000,000","$5,000,000",$0,$0
Max Pacioretty,WSH,27,LW,Left,MTL,Standard (1-way),23,,6,UFA,2019,"$4,500,000","$4,500,000","$5,000,000","$5,000,000",$0,$0
Alexandre Burrows,-,35,"RW, LW",Left,VAN,Standard (1-way),31,NTC,4,UFA,2017,"$4,500,000","$4,500,000","$3,000,000","$3,000,000",$0,$0
Brooks Laich,-,33,"C, LW",Left,WSH,Standard (1-way),28,,6,UFA,2017,"$4,500,000","$4,500,000","$4,000,000","$4,000,000",$0,$0
Anton Strålman,-,29,RD,Right,TBL,Standard (1-way),27,NTC,5,UFA,2019,"$4,500,000","$4,500,000","$4,500,000","$4,500,000",$0,$0
Alex Killorn,ANA,26,"RW, LW",Left,TBL,Standard (1-way),26,,7,UFA,2023,"$4,450,000","$4,450,000","$4,450,000","$4,450,000",$0,$0
Christopher Tanev,DAL,26,RD,Right,VAN,Standard (1-way),25,,5,UFA,2020,"$4,450,000","$4,450,000","$3,500,000","$3,500,000",$0,$0
Mike Fisher,-,36,C,Right,NSH,35+ (1-way),35,NMC,2,UFA,2017,"$4,400,000","$4,400,000","$4,000,000","$4,000,000",$0,$0
Brandon Sutter,-,27,"RW, C",Right,VAN,Standard (1-way),26,NTC,5,UFA,2021,"$4,375,000","$4,375,000","$4,250,000","$3,250,000","$1,000,000",$0
Jack Johnson,COL,29,LD,Left,LAK,Standard (1-way),22,,7,UFA,2018,"$4,357,143","$4,357,143","$5,000,000","$5,000,000",$0,$0
Drew Stafford,-,30,"RW, LW",Right,WPG,Standard (1-way),29,,2,UFA,2017,"$4,350,000","$4,350,000","$4,350,000","$4,350,000",$0,$0
Sean Couturier,PHI,23,C,Left,PHI,Standard (1-way),23,,6,UFA,2022,"$4,333,333","$4,333,333","$3,750,000","$3,750,000",$0,$0
Devan Dubnyk,-,30,G,Left,MIN,Standard (1-way),29,M-NTC,6,UFA,2021,"$4,333,333","$4,333,333","$5,000,000","$4,000,000","$1,000,000",$0
Dmitry Kulikov,FLA,25,LD/RD,Left,FLA,Standard (1-way),23,,3,UFA,2017,"$4,333,333","$4,333,333","$4,500,000","$4,500,000",$0,$0
Michael Frolík,-,28,"LW, RW",Left,CGY,Standard (1-way),27,M-NTC,5,UFA,2020,"$4,300,000","$4,300,000","$5,000,000","$5,000,000",$0,$0
Justin Abdelkader,-,29,"LW, RW",Left,DET,Standard (1-way),29,NTC,7,UFA,2023,"$4,250,000","$4,250,000","$5,500,000","$5,000,000","$500,000",$0
David Savard,MTL,25,RD,Right,CBJ,Standard (1-way),24,,5,UFA,2021,"$4,250,000","$4,250,000","$3,500,000","$3,500,000",$0,$0
John Klingberg,TOR,23,RD,Right,DAL,Standard (1-way),22,,7,UFA,2022,"$4,250,000","$4,250,000","$2,750,000","$2,750,000",$0,$0
Craig Smith,DAL,26,RW,Right,NSH,Standard (1-way),25,,5,UFA,2020,"$4,250,000","$4,250,000","$4,000,000","$4,000,000",$0,$0
Jonathan Ericsson,-,32,LD,Left,DET,Standard (1-way),30,NTC,6,UFA,2020,"$4,250,000","$4,250,000","$4,250,000","$4,000,000","$250,000",$0
Brian Gionta,-,37,RW,Right,BUF,35+ (1-way),35,M-NTC,3,UFA,2017,"$4,250,000","$4,250,000","$3,250,000","$2,000,000","$1,250,000",$0
Marc-Édouard Vlasic,SJS,29,LD/RD,Left,SJS,Standard (1-way),25,NTC,5,UFA,2018,"$4,250,000","$4,250,000","$4,250,000","$4,250,000",$0,$0
Kevin Shattenkirk,BOS,27,RD,Right,STL,Standard (1-way),24,,4,UFA,2017,"$4,250,000","$4,250,000","$5,200,000","$5,200,000",$0,$0
Patric Hörnqvist,-,29,RW,Right,NSH,Standard (1-way),26,M-NTC,5,UFA,2018,"$4,250,000","$4,250,000","$4,750,000","$4,750,000",$0,$0
James van Riemsdyk,BOS,27,"LW, RW",Left,PHI,Standard (1-way),23,M-NTC,6,UFA,2018,"$4,250,000","$4,250,000","$5,000,000","$5,000,000",$0,$0
Tyler Bozak,-,30,"C, RW",Right,TOR,Standard (1-way),27,M-NTC,5,UFA,2018,"$4,200,000","$4,200,000","$4,500,000","$2,500,000","$2,000,000",$0
Craig Anderson,-,35,G,Left,OTT,Standard (1-way),33,,3,UFA,2018,"$4,200,000","$4,200,000","$4,750,000","$4,750,000",$0,$0
Nikolai Kulemin,-,29,"LW, RW",Left,NYI,Standard (1-way),27,,4,UFA,2018,"$4,187,500","$4,187,500","$4,250,000","$4,250,000",$0,$0
T.J. Oshie,WSH,29,RW,Right,STL,Standard (1-way),25,,5,UFA,2017,"$4,175,000","$4,175,000","$4,500,000","$4,500,000",$0,$0
Oscar Klefbom,-,22,LD,Left,EDM,Standard (1-way),22,,7,UFA,2023,"$4,167,000","$4,167,000","$3,000,000","$3,000,000",$0,$0
Jonas Brodin,MIN,22,LD,Left,MIN,Standard (1-way),21,,6,UFA,2021,"$4,166,667","$4,166,667","$4,000,000","$4,000,000",$0,$0
Cam Talbot,LAK,28,G,Left,EDM,Standard (1-way),28,NMC,3,UFA,2019,"$4,166,666","$4,166,666","$4,150,000","$3,150,000","$1,000,000",$0
Adam Larsson,SEA,23,RD,Right,NJD,Standard (1-way),22,,6,UFA,2021,"$4,166,666","$4,166,666","$3,000,000","$3,000,000",$0,$0
Jonathan Bernier,-,27,G,Left,TOR,Standard (1-way),26,,2,UFA,2017,"$4,150,000","$4,150,000","$4,150,000","$2,150,000","$2,000,000",$0
Nick Bjugstad,ARI,23,"C, RW",Right,FLA,Standard (1-way),22,,6,UFA,2021,"$4,100,000","$4,100,000","$3,350,000","$3,350,000",$0,$0
Alexei Emelin,-,30,LD,Left,MTL,Standard (1-way),27,M-NTC,4,UFA,2018,"$4,100,000","$4,100,000","$4,200,000","$4,200,000",$0,$0
Steve Mason,-,28,G,Right,PHI,Standard (1-way),25,,3,UFA,2017,"$4,100,000","$4,100,000","$4,100,000","$4,100,000",$0,$0
Niklas Hjalmarsson,-,29,LD/RD,Left,CHI,Standard (1-way),27,"M-NTC, NMC",5,UFA,2019,"$4,100,000","$4,100,000","$4,100,000","$3,600,000","$500,000",$0
Olli Määttä,DET,21,LD,Left,PIT,Standard (1-way),21,,6,UFA,2022,"$4,083,333","$4,083,333","$4,083,300","$4,083,300",$0,$0
Jake Gardiner,-,25,LD,Left,TOR,Standard (1-way),24,,5,UFA,2019,"$4,050,000","$4,050,000","$4,050,000","$4,050,000",$0,$0
Marc Savard,-,38,C,Left,BOS,Standard (1-way),32,,7,UFA,2017,"$4,021,428","$4,021,428","$575,000","$575,000",$0,$0
Michael Stone,-,26,RD,Right,ARI,Standard (1-way),26,,1,UFA,2017,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Petr Mrázek,CHI,24,G,Left,DET,Standard (1-way),24,,2,UFANo QO,2018,"$4,000,000","$4,000,000","$3,850,000","$3,850,000",$0,$0
Victor Rask,-,23,C,Left,CAR,Standard (1-way),23,,6,UFA,2022,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Mikkel Boedker,-,26,"LW, RW",Left,SJS,Standard (1-way),26,,4,UFA,2020,"$4,000,000","$4,000,000","$5,200,000","$4,200,000","$1,000,000",$0
Jaromír Jágr,-,44,RW,Left,FLA,35+ (1-way),44,,1,UFA,2017,"$4,000,000","$5,515,000","$4,000,000","$4,000,000",$0,"$1,515,000"
Carl Hagelin,-,27,LW,Left,ANA,Standard (1-way),26,,4,UFA,2019,"$4,000,000","$4,000,000","$3,667,000","$3,667,000",$0,$0
Kevin Bieksa,-,35,RD,Right,ANA,35+ (1-way),34,NMC,2,UFA,2018,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Alec Martinez,VGK,28,LD,Left,LAK,Standard (1-way),27,,6,UFA,2021,"$4,000,000","$4,000,000","$3,900,000","$3,900,000",$0,$0
Adam Henrique,EDM,26,"LW, C",Left,NJD,Standard (1-way),23,,6,UFA,2019,"$4,000,000","$4,000,000","$4,500,000","$4,500,000",$0,$0
Marco Scandella,STL,26,LD,Left,MIN,Standard (1-way),24,,5,UFA,2020,"$4,000,000","$4,000,000","$3,750,000","$3,750,000",$0,$0
Roman Josi,NSH,26,LD,Left,NSH,Standard (1-way),23,,7,UFA,2020,"$4,000,000","$4,000,000","$4,250,000","$4,250,000",$0,$0
Jussi Jokinen,-,33,"LW, RW",Left,FLA,Standard (1-way),31,M-NTC,4,UFA,2018,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Ryan Johansen,PHI,23,"C, RW",Right,CBJ,Standard (1-way),22,,3,RFA,2017,"$4,000,000","$4,000,000","$6,000,000","$6,000,000",$0,$0
Bryan Bickell,-,30,LW,Left,CHI,Standard (1-way),27,M-NTC,4,UFA,2017,"$4,000,000","$4,000,000","$4,500,000","$4,500,000",$0,$0
Jake Muzzin,TOR,27,LD,Left,LAK,Standard (1-way),25,,5,UFA,2020,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Benoit Pouliot,-,29,LW,Left,EDM,Standard (1-way),27,,5,UFA,2019,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Ales Hemsky,-,32,RW,Right,DAL,Standard (1-way),30,,3,UFA,2017,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Victor Hedman,TBL,25,LD,Left,TBL,Standard (1-way),20,NMC,5,UFA,2017,"$4,000,000","$4,000,000","$4,250,000","$4,250,000",$0,$0
Milan Michalek,-,31,"LW, RW",Left,OTT,Standard (1-way),29,M-NTC,3,UFA,2017,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Cam Fowler,ANA,24,LD/RD,Left,ANA,Standard (1-way),20,,5,UFA,2018,"$4,000,000","$4,000,000","$4,000,000","$4,000,000",$0,$0
Wayne Simmonds,-,27,"RW, LW",Right,PHI,Standard (1-way),24,M-NTC,6,UFA,2019,"$3,975,000","$3,975,000","$4,300,000","$4,300,000",$0,$0
John Carlson,WSH,26,RD,Right,WSH,Standard (1-way),22,,6,UFA,2018,"$3,966,667","$3,966,667","$4,000,000","$4,000,000",$0,$0
Johan Franzen,-,36,"RW, LW",Left,DET,Standard (1-way),29,,11,UFA,2020,"$3,954,545","$3,954,545","$3,500,000","$3,500,000",$0,$0
Colin Wilson,-,26,"C, LW",Left,NSH,Standard (1-way),25,,4,UFA,2019,"$3,937,500","$3,937,500","$4,000,000","$4,000,000",$0,$0
Andrew Shaw,-,24,"C, RW",Right,MTL,Standard (1-way),24,,6,UFA,2022,"$3,900,000","$3,900,000","$5,500,000","$3,000,000","$2,500,000",$0
Josh Gorges,-,31,LD,Left,MTL,Standard (1-way),27,M-NTC,6,UFA,2018,"$3,900,000","$3,900,000","$3,900,000","$3,900,000",$0,$0
Ondrej Pavelec,-,28,G,Left,WPG,Standard (1-way),24,,5,UFA,2017,"$3,900,000","$3,900,000","$4,750,000","$4,750,000",$0,$0
Shane Doan,-,39,"RW, LW",Right,ARI,35+ (1-way),39,NMC,1,UFA,2017,"$3,876,134","$4,839,572","$3,876,134","$2,500,000","$1,376,134","$963,438"
Michael Del Zotto,-,26,LD,Left,PHI,Standard (1-way),25,,2,UFA,2017,"$3,875,000","$3,875,000","$4,000,000","$4,000,000",$0,$0
Travis Hamonic,OTT,25,RD,Right,NYI,Standard (1-way),22,,7,UFA,2020,"$3,857,143","$3,857,143","$4,875,000","$4,875,000",$0,$0
Rickard Rakell,PIT,23,"RW, LW",Right,ANA,Standard (1-way),23,,6,UFA,2022,"$3,853,672","$3,853,672","$3,800,000","$3,800,000",$0,$0
Connor Murphy,CHI,23,RD,Right,ARI,Standard (1-way),23,,6,UFA,2022,"$3,850,000","$3,850,000","$2,400,000","$2,400,000",$0,$0
Darren Helm,-,29,"C, LW, RW",Left,DET,Standard (1-way),29,NTC,5,UFA,2021,"$3,850,000","$3,850,000","$5,000,000","$4,000,000","$1,000,000",$0
Cody Eakin,-,25,C,Left,DAL,Standard (1-way),24,,4,UFA,2020,"$3,850,000","$3,850,000","$3,850,000","$3,650,000","$200,000",$0
Chris Kunitz,-,36,"RW, LW",Left,PIT,Standard (1-way),33,M-NTC,3,UFA,2017,"$3,850,000","$3,850,000","$3,550,000","$3,550,000",$0,$0
Matt Beleskey,-,28,LW,Left,BOS,Standard (1-way),27,M-NTC,5,UFA,2020,"$3,800,000","$3,800,000","$4,000,000","$4,000,000",$0,$0
Justin Braun,-,29,RD,Right,SJS,Standard (1-way),27,,5,UFA,2020,"$3,800,000","$3,800,000","$3,800,000","$3,800,000",$0,$0
Dan Hamhuis,-,33,LD,Left,DAL,Standard (1-way),33,M-NTC,2,UFA,2018,"$3,750,000","$3,750,000","$4,500,000","$3,500,000","$1,000,000",$0
David Perron,DET,28,"RW, LW",Right,STL,Standard (1-way),28,M-NTC,2,UFA,2018,"$3,750,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
Mattias Ekholm,EDM,26,LD/RD,Left,NSH,Standard (1-way),25,,6,UFA,2022,"$3,750,000","$3,750,000","$3,000,000","$3,000,000",$0,$0
Jakob Silfverberg,ANA,25,"RW, LW",Right,ANA,Standard (1-way),24,,4,UFA,2019,"$3,750,000","$3,750,000","$3,000,000","$3,000,000",$0,$0
Johnny Oduya,-,34,LD,Left,DAL,Standard (1-way),33,M-NTC,2,UFA,2017,"$3,750,000","$3,750,000","$3,750,000","$3,750,000",$0,$0
Anders Lee,NYI,25,LW,Left,NYI,Standard (1-way),24,,4,UFA,2019,"$3,750,000","$3,750,000","$3,500,000","$3,500,000",$0,$0
Brendan Gallagher,MTL,24,"RW, LW",Right,MTL,Standard (1-way),23,,6,UFA,2021,"$3,750,000","$3,750,000","$4,500,000","$4,500,000",$0,$0
Pascal Dupuis,-,37,"RW, LW",Left,PIT,Standard (1-way),34,M-NTC,4,UFA,2017,"$3,750,000","$3,750,000","$3,000,000","$3,000,000",$0,$0
Braydon Coburn,-,31,LD,Left,TBL,Standard (1-way),30,NTC,3,UFA,2019,"$3,700,000","$3,700,000","$3,700,000","$3,700,000",$0,$0
Simon Despres,-,24,RD,Left,ANA,Standard (1-way),24,,5,UFA,2021,"$3,700,000","$3,700,000","$2,600,000","$2,600,000",$0,$0
Patrik Berglund,-,28,"C, LW",Left,STL,Standard (1-way),26,M-NTC,3,UFA,2017,"$3,700,000","$3,700,000","$3,700,000","$3,700,000",$0,$0
Matt Read,-,30,"RW, LW",Right,PHI,Standard (1-way),27,,4,UFA,2018,"$3,625,000","$3,625,000","$4,000,000","$4,000,000",$0,$0
Mark Fayne,-,29,RD,Right,EDM,Standard (1-way),27,,4,UFA,2018,"$3,625,000","$3,625,000","$3,500,000","$3,500,000",$0,$0
Luca Sbisa,-,26,LD,Left,VAN,Standard (1-way),25,,3,UFA,2018,"$3,600,000","$3,600,000","$3,600,000","$3,100,000","$500,000",$0
Mikael Backlund,CGY,27,C,Left,CGY,Standard (1-way),26,,3,UFA,2018,"$3,575,000","$3,575,000","$3,575,000","$3,575,000",$0,$0
Eric Staal,-,31,C,Left,MIN,Standard (1-way),31,M-NTC,3,UFA,2019,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
Erik Gudbranson,CBJ,24,RD,Right,FLA,Standard (1-way),24,,1,RFA,2017,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
Mike Ribeiro,-,36,C,Left,NSH,35+ (1-way),35,,2,UFA,2017,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
Mark Stone,VGK,24,RW,Right,OTT,Standard (1-way),23,,3,RFA,2018,"$3,500,000","$3,500,000","$3,750,000","$3,750,000",$0,$0
Cam Atkinson,PHI,27,"RW, LW",Right,CBJ,Standard (1-way),26,,3,UFA,2018,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
David Desharnais,-,29,C,Left,MTL,Standard (1-way),26,,4,UFA,2017,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0
Lars Eller,PIT,27,C,Left,MTL,Standard (1-way),25,,4,UFA,2018,"$3,500,000","$3,500,000","$4,250,000","$4,250,000",$0,$0
Ladislav Smid,-,30,LD,Left,EDM,Standard (1-way),27,,4,UFA,2017,"$3,500,000","$3,500,000","$4,000,000","$4,000,000",$0,$0
Kyle Turris,-,26,"C, RW",Right,OTT,Standard (1-way),23,,5,UFA,2018,"$3,500,000","$3,500,000","$4,000,000","$4,000,000",$0,$0
Reilly Smith,PIT,25,"LW, RW",Left,BOS,Standard (1-way),23,,2,RFA,2017,"$3,425,000","$3,425,000","$3,500,000","$3,500,000",$0,$0
James Reimer,DET,28,G,Left,FLA,Standard (1-way),28,,5,UFA,2021,"$3,400,000","$3,400,000","$4,500,000","$3,250,000","$1,250,000",$0
Rob Scuderi,-,37,LD,Left,PIT,Standard (1-way),34,M-NTC,4,UFA,2017,"$3,375,000","$3,375,000","$2,500,000","$2,500,000",$0,$0
Radko Gudas,ANA,26,RD,Right,PHI,Standard (1-way),26,,4,UFA,2020,"$3,350,000","$3,350,000","$4,000,000","$2,500,000","$1,500,000",$0
Casey Cizikas,NYI,25,C,Left,NYI,Standard (1-way),25,,5,UFA,2021,"$3,350,000","$3,350,000","$2,500,000","$2,500,000",$0,$0
Jamie McGinn,-,27,"LW, RW",Left,ARI,Standard (1-way),27,,3,UFA,2019,"$3,333,333","$3,333,333","$3,000,000","$3,000,000",$0,$0
Tyler Johnson,CHI,25,"RW, C, LW",Right,TBL,Standard (1-way),23,,3,RFA,2017,"$3,333,333","$3,333,333","$4,000,000","$4,000,000",$0,$0
Ondrej Palat,NJD,25,"LW, RW",Left,TBL,Standard (1-way),23,,3,RFA,2017,"$3,333,333","$3,333,333","$4,000,000","$4,000,000",$0,$0
Cody Franson,-,28,RD,Right,BUF,Standard (1-way),27,,2,UFA,2017,"$3,325,000","$3,325,000","$2,650,000","$2,000,000","$650,000",$0
Jacob Trouba,NYR,22,RD,Right,WPG,Standard (1-way),22,,2,RFA,2018,"$3,308,824","$3,308,824","$2,500,000","$2,500,000",$0,$0
Cam Ward,-,32,G,Left,CAR,Standard (1-way),32,M-NTC,2,UFA,2018,"$3,300,000","$3,300,000","$3,500,000","$3,500,000",$0,$0
Josh Bailey,-,26,"RW, LW, C",Left,NYI,Standard (1-way),23,,5,UFA,2018,"$3,300,000","$3,300,000","$3,700,000","$3,700,000",$0,$0
Trevor Daley,-,32,RD,Left,DAL,Standard (1-way),27,,6,UFA,2017,"$3,300,000","$3,300,000","$2,700,000","$2,700,000",$0,$0
Joel Ward,-,35,RW,Right,SJS,Standard (1-way),34,M-NTC,3,UFA,2018,"$3,275,000","$3,275,000","$3,275,000","$3,000,000","$275,000",$0
Brenden Dillon,WPG,25,LD,Left,SJS,Standard (1-way),24,,5,UFA,2020,"$3,270,000","$3,270,000","$2,750,000","$2,750,000",$0,$0
Jonathan Huberdeau,CGY,23,"LW, RW",Left,FLA,Standard (1-way),22,,2,RFA,2017,"$3,250,000","$3,250,000","$4,000,000","$4,000,000",$0,$0
Justin Williams,-,34,RW,Right,WSH,Standard (1-way),33,,2,UFA,2017,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
Tyler Toffoli,WPG,24,"RW, LW",Right,LAK,Standard (1-way),23,,2,RFA,2017,"$3,250,000","$3,250,000","$3,900,000","$3,900,000",$0,$0
Andrew Ference,-,37,RD,Left,EDM,Standard (1-way),34,NMC,4,UFA,2017,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
Clayton Stoner,-,31,LD,Left,ANA,Standard (1-way),29,,4,UFA,2018,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0
Zbynek Michalek,-,33,RD,Right,ARI,Standard (1-way),32,,2,UFA,2017,"$3,200,000","$3,200,000","$3,200,000","$3,200,000",$0,$0
Charlie Coyle,BOS,24,"C, RW",Right,MIN,Standard (1-way),23,,5,UFA,2020,"$3,200,000","$3,200,000","$2,600,000","$2,600,000",$0,$0
Matt Stajan,-,32,C,Left,CGY,Standard (1-way),30,M-NTC,4,UFA,2018,"$3,125,000","$3,125,000","$3,000,000","$3,000,000",$0,$0
Kris Russell,-,29,LD/RD,Left,EDM,Standard (1-way),29,,1,UFA,2017,"$3,100,000","$3,100,000","$3,100,000","$3,100,000",$0,$0
Martin Hanzal,-,29,C,Left,ARI,Standard (1-way),25,M-NTC,5,UFA,2017,"$3,100,000","$3,100,000","$3,500,000","$3,500,000",$0,$0
Marcus Krüger,-,26,C,Left,CHI,Standard (1-way),26,,3,UFA,2019,"$3,083,333","$3,083,333","$3,475,000","$2,000,000","$1,475,000",$0
Tomas Hertl,VGK,22,C,Left,SJS,Standard (1-way),22,,2,RFA,2018,"$3,000,000","$3,000,000","$2,800,000","$2,800,000",$0,$0
Evgeny Kuznetsov,CAR,24,C,Left,WSH,Standard (1-way),23,,2,RFA,2017,"$3,000,000","$3,000,000","$3,400,000","$3,400,000",$0,$0
Martin Jones,TOR,26,G,Left,SJS,Standard (1-way),25,,3,UFA,2018,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
Andrew Cogliano,COL,29,LW,Left,ANA,Standard (1-way),27,M-NTC,4,UFA,2018,"$3,000,000","$3,000,000","$3,100,000","$3,100,000",$0,$0
Mikael Granlund,SJS,24,"C, RW",Left,MIN,Standard (1-way),23,,2,RFA,2017,"$3,000,000","$3,000,000","$3,200,000","$3,200,000",$0,$0
Mathieu Perreault,-,28,"LW, RW, C",Left,WPG,Standard (1-way),26,,3,UFA,2017,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0
Stephane Robidas,-,39,RD,Right,TOR,35+ (1-way),37,M-NTC,3,UFA,2017,"$3,000,000","$3,000,000","$2,000,000","$1,000,000","$1,000,000",$0
Leo Komarov,-,29,"RW, LW, C",Left,TOR,Standard (1-way),27,,4,UFA,2018,"$2,950,000","$2,950,000","$2,950,000","$2,950,000",$0,$0
Deryk Engelland,-,34,RD,Right,CGY,Standard (1-way),32,,3,UFA,2017,"$2,916,667","$2,916,667","$2,750,000","$2,750,000",$0,$0
Carl Gunnarsson,-,29,LD,Left,STL,Standard (1-way),29,,3,UFA,2019,"$2,900,000","$2,900,000","$2,900,000","$2,900,000",$0,$0
Boone Jenner,CBJ,23,"C, LW",Left,CBJ,Standard (1-way),22,,2,RFA,2018,"$2,900,000","$2,900,000","$2,900,000","$2,900,000",$0,$0
Kevin Klein,-,31,RD,Right,NSH,Standard (1-way),27,,5,UFA,2018,"$2,900,000","$2,900,000","$2,750,000","$2,750,000",$0,$0
Ron Hainsey,-,35,RD,Left,CAR,Standard (1-way),33,M-NTC,3,UFA,2017,"$2,833,333","$2,833,333","$2,500,000","$2,500,000",$0,$0
Ryan Murray,-,22,LD,Left,CBJ,Standard (1-way),22,,2,RFA,2018,"$2,825,000","$2,825,000","$2,825,000","$2,825,000",$0,$0
Cody Ceci,EDM,22,RD,Right,OTT,Standard (1-way),22,,2,RFA,2018,"$2,800,000","$2,800,000","$2,250,000","$2,250,000",$0,$0
Alex Galchenyuk,-,22,"LW, C, RW",Left,MTL,Standard (1-way),21,,2,RFA,2017,"$2,800,000","$2,800,000","$3,100,000","$3,100,000",$0,$0
Karl Alzner,-,27,LD,Left,WSH,Standard (1-way),24,M-NTC,4,UFA,2017,"$2,800,000","$2,800,000","$2,800,000","$2,800,000",$0,$0
J.T. Miller,VAN,23,"C, LW, RW",Left,NYR,Standard (1-way),23,,2,RFA,2018,"$2,750,000","$2,750,000","$2,750,000","$2,500,000","$250,000",$0
Eddie Läck,-,28,G,Left,CAR,Standard (1-way),28,,2,UFA,2018,"$2,750,000","$2,750,000","$2,500,000","$2,500,000",$0,$0
Brendan Smith,NJD,27,"LD/RD, LW",Left,DET,Standard (1-way),26,,2,UFA,2017,"$2,750,000","$2,750,000","$3,250,000","$3,250,000",$0,$0
Adam McQuaid,-,29,RD,Right,BOS,Standard (1-way),28,,4,UFA,2019,"$2,750,000","$2,750,000","$3,000,000","$3,000,000",$0,$0
Tomas Tatar,SEA,25,"LW, RW",Left,DET,Standard (1-way),23,,3,RFA,2017,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0
Cal Clutterbuck,NYI,28,RW,Right,NYI,Standard (1-way),25,,4,UFA,2017,"$2,750,000","$2,750,000","$3,500,000","$3,500,000",$0,$0
Vladimír Sobotka,-,28,"LW, C",Left,STL,Standard (1-way),28,,1,UFA,2017,"$2,725,000","$2,725,000","$2,725,000","$2,725,000",$0,$0
Elias Lindholm,VAN,21,"C, RW",Right,CAR,Standard (1-way),20,,2,RFA,2018,"$2,700,000","$2,700,000","$2,500,000","$2,500,000",$0,$0
Ben Lovejoy,-,32,RD,Right,NJD,Standard (1-way),32,,3,UFA,2019,"$2,666,667","$2,666,667","$2,500,000","$2,500,000",$0,$0
Nino Niederreiter,WPG,23,"LW, RW",Left,MIN,Standard (1-way),22,,3,RFA,2017,"$2,666,667","$2,666,667","$3,500,000","$3,500,000",$0,$0
Derek Dorsett,-,29,RW,Right,VAN,Standard (1-way),28,,4,UFA,2019,"$2,650,000","$2,650,000","$2,500,000","$2,500,000",$0,$0
