PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage
Jonathan Bernier,-,19,G,Left,LAK,Entry-Level,18,,3,RFA,2011,"$793,333","$843,333","$850,000","$765,000","$85,000",$0,2009,0.019444436274509803
Matt Smaby,-,23,D,Left,TBL,Entry-Level,21,,3,RFA,2009,"$791,667","$791,667","$825,000","$600,000","$225,000",$0,2009,0.01940360294117647
Ty Wishart,-,20,D,Left,SJS,Entry-Level,19,,3,RFA,2011,"$788,333","$1,121,667","$750,000","$665,000","$85,000","$400,000",2009,0.01932188725490196
Alexandre Picard,-,22,LW,Left,CBJ,Standard (2-way),22,,1,RFA,2009,"$787,500","$787,500","$787,500","$787,500",$0,$0,2009,0.019301470588235295
Ryan Craig,-,26,C,Left,TBL,Standard (1-way),26,,2,UFA,2010,"$787,500","$787,500","$775,000","$775,000",$0,$0,2009,0.019301470588235295
Darcy Hordichuk,-,27,LW,Left,VAN,Standard (1-way),27,,3,UFA,2011,"$775,000","$775,000","$750,000","$750,000",$0,$0,2009,0.018995098039215685
Jaroslav Halák,-,23,G,Left,MTL,Standard (1-way),23,,2,RFA,2010,"$775,000","$775,000","$750,000","$750,000",$0,$0,2009,0.018995098039215685
Nick Holden,-,21,LD,Left,CBJ,Entry-Level,21,,3,RFA,2011,"$775,000","$941,667","$675,000","$587,500","$87,500","$300,000",2009,0.018995098039215685
Marcel Goc,-,24,C,Left,SJS,Standard (1-way),24,,1,RFA,2009,"$775,000","$775,000","$775,000","$775,000",$0,$0,2009,0.018995098039215685
Jim Slater,-,25,C,Left,ATL,Standard (1-way),24,,2,RFA,2009,"$775,000","$775,000","$800,000","$800,000",$0,$0,2009,0.018995098039215685
Shawn Matthias,-,20,"C, LW",Left,FLA,Entry-Level,19,,3,RFA,2011,"$773,333","$821,667","$770,000","$685,000","$85,000","$80,000",2009,0.018954240196078432
Martins Karsums,-,22,RW,Right,BOS,Entry-Level,20,,3,RFA,2009,"$766,667","$766,667","$825,000","$625,000","$200,000",$0,2009,0.018790857843137256
David Krejci,-,22,C,Right,BOS,Entry-Level,20,,3,RFA,2009,"$766,667","$883,333","$825,000","$625,000","$200,000","$75,000",2009,0.018790857843137256
Gregory Campbell,-,24,"C, LW",Left,FLA,Standard (1-way),24,,2,RFA,2010,"$762,500","$762,500","$762,500","$762,500",$0,$0,2009,0.018688725490196078
Shane Hnidy,-,32,RD,Right,ANA,Standard (1-way),31,,2,UFA,2009,"$757,500","$757,500","$760,000","$760,000",$0,$0,2009,0.018566176470588235
Eric Godard,-,28,RW,Right,PIT,Standard (1-way),28,,3,UFA,2011,"$750,000","$750,000","$725,000","$725,000",$0,$0,2009,0.01838235294117647
Stephane Yelle,-,34,C,Left,BOS,Standard (1-way),34,,1,UFA,2009,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009,0.01838235294117647
Mike York,-,30,C,Right,CBJ,Standard (2-way),30,,1,UFA,2009,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009,0.01838235294117647
Chris Chelios,-,46,D,Right,DET,35+ (1-way),46,,1,UFA,2009,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009,0.01838235294117647
Erik Christensen,-,24,C,Left,PIT,Standard (1-way),23,,2,UFA,2009,"$750,000","$750,000","$750,000","$750,000",$0,$0,2009,0.01838235294117647
Matt Hunwick,-,23,LD,Left,BOS,Entry-Level,22,,2,RFA,2009,"$750,000","$750,000","$775,000","$600,000","$175,000",$0,2009,0.01838235294117647
Jeff Schultz,-,22,LD,Left,WSH,Entry-Level,19,,3,RFA,2009,"$750,000","$750,000","$650,000","$650,000",$0,$0,2009,0.01838235294117647
Brian Boyle,-,23,"LW, C",Left,LAK,Entry-Level,22,,2,RFA,2009,"$750,000","$835,000","$750,000","$500,000","$250,000","$85,000",2009,0.01838235294117647
Toby Enström,-,23,LD,Left,ATL,Entry-Level,22,,2,RFA,2009,"$750,000","$900,000","$750,000","$600,000","$150,000","$100,000",2009,0.01838235294117647
Bruno Gervais,-,23,D,Right,NYI,Standard (1-way),23,,3,RFA,2011,"$740,833","$740,833","$740,833","$740,833",$0,$0,2009,0.01815767156862745
Justin Abdelkader,-,21,"LW, RW",Left,DET,Entry-Level,21,,3,RFA,2010,"$740,000","$850,000","$660,000","$660,000",$0,"$190,000",2009,0.018137254901960786
Brett MacLean,-,19,RW,Right,ARI,Entry-Level,20,,3,RFA,2011,"$737,500","$875,000","$687,500","$600,000","$87,500","$187,500",2009,0.018075980392156864
Eric Tangradi,-,19,LW,Left,ANA,Entry-Level,19,,3,RFA,2012,"$737,500","$875,000",$0,"-$87,500","$87,500",$0,2009,0.018075980392156864
Bryan Lerg,-,22,C,Left,EDM,Entry-Level,22,,2,UFA,2010,"$737,500","$875,000","$737,500","$737,500",$0,"$137,500",2009,0.018075980392156864
Nick Spaling,-,19,"C, LW",Left,NSH,Entry-Level,20,,3,RFA,2011,"$737,500","$891,667","$712,500","$625,000","$87,500","$212,500",2009,0.018075980392156864
Dan Bertram,-,21,RW,Right,CHI,Entry-Level,21,,3,RFA,2011,"$735,000","$735,000","$685,000","$685,000",$0,$0,2009,0.01801470588235294
Marc-Édouard Vlasic,SJS,21,LD/RD,Left,SJS,Entry-Level,19,,3,RFA,2009,"$735,000","$1,100,000","$735,000","$650,000","$85,000","$365,000",2009,0.01801470588235294
Eric Fehr,-,22,"C, RW",Right,WSH,Standard (2-way),22,,1,RFA,2009,"$735,000","$735,000","$735,000","$735,000",$0,$0,2009,0.01801470588235294
Taylor Chorney,-,21,RD,Left,EDM,Entry-Level,21,,3,RFA,2011,"$735,000","$941,667","$685,000","$600,000","$85,000","$265,000",2009,0.01801470588235294
Jeff Woywitka,-,24,LD,Left,STL,Standard (2-way),24,,1,RFA,2009,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009,0.017769607843137254
Jody Shelley,-,32,LW,Left,SJS,Standard (1-way),32,,2,UFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009,0.017769607843137254
Josh Harding,-,24,G,Right,MIN,Standard (1-way),23,,2,RFA,2009,"$725,000","$725,000","$750,000","$750,000",$0,$0,2009,0.017769607843137254
Mark Fistric,-,22,D,Left,DAL,Entry-Level,19,,3,RFA,2009,"$725,000","$783,333","$650,000","$650,000",$0,$0,2009,0.017769607843137254
Greg Zanon,-,28,D,Left,NSH,Standard (1-way),27,,2,UFA,2009,"$725,000","$725,000","$750,000","$750,000",$0,$0,2009,0.017769607843137254
Al Montoya,-,23,G,Left,ARI,Standard (2-way),23,,2,RFA,2010,"$725,000","$725,000","$700,000","$700,000",$0,$0,2009,0.017769607843137254
Boyd Gordon,-,24,C,Right,WSH,Standard (1-way),24,,1,RFA,2009,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009,0.017769607843137254
Tomas Fleischmann,-,24,LW,Left,WSH,Standard (1-way),23,,2,RFA,2010,"$725,000","$725,000","$725,000","$725,000",$0,$0,2009,0.017769607843137254
Jimmy Howard,-,24,G,Left,DET,Standard (2-way),24,,3,UFA,2011,"$716,667","$716,667","$600,000","$600,000",$0,$0,2009,0.017565367647058825
Bryan Bickell,-,22,LW,Left,CHI,Entry-Level,20,,3,RFA,2009,"$716,667","$716,667","$725,000","$600,000","$125,000",$0,2009,0.017565367647058825
Torrey Mitchell,-,23,"C, RW",Right,SJS,Entry-Level,22,,2,RFA,2009,"$715,000","$725,000","$715,000","$500,000","$215,000","$10,000",2009,0.01752450980392157
Adam Burish,-,25,RW,Right,CHI,Standard (1-way),25,,2,UFA,2010,"$712,500","$712,500","$712,500","$712,500",$0,$0,2009,0.017463235294117647
Dana Tyrell,-,19,C,Left,TBL,Entry-Level,19,,3,RFA,2012,"$712,500","$875,000",$0,"-$87,500","$87,500",$0,2009,0.017463235294117647
Rob Scuderi,-,29,LD,Left,PIT,Standard (1-way),28,,2,UFA,2009,"$712,500","$712,500","$725,000","$725,000",$0,$0,2009,0.017463235294117647
Ben Maxwell,-,20,C,Left,MTL,Entry-Level,20,,3,RFA,2011,"$710,000","$850,000","$685,000","$600,000","$85,000","$165,000",2009,0.017401960784313726
T.J. Hensick,-,22,RW,Right,COL,Entry-Level,21,,3,RFA,2010,"$706,667","$850,000","$685,000","$685,000",$0,"$165,000",2009,0.017320269607843136
Mike Blunden,-,21,RW,Right,CHI,Entry-Level,20,,3,RFA,2009,"$701,667","$1,583,333","$785,000","$700,000","$85,000","$865,000",2009,0.017197720588235293
Ville Koistinen,-,26,LD,Left,NSH,Standard (1-way),26,,1,UFA,2009,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009,0.01715686274509804
Sami Lepisto,-,23,D,Left,WSH,Entry-Level,22,,2,RFA,2009,"$700,000","$700,000","$675,000","$675,000",$0,$0,2009,0.01715686274509804
Brian Sutherby,-,26,C,Left,ANA,Standard (1-way),26,,1,RFA,2009,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009,0.01715686274509804
David Hale,-,27,D,Left,ARI,Standard (1-way),27,,2,UFA,2010,"$700,000","$700,000","$675,000","$675,000",$0,$0,2009,0.01715686274509804
Curtis Joseph,-,41,G,Left,TOR,35+ (1-way),41,,1,UFA,2009,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009,0.01715686274509804
Mike Weaver,-,30,D,Right,STL,Standard (2-way),30,,1,UFA,2009,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009,0.01715686274509804
Zack Stortini,-,22,RW,Right,EDM,Standard (1-way),23,,3,UFA,2011,"$700,000","$700,000","$700,000","$700,000",$0,$0,2009,0.01715686274509804
Peter Budaj,-,25,G,Left,COL,Standard (1-way),23,,3,RFA,2009,"$700,000","$700,000","$800,000","$800,000",$0,$0,2009,0.01715686274509804
Kevin Marshall,-,19,D,Left,PHI,Entry-Level,19,,3,RFA,2012,"$695,833","$875,000",$0,"-$87,500","$87,500",$0,2009,0.017054730392156863
Michael Ratchuk,-,20,D,Left,PHI,Entry-Level,20,,3,RFA,2011,"$693,333","$850,000","$660,000","$575,000","$85,000","$190,000",2009,0.016993455882352942
Mason Raymond,-,22,LW,Left,VAN,Entry-Level,21,,3,RFA,2010,"$693,333","$883,333","$685,000","$600,000","$85,000","$165,000",2009,0.016993455882352942
Blake Comeau,-,22,"RW, LW",Right,NYI,Entry-Level,20,,3,RFA,2009,"$691,667","$691,667","$735,000","$550,000","$185,000",$0,2009,0.016952622549019608
Raymond Sawada,-,Deceased (38),RW,Right,DAL,Entry-Level,23,,2,RFA,2010,"$687,500","$687,500","$675,000","$675,000",$0,$0,2009,0.01685049019607843
Mike Lundin,-,23,LD,Left,TBL,Entry-Level,22,,2,RFA,2009,"$687,500","$687,500","$737,500","$650,000","$87,500",$0,2009,0.01685049019607843
Drayson Bowman,-,19,LW,Left,CAR,Entry-Level,19,,3,RFA,2012,"$687,500","$875,000",$0,"-$87,500","$87,500",$0,2009,0.01685049019607843
Eric Nystrom,-,25,"LW, RW",Left,CGY,Standard (1-way),25,,2,UFA,2010,"$687,500","$687,500","$687,500","$687,500",$0,$0,2009,0.01685049019607843
Jay Beagle,-,22,C,Right,WSH,Entry-Level,22,,2,RFA,2010,"$687,500","$875,000","$687,500","$687,500",$0,"$187,500",2009,0.01685049019607843
Maxim Lapierre,-,23,C,Right,MTL,Standard (1-way),23,,2,RFA,2010,"$687,500","$687,500","$575,000","$575,000",$0,$0,2009,0.01685049019607843
Dustin Kohn,-,21,D,Left,NYI,Entry-Level,20,,3,RFA,2010,"$686,667","$686,667","$685,000","$685,000",$0,$0,2009,0.016830073529411765
Mark Letestu,-,23,"C, RW",Right,PIT,Entry-Level,22,,2,RFA,2009,"$685,000","$850,000","$735,000","$650,000","$85,000","$115,000",2009,0.01678921568627451
Trevor Smith,-,23,C,Left,NYI,Entry-Level,22,,2,RFA,2009,"$685,000","$912,500","$685,000","$600,000","$85,000","$240,000",2009,0.01678921568627451
Stefan Legein,-,19,C,Right,CBJ,Entry-Level,18,,3,RFA,2012,"$683,333","$845,833",$0,"-$87,500","$87,500",$0,2009,0.016748357843137256
Kamil Kreps,-,23,C,Right,FLA,Standard (1-way),23,,2,RFA,2010,"$682,500","$682,500","$682,500","$682,500",$0,$0,2009,0.016727941176470588
Jamie McGinn,-,19,"LW, RW",Left,SJS,Entry-Level,19,,3,RFA,2011,"$681,667","$996,667","$685,000","$600,000","$85,000","$340,000",2009,0.016707524509803923
Carl Söderberg,-,22,"C, LW",Left,STL,Entry-Level,20,,3,RFA,2009,"$680,000","$680,000","$680,000","$680,000",$0,$0,2009,0.016666666666666666
Nick Foligno,CHI,20,"LW, C, RW",Left,OTT,Entry-Level,20,,3,RFA,2010,"$676,667","$850,000","$660,000","$660,000",$0,"$190,000",2009,0.01658497549019608
Jason Ward,-,29,RW,Right,TBL,Standard (1-way),28,,2,UFA,2009,"$675,000","$675,000","$700,000","$700,000",$0,$0,2009,0.016544117647058824
Andy Hilbert,-,27,C,Left,NYI,Standard (1-way),26,,2,UFA,2009,"$675,000","$675,000","$700,000","$700,000",$0,$0,2009,0.016544117647058824
Ole-Kristian Tollefsen,-,24,D,Left,CBJ,Standard (1-way),23,,2,UFA,2009,"$675,000","$675,000","$750,000","$750,000",$0,$0,2009,0.016544117647058824
Matt Niskanen,-,21,RD,Right,DAL,Entry-Level,20,,3,RFA,2010,"$675,000","$850,000","$635,000","$635,000",$0,"$215,000",2009,0.016544117647058824
Troy Brouwer,-,22,"LW, RW",Right,CHI,Entry-Level,21,,3,RFA,2009,"$675,000","$675,000","$700,000","$600,000","$100,000",$0,2009,0.016544117647058824
Mathieu Perreault,-,20,"LW, RW, C",Left,WSH,Entry-Level,20,,3,RFA,2011,"$675,000","$725,000","$675,000","$600,000","$75,000","$75,000",2009,0.016544117647058824
Maxime Talbot,-,24,"C, LW",Left,PIT,Standard (1-way),24,,2,RFA,2009,"$675,000","$675,000","$700,000","$700,000",$0,$0,2009,0.016544117647058824
Chad Denny,-,21,D,Left,ATL,Entry-Level,20,,3,RFA,2010,"$668,333","$668,333","$660,000","$660,000",$0,$0,2009,0.016380710784313725
Andrei Loktionov,-,18,C,Left,LAK,Entry-Level,18,,3,RFA,2013,"$662,500","$875,000",$0,"-$87,500","$87,500",$0,2009,0.016237745098039217
Tyler Plante,-,21,G,Left,FLA,Entry-Level,20,,3,RFA,2010,"$660,000","$660,000","$660,000","$660,000",$0,$0,2009,0.016176470588235296
Michal Repik,-,19,RW,Right,FLA,Entry-Level,18,,3,RFA,2012,"$658,333","$845,833",$0,"-$87,500","$87,500",$0,2009,0.01613561274509804
Karri Ramo,-,22,G,Left,TBL,Entry-Level,20,,3,RFA,2009,"$658,333","$658,333","$725,000","$575,000","$150,000",$0,2009,0.01613561274509804
Jamie Benn,DAL,18,"LW, C",Left,DAL,Entry-Level,19,,3,RFA,2012,"$658,333","$850,000",$0,"-$85,000","$85,000",$0,2009,0.01613561274509804
Oscar Moller,-,19,LW,Right,LAK,Entry-Level,19,,3,RFA,2011,"$654,167","$875,000","$654,167","$566,667","$87,500","$237,500",2009,0.016033504901960784
Jeremy Smith,-,19,G,Left,NSH,Entry-Level,19,,3,RFA,2012,"$654,167","$875,000",$0,"-$87,500","$87,500",$0,2009,0.016033504901960784
Noah Welch,-,25,LD,Left,FLA,Standard (1-way),25,,2,RFA,2009,"$650,000","$650,000","$750,000","$750,000",$0,$0,2009,0.015931372549019607
Wade Belak,-,Deceased (35),RW,Right,FLA,Standard (1-way),31,,2,UFA,2010,"$650,000","$650,000","$650,000","$650,000",$0,$0,2009,0.015931372549019607
Alexei Semenov,-,27,LD,Left,SJS,Standard (1-way),27,,1,UFA,2009,"$650,000","$650,000","$650,000","$650,000",$0,$0,2009,0.015931372549019607
Jim O'Brien,-,19,C,Right,OTT,Entry-Level,18,,3,RFA,2012,"$650,000","$845,833",$0,"-$87,500","$87,500",$0,2009,0.015931372549019607
Brett Lebda,-,26,LW,Left,DET,Standard (1-way),24,,4,UFA,2010,"$650,000","$650,000","$650,000","$650,000",$0,$0,2009,0.015931372549019607
Byron Bitz,-,23,RW,Right,BOS,Entry-Level,23,,2,RFA,2009,"$650,000","$740,000","$675,000","$550,000","$125,000","$100,000",2009,0.015931372549019607
Kevin Klein,-,23,RD,Right,NSH,Standard (1-way),23,,2,RFA,2010,"$650,000","$650,000","$500,000","$500,000",$0,$0,2009,0.015931372549019607
Andrej Sekera,-,22,LD/RD,Left,BUF,Entry-Level,20,,3,RFA,2009,"$650,000","$675,000","$659,000","$475,000","$184,000","$75,000",2009,0.015931372549019607
James Neal,-,20,"RW, LW",Left,DAL,Entry-Level,19,,3,RFA,2010,"$646,667","$821,667","$635,000","$635,000",$0,"$215,000",2009,0.01584968137254902
Tomas Kana,-,20,C,Right,STL,Entry-Level,20,,3,RFA,2010,"$643,333","$643,333","$635,000","$635,000",$0,$0,2009,0.01576796568627451
T.J. Fast,-,20,D,Left,LAK,Entry-Level,0,,3,RFA,2011,"$643,333","$643,333","$610,000","$550,000","$60,000",$0,2009,0.01576796568627451
Paul Stastny,-,22,"C, LW",Left,COL,Entry-Level,20,,3,RFA,2009,"$643,333","$850,000","$710,000","$625,000","$85,000","$140,000",2009,0.01576796568627451
Niklas Hjalmarsson,-,21,LD/RD,Left,CHI,Entry-Level,20,,3,RFA,2010,"$643,333","$643,333","$644,000","$644,000",$0,$0,2009,0.01576796568627451
Josh Godfrey,-,20,D,Right,WSH,Entry-Level,19,,3,RFA,2011,"$641,667","$845,833","$637,500","$550,000","$87,500","$237,500",2009,0.015727132352941178
Riley Holzapfel,-,19,C,Left,ATL,Entry-Level,19,,3,RFA,2010,"$640,000","$821,667","$660,000","$575,000","$85,000","$190,000",2009,0.01568627450980392
Tomas Kundratek,-,18,C,Right,NYR,Entry-Level,18,,3,RFA,2013,"$637,500","$875,000",$0,"-$87,500","$87,500",$0,2009,0.015625
Alec Martinez,VGK,20,LD,Left,LAK,Entry-Level,21,,3,RFA,2011,"$637,500","$875,000","$612,500","$525,000","$87,500","$262,500",2009,0.015625
Ben Lovejoy,-,24,RD,Right,PIT,Entry-Level,24,,1,RFA,2009,"$637,500","$875,000","$637,500","$550,000","$87,500","$237,500",2009,0.015625
Dennis Persson,-,20,D,Left,BUF,Entry-Level,20,,3,RFA,2011,"$635,000","$850,000","$585,000","$500,000","$85,000","$265,000",2009,0.015563725490196079
Mathieu Carle,-,20,D,Right,MTL,Entry-Level,20,,3,RFA,2010,"$635,000","$635,000","$635,000","$635,000",$0,$0,2009,0.015563725490196079
Philip Gogulla,-,20,LW,Left,BUF,Entry-Level,20,,3,RFA,2010,"$635,000","$635,000","$635,000","$635,000",$0,$0,2009,0.015563725490196079
Tim Kennedy,-,22,LW,Left,BUF,Entry-Level,22,,2,RFA,2010,"$635,000","$850,000","$635,000","$635,000",$0,"$215,000",2009,0.015563725490196079
Jhonas Enroth,-,20,G,Left,BUF,Entry-Level,20,,3,RFA,2011,"$635,000","$866,667","$585,000","$500,000","$85,000","$265,000",2009,0.015563725490196079
Chris Campoli,-,23,LD,Left,NYI,Standard (1-way),23,,3,RFA,2010,"$633,333","$633,333","$633,333","$633,333",$0,$0,2009,0.015522867647058824
Brandon Dubinsky,-,22,"C, LW",Left,NYR,Entry-Level,20,,3,RFA,2009,"$633,333","$633,333","$635,000","$475,000","$160,000",$0,2009,0.015522867647058824
Jeff DesLauriers,-,24,G,Right,EDM,Standard (1-way),24,,2,RFA,2010,"$625,000","$625,000","$625,000","$625,000",$0,$0,2009,0.015318627450980392
Dustin Boyd,-,21,C,Left,CGY,Entry-Level,20,,3,RFA,2009,"$625,000","$625,000","$675,000","$500,000","$175,000",$0,2009,0.015318627450980392
Kent Huskins,-,29,D,Left,ANA,Standard (1-way),28,,2,UFA,2009,"$625,000","$625,000","$650,000","$650,000",$0,$0,2009,0.015318627450980392
Andrew Murray,-,26,C,Left,CBJ,Standard (1-way),26,,3,UFA,2011,"$625,000","$625,000","$600,000","$600,000",$0,$0,2009,0.015318627450980392
Ryan Carter,-,24,"C, LW",Left,ANA,Standard (1-way),24,,3,UFA,2011,"$625,000","$625,000","$525,000","$525,000",$0,$0,2009,0.015318627450980392
Chris Bourque,-,22,LW,Left,WSH,Entry-Level,19,,3,RFA,2009,"$625,000","$625,000","$525,000","$525,000",$0,$0,2009,0.015318627450980392
Cory Emmerton,-,20,C,Left,DET,Entry-Level,19,,3,RFA,2011,"$623,333","$821,667","$710,000","$625,000","$85,000","$140,000",2009,0.015277769607843137
Kris Letang,PIT,21,RD,Right,PIT,Entry-Level,19,,3,RFA,2010,"$623,333","$835,000","$685,000","$600,000","$85,000","$165,000",2009,0.015277769607843137
Dustin Tokarski,BUF,18,G,Left,TBL,Entry-Level,18,,3,RFA,2013,"$621,667","$720,000",$0,"-$70,000","$70,000",$0,2009,0.015236936274509803
Alexander Vasyunov,-,Deceased (23),LW,Right,NJD,Entry-Level,20,,3,RFA,2011,"$618,333","$618,333","$585,000","$500,000","$85,000",$0,2009,0.015155220588235294
Dick Axelsson,-,21,LW,Left,DET,Entry-Level,21,,3,RFA,2011,"$618,333","$850,000","$560,000","$475,000","$85,000","$290,000",2009,0.015155220588235294
Tom Pyatt,-,21,C,Left,NYR,Entry-Level,20,,3,RFA,2010,"$618,333","$850,000","$585,000","$585,000",$0,"$265,000",2009,0.015155220588235294
Jesse Joensuu,-,20,LW,Left,NYI,Entry-Level,20,,3,RFA,2011,"$618,333","$850,000","$585,000","$500,000","$85,000","$265,000",2009,0.015155220588235294
Milan Lucic,BOS,20,"LW, RW",Left,BOS,Entry-Level,19,,3,RFA,2010,"$618,333","$883,333","$585,000","$585,000",$0,"$265,000",2009,0.015155220588235294
Marc-Andre Cliche,-,21,C,Right,LAK,Entry-Level,20,,3,RFA,2010,"$618,333","$850,000","$585,000","$585,000",$0,"$265,000",2009,0.015155220588235294
Braden Holtby,-,18,G,Left,WSH,Entry-Level,18,,3,RFA,2013,"$618,333","$683,333",$0,"-$65,000","$65,000",$0,2009,0.015155220588235294
Justin Pogge,-,22,G,Left,TOR,Entry-Level,19,,3,RFA,2009,"$616,667","$683,333","$550,000","$550,000",$0,"$40,000",2009,0.01511438725490196
Brendan Mikkelson,-,21,D,Left,ANA,Entry-Level,19,,3,RFA,2010,"$615,000","$615,000","$635,000","$635,000",$0,$0,2009,0.015073529411764706
Anton Strålman,-,21,RD,Right,TOR,Entry-Level,21,,3,RFA,2010,"$615,000","$731,667","$615,000","$615,000",$0,"$100,000",2009,0.015073529411764706
Yannick Weber,-,19,RD,Right,MTL,Entry-Level,20,,3,RFA,2011,"$612,500","$875,000","$587,500","$500,000","$87,500","$287,500",2009,0.015012254901960785
Ryan White,-,20,C,Right,MTL,Entry-Level,20,,3,RFA,2011,"$610,000","$850,000","$585,000","$500,000","$85,000","$265,000",2009,0.014950980392156863
Keith Yandle,-,21,LD,Left,ARI,Entry-Level,20,,3,RFA,2009,"$610,000","$850,000","$635,000","$550,000","$85,000","$215,000",2009,0.014950980392156863
Dane Byers,-,22,LW,Left,NYR,Entry-Level,20,,3,RFA,2009,"$608,333","$608,333","$600,000","$500,000","$100,000",$0,2009,0.014910122549019607
Peter Regin,-,22,C,Left,OTT,Entry-Level,22,,2,RFA,2010,"$607,500","$607,500","$595,000","$595,000",$0,$0,2009,0.01488970588235294
Andrew Gordon,-,22,RW,Right,WSH,Entry-Level,21,,3,RFA,2010,"$606,667","$606,667","$585,000","$585,000",$0,$0,2009,0.014869289215686275
Jeremy Colliton,-,23,C,Right,NYI,Standard (2-way),23,,1,RFA,2009,"$605,000","$605,000","$605,000","$605,000",$0,$0,2009,0.014828431372549019
Brian McGrattan,-,26,RW,Right,ARI,Standard (1-way),26,,1,UFA,2009,"$605,000","$605,000","$605,000","$605,000",$0,$0,2009,0.014828431372549019
Geoff Paukovich,-,22,LW,Left,EDM,Entry-Level,21,,3,RFA,2010,"$603,333","$603,333","$595,000","$595,000",$0,$0,2009,0.014787573529411764
Jeff Zatkoff,-,21,G,Left,LAK,Entry-Level,21,,3,RFA,2011,"$601,667","$850,000","$585,000","$500,000","$85,000","$265,000",2009,0.01474674019607843
Marc Denis,-,30,G,Left,MTL,Standard (2-way),30,,1,UFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Craig Weller,-,27,RW,Right,MIN,Standard (1-way),27,,2,UFA,2010,"$600,000","$600,000","$575,000","$575,000",$0,$0,2009,0.014705882352941176
Lukas Kaspar,-,22,LW,Right,SJS,Standard (2-way),22,,1,RFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Jamie Lundmark,-,27,"C, RW",Right,CGY,Standard (2-way),27,,1,UFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Brad Winchester,-,27,LW,Left,STL,Standard (2-way),27,,1,UFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Ben Eager,-,24,LW,Left,PHI,Standard (1-way),23,,2,RFA,2009,"$600,000","$600,000","$650,000","$650,000",$0,$0,2009,0.014705882352941176
Adam Hall,-,27,RW,Right,TBL,Standard (1-way),27,,3,UFA,2011,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Andy Greene,-,25,LD/RD,Left,NJD,Standard (1-way),24,,2,UFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Eric Boulton,-,31,LW,Left,ATL,Standard (1-way),31,,2,UFA,2010,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Michael Leighton,-,27,G,Left,CAR,Standard (1-way),27,,2,UFA,2010,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Johnny Oduya,-,26,LD,Left,NJD,Standard (1-way),25,,2,UFA,2009,"$600,000","$600,000","$600,000","$600,000",$0,$0,2009,0.014705882352941176
Mike Weber,-,20,LD,Left,BUF,Entry-Level,20,,3,RFA,2010,"$558,333","$750,267","$551,200","$551,200",$0,"$210,800",2009,0.013684632352941177
Zack Smith,-,20,"LW, C",Left,OTT,Entry-Level,20,,3,RFA,2011,"$558,333","$583,333","$558,333","$500,000","$58,333","$50,000",2009,0.013684632352941177
Wayne Simmonds,-,19,"RW, LW",Right,LAK,Entry-Level,19,,3,RFA,2011,"$556,667","$821,667","$560,000","$475,000","$85,000","$290,000",2009,0.013643799019607843
Andrew Campbell,-,20,LD,Left,LAK,Entry-Level,20,,3,RFA,2011,"$555,000","$580,000","$530,000","$475,000","$55,000","$50,000",2009,0.013602941176470588
Jared Boll,-,22,RW,Right,CBJ,Entry-Level,21,,3,RFA,2010,"$555,000","$743,333","$570,000","$570,000",$0,"$225,000",2009,0.013602941176470588
Rich Clune,-,21,LW,Left,DAL,Entry-Level,24,,3,RFA,2010,"$554,167","$633,333","$537,500","$450,000","$87,500","$87,500",2009,0.013582524509803922
Cody McLeod,-,24,"LW, RW",Left,COL,Standard (2-way),24,,1,RFA,2009,"$552,500","$552,500","$552,500","$552,500",$0,$0,2009,0.013541666666666667
Cody Franson,-,20,RD,Right,NSH,Entry-Level,19,,3,RFA,2010,"$552,222","$693,889","$578,333","$578,333",$0,"$180,000",2009,0.01353485294117647
Lawrence Nycholat,-,29,LD,Left,OTT,Standard (1-way),28,,2,UFA,2009,"$550,000","$550,000","$600,000","$600,000",$0,$0,2009,0.013480392156862746
Josh Gratton,-,25,LW,Left,NSH,Standard (2-way),25,,1,UFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
