PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage
Yann Danis,-,27,G,Left,NYI,Standard (2-way),27,,1,UFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
George Parros,-,28,RW,Right,ANA,Standard (1-way),27,,2,UFA,2009,"$550,000","$550,000","$575,000","$575,000",$0,$0,2009,0.013480392156862746
Douglas Murray,-,28,D,Left,SJS,Standard (1-way),26,,3,RFA,2009,"$550,000","$550,000","$600,000","$600,000",$0,$0,2009,0.013480392156862746
Jesse Winchester,-,24,"C, RW, LW",Right,OTT,Standard (1-way),24,,2,RFA,2010,"$550,000","$550,000","$525,000","$525,000",$0,$0,2009,0.013480392156862746
Cam Janssen,-,24,RW,Right,NJD,Standard (1-way),23,,3,RFA,2010,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
Nate Guenin,-,25,RD,Right,PHI,Standard (2-way),25,,1,UFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
Alexander Edler,-,22,LD,Left,VAN,Entry-Level,20,,3,RFA,2009,"$550,000","$550,000","$550,000","$500,000","$50,000",$0,2009,0.013480392156862746
Derek MacKenzie,-,27,"C, LW",Left,CBJ,Standard (2-way),27,,2,UFA,2010,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
Joey Crabb,-,25,RW,Right,ATL,Standard (2-way),25,,1,UFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
Kris Russell,-,21,LD/RD,Left,CBJ,Entry-Level,20,,3,RFA,2010,"$550,000","$750,000","$575,000","$575,000",$0,"$225,000",2009,0.013480392156862746
David Jones,-,23,RW,Right,COL,Entry-Level,27,,2,RFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
Roman Polák,-,22,RD,Right,STL,Entry-Level,20,,3,RFA,2009,"$550,000","$603,333","$475,000","$475,000",$0,$0,2009,0.013480392156862746
B.J. Crombeen,-,22,RW,Right,DAL,Standard (2-way),22,,1,RFA,2009,"$550,000","$550,000","$550,000","$550,000",$0,$0,2009,0.013480392156862746
David Moss,-,26,RW,Right,CGY,Standard (1-way),25,,2,RFA,2009,"$550,000","$550,000","$575,000","$575,000",$0,$0,2009,0.013480392156862746
Craig Anderson,-,27,G,Left,FLA,Standard (1-way),26,,2,UFA,2009,"$550,000","$550,000","$575,000","$575,000",$0,$0,2009,0.013480392156862746
Pekka Rinne,-,25,G,Left,NSH,Standard (1-way),24,,2,UFA,2009,"$547,500","$547,500","$575,000","$575,000",$0,$0,2009,0.013419117647058823
James Reimer,DET,20,G,Left,TOR,Entry-Level,20,,3,RFA,2011,"$546,667","$596,667","$530,000","$475,000","$55,000","$25,000",2009,0.013398700980392158
Aaron Rome,-,24,D,Left,CBJ,Standard (1-way),24,,1,UFA,2009,"$544,500","$544,500","$544,500","$544,500",$0,$0,2009,0.013345588235294118
Frazer McLaren,-,20,LW,Left,SJS,Entry-Level,20,,3,RFA,2011,"$543,333","$543,333","$515,000","$475,000","$40,000",$0,2009,0.013316985294117647
Jason Demers,-,20,RD,Right,SJS,Entry-Level,20,,3,RFA,2011,"$543,333","$543,333","$515,000","$515,000",$0,$0,2009,0.013316985294117647
Corey Potter,-,24,RD,Right,NYR,Entry-Level,23,,2,RFA,2009,"$542,500","$542,500","$535,000","$500,000","$35,000",$0,2009,0.01329656862745098
Jeff Frazee,-,21,G,Left,NJD,Entry-Level,0,,3,RFA,2011,"$541,667","$541,667","$525,000","$475,000","$50,000",$0,2009,0.013276151960784313
Patrick McNeill,-,21,D,Left,WSH,Entry-Level,20,,3,RFA,2010,"$541,667","$541,667","$550,000","$550,000",$0,$0,2009,0.013276151960784313
Adam McQuaid,-,21,RD,Right,BOS,Entry-Level,20,,3,RFA,2010,"$541,667","$623,333","$550,000","$550,000",$0,"$75,000",2009,0.013276151960784313
Tyler Kennedy,-,21,C,Right,PIT,Entry-Level,20,,3,RFA,2009,"$541,667","$541,667","$550,000","$500,000","$50,000",$0,2009,0.013276151960784313
Brian Lashoff,-,17,LD,Left,DET,Entry-Level,18,,3,RFA,2013,"$538,333","$538,333",$0,"-$20,000","$20,000",$0,2009,0.013194436274509804
Kaspars Daugavins,-,20,"C, LW",Left,OTT,Entry-Level,19,,3,RFA,2011,"$537,500","$537,500","$530,000","$475,000","$55,000",$0,2009,0.013174019607843137
John Erskine,-,28,D,Left,WSH,Standard (1-way),27,,2,UFA,2009,"$537,500","$537,500","$550,000","$550,000",$0,$0,2009,0.013174019607843137
Colton Orr,-,26,RW,Right,NYR,Standard (1-way),25,,2,UFA,2009,"$537,500","$537,500","$550,000","$550,000",$0,$0,2009,0.013174019607843137
Brett Bellemore,-,20,D,Right,CAR,Entry-Level,20,,3,RFA,2011,"$533,333","$533,333","$515,000","$475,000","$40,000",$0,2009,0.013071887254901961
Brett Sutter,-,21,"LW, C",Left,CGY,Entry-Level,20,,3,RFA,2010,"$528,333","$536,667","$510,000","$510,000",$0,"$25,000",2009,0.012949338235294117
Patrick Maroon,BOS,20,"LW, RW",Left,ANA,Entry-Level,19,,3,RFA,2011,"$528,333","$528,333","$530,000","$477,500","$52,500",$0,2009,0.012949338235294117
Alexandre Bolduc,-,23,C,Left,VAN,Standard (2-way),23,,2,RFA,2010,"$527,500","$527,500","$515,000","$475,000","$40,000",$0,2009,0.01292892156862745
Martin Jones,TOR,18,G,Left,LAK,Entry-Level,18,,3,RFA,2013,"$526,667","$526,667",$0,"-$20,000","$20,000",$0,2009,0.012908504901960785
Andrew Peters,-,28,LW,Left,BUF,Standard (1-way),27,,2,UFA,2009,"$525,000","$525,000","$550,000","$550,000",$0,$0,2009,0.012867647058823529
Jean-Francois Jacques,-,23,LW,Left,EDM,Standard (2-way),23,,2,RFA,2010,"$525,000","$525,000","$500,000","$500,000",$0,$0,2009,0.012867647058823529
Tim Brent,-,24,C,Right,CHI,Standard (2-way),24,,1,UFA,2009,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Ryan Wilson,-,21,LD,Left,CGY,Entry-Level,21,,3,RFA,2011,"$525,000","$551,667","$515,000","$475,000","$40,000",$0,2009,0.012867647058823529
Joel Rechlicz,-,21,RW,Right,NYI,Entry-Level,21,,3,RFA,2011,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Davis Drewiske,-,23,LD,Left,LAK,Entry-Level,23,,2,RFA,2010,"$525,000","$525,000","$512,500","$512,500",$0,$0,2009,0.012867647058823529
Kyle Quincey,-,22,RD,Left,DET,Standard (1-way),23,,2,RFA,2010,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Drew Miller,-,24,"LW, RW",Left,ANA,Standard (2-way),24,,2,RFA,2010,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Frans Nielsen,-,24,"C, LW",Left,NYI,Standard (1-way),24,,4,UFA,2012,"$525,000","$525,000","$500,000","$500,000",$0,$0,2009,0.012867647058823529
Ryan Reaves,TOR,21,RW,Right,STL,Entry-Level,20,,3,RFA,2010,"$525,000","$583,333","$510,000","$510,000",$0,"$75,000",2009,0.012867647058823529
Nick Tarnasky,-,23,LW,Left,TBL,Standard (1-way),22,,3,UFA,2010,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Aaron Johnson,-,25,D,Left,CHI,Standard (2-way),25,,1,RFA,2009,"$525,000","$525,000","$525,000","$525,000",$0,$0,2009,0.012867647058823529
Daniel Winnik,-,23,C,Left,ARI,Entry-Level,21,,3,RFA,2009,"$523,333","$531,667","$510,000","$475,000","$35,000",$0,2009,0.012826789215686274
Jeff Glass,-,22,G,Left,OTT,Standard (2-way),22,,1,UFANo QO,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Cody McCormick,-,25,"C, RW, LW",Right,COL,Standard (2-way),25,,1,RFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Matt Moulson,-,24,LW,Left,LAK,Standard (2-way),24,,1,UFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
John Scott,-,25,"LW, D",Left,MIN,Standard (2-way),25,,1,RFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Mike Brown,-,23,RW,Right,VAN,Standard (2-way),23,,1,RFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Marc Methot,-,23,LD,Left,CBJ,Standard (2-way),21,,1,RFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Clarke MacArthur,-,23,LW,Left,BUF,Standard (2-way),23,,1,RFA,2009,"$522,500","$522,500","$522,500","$522,500",$0,$0,2009,0.012806372549019607
Scott Jackson,-,21,D,Left,TBL,Entry-Level,21,,3,RFA,2011,"$521,667","$521,667","$505,000","$475,000","$30,000",$0,2009,0.01278595588235294
Darroll Powe,-,23,C,Left,PHI,Entry-Level,23,,2,RFA,2010,"$520,000","$520,000","$507,500","$507,500",$0,$0,2009,0.012745098039215686
Tanner Glass,-,24,LW,Left,FLA,Entry-Level,23,,2,RFA,2009,"$520,000","$570,000","$530,000","$500,000","$30,000","$50,000",2009,0.012745098039215686
Derek Joslin,-,21,LD,Left,SJS,Entry-Level,19,,3,RFA,2010,"$516,667","$516,667","$525,000","$525,000",$0,$0,2009,0.012663406862745098
Tom Fritsche,-,21,LW,Left,COL,Entry-Level,21,,3,RFA,2011,"$516,667","$516,667","$500,000","$475,000","$25,000",$0,2009,0.012663406862745098
David Schlemko,-,21,LD,Left,ARI,Entry-Level,20,,3,RFA,2010,"$516,667","$516,667","$525,000","$525,000",$0,$0,2009,0.012663406862745098
Oskars Bartulis,-,21,D,Left,PHI,Entry-Level,20,,3,RFA,2010,"$516,666","$516,666","$525,000","$525,000",$0,$0,2009,0.012663382352941177
Shawn Thornton,-,30,"LW, RW",Right,BOS,Standard (1-way),29,,3,UFA,2010,"$516,666","$516,666","$516,666","$516,666",$0,$0,2009,0.012663382352941177
Nick Drazenovic,-,21,C,Left,STL,Entry-Level,20,,3,RFA,2010,"$513,333","$571,667","$505,000","$505,000",$0,"$75,000",2009,0.012581691176470589
Ryan Hollweg,-,25,LW,Left,NYR,Standard (1-way),23,,2,RFA,2009,"$512,500","$512,500","$525,000","$525,000",$0,$0,2009,0.012561274509803922
Dany Sabourin,-,27,G,Left,PIT,Standard (1-way),26,,2,UFA,2009,"$512,500","$512,500","$525,000","$525,000",$0,$0,2009,0.012561274509803922
David Steckel,-,26,C,Left,WSH,Standard (1-way),25,,2,UFA,2009,"$512,500","$512,500","$500,000","$500,000",$0,$0,2009,0.012561274509803922
David Desharnais,-,21,C,Left,MTL,Entry-Level,22,,2,RFA,2010,"$512,500","$512,500","$500,000","$500,000",$0,$0,2009,0.012561274509803922
Niclas Bergfors,-,21,RW,Right,NJD,Entry-Level,18,,3,RFA,2010,"$511,667","$818,333","$475,000","$475,000",$0,"$315,000",2009,0.012540857843137255
Cody Bass,-,21,C,Right,OTT,Entry-Level,19,,3,RFA,2010,"$511,667","$511,667","$510,000","$510,000",$0,$0,2009,0.012540857843137255
Danny Taylor,-,22,G,Left,LAK,Entry-Level,20,,3,RFA,2009,"$508,333","$508,333","$517,500","$475,000","$42,500",$0,2009,0.012459142156862744
Brett Carson,-,22,D,Right,CAR,Entry-Level,20,,3,RFA,2009,"$508,333","$508,333","$525,000","$475,000","$50,000",$0,2009,0.012459142156862744
Victor Oreskovich,-,21,RW,Right,COL,Entry-Level,21,,3,RFA,2010,"$508,333","$508,333","$500,000","$475,000","$25,000",$0,2009,0.012459142156862744
Jannik Hansen,-,22,RW,Right,VAN,Entry-Level,20,,3,RFA,2009,"$508,333","$508,333","$500,000","$500,000",$0,$0,2009,0.012459142156862744
Dustin Jeffrey,-,20,C,Left,PIT,Entry-Level,19,,3,RFA,2011,"$508,333","$508,333","$500,000","$475,000","$25,000",$0,2009,0.012459142156862744
Jaime Sifers,-,25,D,Right,TOR,Standard (2-way),25,,1,RFA,2009,"$505,000","$505,000","$505,000","$505,000",$0,$0,2009,0.012377450980392156
Blair Jones,-,21,C,Right,TBL,Entry-Level,20,,3,RFA,2009,"$501,667","$501,667","$510,000","$475,000","$35,000",$0,2009,0.012295759803921568
Mark Parrish,-,31,RW,Right,DAL,Standard (2-way),31,,1,UFA,2009,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Yan Stastny,-,25,C,Left,STL,Standard (2-way),25,,2,UFA,2010,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Doug Janik,-,28,D,Left,CHI,Standard (2-way),28,,1,UFA,2009,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Josh Hennessy,-,23,C,Left,OTT,Standard (2-way),23,,2,RFA,2010,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Brendan Bell,-,25,D,Left,OTT,Standard (2-way),25,,1,RFA,2009,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Mike Rupp,-,28,C,Left,NJD,Standard (1-way),27,,2,UFA,2009,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Jerred Smithson,-,29,C,Right,NSH,Standard (1-way),28,,2,UFA,2009,"$500,000","$500,000","$525,000","$525,000",$0,$0,2009,0.012254901960784314
Matt D'Agostini,-,21,RW,Right,MTL,Entry-Level,20,,3,RFA,2009,"$500,000","$500,000","$508,000","$475,000","$33,000",$0,2009,0.012254901960784314
Matt Kassian,-,21,C,Left,MIN,Entry-Level,20,,3,RFA,2010,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Paul Bissonnette,-,23,LW,Left,PIT,Standard (2-way),23,,2,UFA,2010,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
John Curry,-,24,G,Left,PIT,Entry-Level,23,,2,RFA,2009,"$500,000","$500,000","$500,000","$475,000","$25,000",$0,2009,0.012254901960784314
Matt Carkner,-,27,D,Right,OTT,Standard (2-way),27,,2,UFA,2010,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
Cal O'Reilly,-,21,C,Left,NSH,Entry-Level,20,,3,RFA,2009,"$500,000","$533,333","$505,000","$470,000","$35,000","$100,000",2009,0.012254901960784314
Scott Clemmensen,-,30,G,Left,NJD,Standard (2-way),30,,1,UFA,2009,"$500,000","$500,000","$500,000","$500,000",$0,$0,2009,0.012254901960784314
