PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage,Y_Salary_Cap
Steve Ott,-,26,"C, LW",Left,DAL,Standard (1-way),25,,2,UFA,2010,"$1,425,000","$1,425,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.025088028169014086,56800000
Jack Johnson,COL,22,LD,Left,LAK,Standard (1-way),22,,2,RFA,2011,"$1,425,000","$1,425,000","$1,200,000","$1,000,000","$200,000",$0,2009-10,0.025088028169014086,56800000
Chris Osgood,-,36,G,Left,DET,35+ (1-way),35,,3,UFA,2011,"$1,416,667","$1,416,667","$1,450,000","$1,450,000",$0,$0,2009-10,0.02494132042253521,56800000
Martin Biron,-,31,G,Left,NYI,Standard (1-way),31,,1,UFA,2010,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.02464788732394366,56800000
Donald Brashear,-,37,LW,Left,NYR,35+ (1-way),37,,2,UFA,2011,"$1,400,000","$1,400,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02464788732394366,56800000
Wayne Primeau,-,33,C,Left,CGY,Standard (1-way),31,,3,UFA,2010,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.02464788732394366,56800000
Andrew Ference,-,30,RD,Left,CGY,Standard (1-way),27,,3,UFA,2010,"$1,400,000","$1,400,000","$1,625,000","$1,625,000",$0,$0,2009-10,0.02464788732394366,56800000
Pascal Dupuis,-,30,"RW, LW",Left,PIT,Standard (1-way),29,,3,UFA,2011,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.02464788732394366,56800000
Clarke MacArthur,-,24,LW,Left,BUF,Standard (1-way),24,,1,UFA,2010,"$1,400,000","$1,400,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.02464788732394366,56800000
Karlis Skrastins,-,Deceased (37),D,Left,DAL,Standard (1-way),34,,2,UFA,2011,"$1,375,000","$1,375,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.02420774647887324,56800000
Milan Jurcina,-,26,D,Right,WSH,Standard (1-way),26,,1,UFA,2010,"$1,375,000","$1,375,000","$1,375,000","$1,375,000",$0,$0,2009-10,0.02420774647887324,56800000
Torrey Mitchell,-,24,"C, RW",Right,SJS,Standard (1-way),24,,3,UFA,2012,"$1,366,667","$1,366,667","$1,000,000","$1,000,000",$0,$0,2009-10,0.024061038732394367,56800000
Rene Bourque,-,27,LW,Left,CGY,Standard (1-way),26,,2,UFA,2010,"$1,350,000","$1,350,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.023767605633802816,56800000
Jamal Mayers,-,34,RW,Right,STL,Standard (1-way),32,,3,UFA,2010,"$1,333,333","$1,333,333","$1,333,333","$1,333,333",$0,$0,2009-10,0.02347417253521127,56800000
Jarkko Ruutu,-,33,LW,Left,OTT,Standard (1-way),32,,3,UFA,2011,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2009-10,0.022887323943661973,56800000
Ladislav Smid,-,23,LD,Left,EDM,Standard (1-way),23,,2,RFA,2011,"$1,300,000","$1,300,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.022887323943661973,56800000
Jonas Hiller,-,27,G,Right,ANA,Standard (1-way),26,,2,UFA,2010,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2009-10,0.022887323943661973,56800000
Braydon Coburn,-,24,LD,Left,PHI,Standard (1-way),22,,2,RFA,2010,"$1,300,000","$1,300,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.022887323943661973,56800000
Mark Stuart,-,25,LD,Left,BOS,Standard (1-way),24,,2,RFA,2010,"$1,300,000","$1,300,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.022887323943661973,56800000
David Moss,-,27,RW,Right,CGY,Standard (1-way),27,,3,UFA,2012,"$1,300,000","$1,300,000","$1,300,000","$1,300,000",$0,$0,2009-10,0.022887323943661973,56800000
Carlo Colaiacovo,-,26,LD,Left,TOR,Standard (1-way),24,,3,UFA,2010,"$1,283,333","$1,283,333","$1,400,000","$1,400,000",$0,$0,2009-10,0.022593890845070422,56800000
Mike Comrie,-,28,C,Left,EDM,Standard (1-way),28,,1,UFA,2010,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2009-10,0.022007042253521125,56800000
Andreas Lilja,-,33,LD,Left,DET,Standard (1-way),32,,2,UFA,2010,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2009-10,0.022007042253521125,56800000
John Erskine,-,29,D,Left,WSH,Standard (1-way),28,,2,UFA,2011,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2009-10,0.022007042253521125,56800000
Peter Budaj,-,26,G,Left,COL,Standard (1-way),26,,1,UFA,2010,"$1,250,000","$1,250,000","$1,250,000","$1,250,000",$0,$0,2009-10,0.022007042253521125,56800000
Zbynek Michalek,-,26,RD,Right,ARI,Standard (1-way),23,,4,UFA,2010,"$1,250,000","$1,250,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.022007042253521125,56800000
Ville Koistinen,-,27,LD,Left,FLA,Standard (1-way),27,,2,UFA,2011,"$1,200,000","$1,200,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.02112676056338028,56800000
Petr Prucha,-,26,"RW, LW",Right,ARI,Standard (1-way),26,,2,UFA,2011,"$1,200,000","$1,200,000","$1,150,000","$1,150,000",$0,$0,2009-10,0.02112676056338028,56800000
Kyle Wellwood,-,26,C,Right,VAN,Standard (1-way),26,,1,UFA,2010,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.02112676056338028,56800000
Mathieu Garon,-,31,G,Right,CBJ,Standard (1-way),31,,2,UFA,2011,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.02112676056338028,56800000
Scott Clemmensen,-,31,G,Left,FLA,Standard (1-way),31,,3,UFA,2012,"$1,200,000","$1,200,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.02112676056338028,56800000
Matt Cooke,-,30,LW,Left,PIT,Standard (1-way),29,,2,UFA,2010,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.02112676056338028,56800000
Tomas Kopecky,-,27,RW,Left,CHI,Standard (1-way),27,,2,UFA,2011,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.02112676056338028,56800000
Curtis Glencross,-,26,LW,Left,CGY,Standard (1-way),25,,3,UFA,2011,"$1,200,000","$1,200,000","$1,200,000","$1,200,000",$0,$0,2009-10,0.02112676056338028,56800000
Keith Yandle,-,22,LD,Left,ARI,Standard (1-way),22,,2,RFA,2011,"$1,200,000","$1,200,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.02112676056338028,56800000
Vaclav Prospal,-,34,LW,Left,NYR,Standard (1-way),34,,1,UFA,2010,"$1,150,000","$1,150,000","$1,150,000","$1,150,000",$0,$0,2009-10,0.020246478873239437,56800000
Marty Reasoner,-,32,C,Left,ATL,Standard (1-way),32,,2,UFA,2011,"$1,150,000","$1,150,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.020246478873239437,56800000
Kyle Brodziak,-,25,C,Right,MIN,Standard (1-way),25,,3,UFA,2012,"$1,150,000","$1,150,000","$1,050,000","$850,000","$200,000",$0,2009-10,0.020246478873239437,56800000
Steve Eminger,-,25,D,Right,ANA,Standard (1-way),25,,2,RFA,2011,"$1,125,000","$1,125,000","$750,000","$750,000",$0,$0,2009-10,0.019806338028169015,56800000
Daniel Paille,-,25,LW,Left,BUF,Standard (1-way),24,,2,UFA,2010,"$1,125,000","$1,125,000","$1,350,000","$1,350,000",$0,$0,2009-10,0.019806338028169015,56800000
Josh Harding,-,25,G,Right,MIN,Standard (1-way),25,,1,RFA,2010,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.01936619718309859,56800000
Josh Gorges,-,24,LD,Left,MTL,Standard (1-way),23,,3,RFA,2011,"$1,100,000","$1,100,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.01936619718309859,56800000
Dominic Moore,-,28,"C, LW",Left,FLA,Standard (1-way),29,,1,UFA,2010,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.01936619718309859,56800000
Vernon Fiddler,-,29,"C, LW",Left,ARI,Standard (1-way),29,,2,UFA,2011,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0,2009-10,0.01936619718309859,56800000
Roman Polák,-,23,RD,Right,STL,Standard (1-way),23,,2,RFA,2011,"$1,100,000","$1,100,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.01936619718309859,56800000
Johan Hedberg,-,36,G,Left,ATL,35+ (1-way),35,,2,UFA,2010,"$1,087,500","$1,087,500","$1,087,500","$1,087,500",$0,$0,2009-10,0.01914612676056338,56800000
Todd Fedoruk,-,30,LW,Left,ARI,Standard (1-way),29,,3,UFA,2011,"$1,058,333","$1,058,333","$1,050,000","$1,050,000",$0,$0,2009-10,0.01863262323943662,56800000
Andrew Alberts,-,28,D,Left,CAR,Standard (1-way),28,,2,UFA,2011,"$1,050,000","$1,050,000","$800,000","$800,000",$0,$0,2009-10,0.018485915492957746,56800000
Craig Conroy,-,37,C,Right,CGY,35+ (1-way),36,,2,UFA,2010,"$1,050,000","$1,050,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.018485915492957746,56800000
Maxime Talbot,-,25,"C, LW",Left,PIT,Standard (1-way),24,,2,UFA,2011,"$1,050,000","$1,050,000","$1,050,000","$1,050,000",$0,$0,2009-10,0.018485915492957746,56800000
Cody McLeod,-,25,"LW, RW",Left,COL,Standard (1-way),24,,3,UFA,2012,"$1,033,333","$1,033,333","$900,000","$900,000",$0,$0,2009-10,0.0181924823943662,56800000
Troy Brouwer,-,23,"LW, RW",Right,CHI,Standard (1-way),23,,2,RFA,2011,"$1,025,000","$1,025,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.018045774647887324,56800000
Marc Methot,-,24,LD,Left,CBJ,Standard (1-way),24,,2,RFA,2011,"$1,012,500","$1,012,500","$975,000","$975,000",$0,$0,2009-10,0.017825704225352113,56800000
Matt Bradley,-,31,"RW, LW",Right,WSH,Standard (1-way),30,,3,UFA,2011,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Rob Niedermayer,-,34,"C, RW",Left,NJD,Standard (1-way),34,,1,UFA,2010,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Alex Auld,-,28,G,Left,OTT,Standard (1-way),27,,2,UFA,2010,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Glen Metropolit,-,35,C,Right,PHI,Standard (1-way),34,,2,UFA,2010,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Darryl Sydor,-,37,LD,Left,STL,35+ (1-way),37,,1,UFA,2010,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Brendan Shanahan,-,40,LW,Right,NJD,35+ (1-way),40,,1,UFA,2010,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Patrick Rissmiller,-,30,LW,Left,NYR,Standard (1-way),29,,3,UFA,2011,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Mark Recchi,-,41,RW,Left,BOS,35+ (1-way),41,,1,UFA,2010,"$1,000,000","$1,700,000","$1,000,000","$1,000,000",$0,"$700,000",2009-10,0.017605633802816902,56800000
Robert Lang,-,38,C,Right,ARI,35+ (1-way),38,,1,UFA,2010,"$1,000,000","$1,700,000","$1,000,000","$1,000,000",$0,"$700,000",2009-10,0.017605633802816902,56800000
Mark Fistric,-,23,D,Left,DAL,Standard (1-way),23,,3,RFA,2012,"$1,000,000","$1,000,000","$750,000","$750,000",$0,$0,2009-10,0.017605633802816902,56800000
Jason LaBarbera,-,29,G,Left,ARI,Standard (1-way),29,,2,UFA,2011,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Colton Orr,-,27,RW,Right,TOR,Standard (1-way),27,,4,UFA,2013,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0,2009-10,0.017605633802816902,56800000
Andrej Sekera,-,23,LD/RD,Left,BUF,Standard (1-way),23,,2,RFA,2011,"$1,000,000","$1,000,000","$750,000","$750,000",$0,$0,2009-10,0.017605633802816902,56800000
Cory Schneider,-,23,G,Left,VAN,Entry-Level,21,,3,RFA,2010,"$984,200","$1,084,200","$984,200","$688,900","$295,300","$300,000",2009-10,0.017327464788732393,56800000
Ryan Jones,-,25,LW,Right,NSH,Standard (1-way),25,,2,UFA,2011,"$975,000","$975,000","$975,000","$975,000",$0,$0,2009-10,0.01716549295774648,56800000
Jordin Tootoo,-,26,RW,Right,NSH,Standard (1-way),24,,2,UFA,2010,"$975,000","$975,000","$975,000","$975,000",$0,$0,2009-10,0.01716549295774648,56800000
Nicklas Grossmann,-,24,LD,Left,DAL,Standard (1-way),23,,2,RFA,2010,"$975,000","$975,000","$1,050,000","$1,050,000",$0,$0,2009-10,0.01716549295774648,56800000
Ben Eager,-,25,LW,Left,CHI,Standard (1-way),25,,1,RFA,2010,"$965,000","$965,000","$965,000","$965,000",$0,$0,2009-10,0.01698943661971831,56800000
Colten Teubert,-,19,D,Right,EDM,Entry-Level,18,,3,RFA,2013,"$945,833","$945,833",$0,"-$87,500","$87,500",$0,2009-10,0.01665198943661972,56800000
Ryan O'Byrne,-,24,D,Right,MTL,Standard (1-way),23,,3,RFA,2011,"$941,667","$941,667","$725,000","$725,000",$0,$0,2009-10,0.016578644366197184,56800000
Paul Ranger,-,24,LD,Left,TBL,Standard (1-way),22,,3,RFA,2010,"$933,333","$933,333","$933,333","$933,333",$0,$0,2009-10,0.016431919014084508,56800000
Tom Kostopoulos,-,30,"RW, LW",Right,CAR,Standard (1-way),30,,3,UFA,2012,"$916,667","$916,667","$700,000","$700,000",$0,$0,2009-10,0.016138503521126762,56800000
Henrik Karlsson,-,25,G,Left,SJS,Standard (2-way),25,,1,RFA,2010,"$900,000","$900,000","$900,000","$900,000",$0,$0,2009-10,0.01584507042253521,56800000
Mikko Koskinen,-,20,G,Left,NYI,Entry-Level,21,,3,RFA,2012,"$900,000","$1,150,000","$900,000","$810,000","$90,000","$250,000",2009-10,0.01584507042253521,56800000
John Moore,-,18,LD,Left,CBJ,Entry-Level,18,,3,RFA,2014,"$900,000","$1,025,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Jonas Gustavsson,-,24,G,Left,TOR,Entry-Level,24,,1,RFA,2010,"$900,000","$2,500,000","$900,000","$900,000",$0,"$1,600,000",2009-10,0.01584507042253521,56800000
Jonathan Ericsson,-,25,LD,Left,DET,Standard (1-way),24,,3,UFA,2011,"$900,000","$900,000","$900,000","$900,000",$0,$0,2009-10,0.01584507042253521,56800000
Nate Prosser,-,23,RD,Right,MIN,Entry-Level,24,,1,RFA,2010,"$900,000","$900,000","$900,000","$900,000",$0,$0,2009-10,0.01584507042253521,56800000
John Tavares,TOR,18,"C, LW",Left,NYI,Entry-Level,18,,3,RFA,2012,"$900,000","$3,750,000","$900,000","$810,000","$90,000","$2,850,000",2009-10,0.01584507042253521,56800000
Evander Kane,EDM,17,"LW, RW",Left,ATL,Entry-Level,18,,3,RFA,2012,"$900,000","$3,100,000","$900,000","$810,000","$90,000","$2,200,000",2009-10,0.01584507042253521,56800000
Ryan Ellis,PHI,18,RD,Right,NSH,Entry-Level,18,,3,RFA,2014,"$900,000","$1,500,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Matt Duchene,DAL,18,"RW, C",Left,COL,Entry-Level,18,,3,RFA,2012,"$900,000","$3,200,000","$900,000","$810,000","$90,000","$2,300,000",2009-10,0.01584507042253521,56800000
Bobby Butler,-,22,RW,Right,OTT,Entry-Level,23,,2,RFA,2011,"$900,000","$900,000","$900,000","$810,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Dmitry Kulikov,FLA,18,LD/RD,Left,FLA,Entry-Level,18,,3,RFA,2012,"$900,000","$1,325,000","$900,000","$810,000","$90,000","$425,000",2009-10,0.01584507042253521,56800000
Casey Wellman,-,21,C,Right,MIN,Entry-Level,22,,2,RFA,2011,"$900,000","$1,350,000","$900,000","$810,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Victor Hedman,TBL,18,LD,Left,TBL,Entry-Level,18,,3,RFA,2012,"$900,000","$3,500,000","$900,000","$810,000","$90,000","$2,600,000",2009-10,0.01584507042253521,56800000
Carter Ashton,-,18,RW,Left,TBL,Entry-Level,18,,3,RFA,2014,"$900,000","$1,100,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Simon Despres,-,17,RD,Left,PIT,Entry-Level,18,,3,RFA,2014,"$900,000","$900,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Nazem Kadri,CGY,18,C,Left,TOR,Entry-Level,18,,3,RFA,2013,"$900,000","$1,750,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Jared Cowen,-,18,LD,Left,OTT,Entry-Level,19,,3,RFA,2013,"$900,000","$1,325,000",$0,"-$90,000","$90,000",$0,2009-10,0.01584507042253521,56800000
Daniel Carcillo,-,24,LW,Left,ARI,Standard (1-way),23,,2,RFA,2010,"$893,750","$893,750","$937,500","$937,500",$0,$0,2009-10,0.015735035211267605,56800000
Mark Giordano,TOR,25,LD,Left,CGY,Standard (1-way),24,,3,UFA,2011,"$891,667","$891,667","$1,000,000","$1,000,000",$0,$0,2009-10,0.015698362676056336,56800000
Kevin Porter,-,23,C,Left,COL,Entry-Level,22,,2,RFA,2010,"$885,000","$954,250","$875,000","$875,000",$0,"$50,000",2009-10,0.015580985915492958,56800000
Christoph Schubert,-,27,LD,Left,OTT,Standard (1-way),25,,3,UFA,2010,"$883,333","$883,333","$883,333","$883,333",$0,$0,2009-10,0.015551637323943662,56800000
Ryan O'Reilly,NSH,18,C,Left,COL,Entry-Level,18,,3,RFA,2012,"$880,000","$900,000","$840,000","$750,000","$90,000","$60,000",2009-10,0.015492957746478873,56800000
Kyle Beach,-,19,"LW, RW",Right,CHI,Entry-Level,19,,3,RFA,2013,"$875,000","$1,200,000",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Fabian Brunnstrom,-,24,LW,Left,DAL,Entry-Level,23,,2,RFA,2010,"$875,000","$875,000","$875,000","$875,000",$0,$0,2009-10,0.015404929577464789,56800000
Jake Newton,-,20,D,Left,ANA,Entry-Level,21,,3,RFA,2012,"$875,000","$900,000","$825,000","$735,000","$90,000","$75,000",2009-10,0.015404929577464789,56800000
Alex Plante,-,20,D,Right,EDM,Entry-Level,20,,3,RFA,2012,"$875,000","$1,075,000","$875,000","$787,500","$87,500","$200,000",2009-10,0.015404929577464789,56800000
Colton Gillies,-,20,C,Left,MIN,Entry-Level,19,,3,RFA,2011,"$875,000","$1,041,667","$875,000","$787,500","$87,500","$212,500",2009-10,0.015404929577464789,56800000
Derek Boogaard,-,Deceased (28),LW,Left,MIN,Standard (1-way),25,,3,UFA,2010,"$875,000","$875,000","$1,025,000","$1,025,000",$0,$0,2009-10,0.015404929577464789,56800000
Viktor Tikhonov,-,21,"C, RW",Right,ARI,Entry-Level,20,,3,RFA,2011,"$875,000","$1,175,000","$875,000","$787,500","$87,500","$300,000",2009-10,0.015404929577464789,56800000
Tyler Cuma,-,19,D,Left,MIN,Entry-Level,19,,3,RFA,2013,"$875,000","$1,000,000",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Anton Gustafsson,-,19,C,Left,WSH,Entry-Level,19,,3,RFA,2013,"$875,000","$875,000",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
George Parros,-,29,RW,Right,ANA,Standard (1-way),29,,3,UFA,2012,"$875,000","$875,000","$875,000","$875,000",$0,$0,2009-10,0.015404929577464789,56800000
Greg Nemisz,-,19,RW,Right,CGY,Entry-Level,19,,3,RFA,2013,"$875,000","$1,075,000",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Stu Bickel,-,22,"D, RW",Right,ANA,Entry-Level,21,,3,RFA,2011,"$875,000","$1,375,000","$875,000","$787,500","$87,500","$850,000",2009-10,0.015404929577464789,56800000
Josh Bailey,-,19,"RW, LW, C",Left,NYI,Entry-Level,18,,3,RFA,2011,"$875,000","$1,725,000","$875,000","$787,500","$87,500","$850,000",2009-10,0.015404929577464789,56800000
Zach Bogosian,MIN,18,RD,Right,ATL,Entry-Level,18,,3,RFA,2011,"$875,000","$3,375,000","$875,000","$787,500","$87,500","$2,500,000",2009-10,0.015404929577464789,56800000
Tyler Ennis,-,19,"LW, RW",Left,BUF,Entry-Level,20,,3,RFA,2012,"$875,000","$875,000","$875,000","$787,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Max Pacioretty,WSH,20,LW,Left,MTL,Entry-Level,20,,3,RFA,2011,"$875,000","$910,000","$875,000","$787,500","$87,500",$0,2009-10,0.015404929577464789,56800000
P.K. Subban,-,20,RD,Right,MTL,Entry-Level,20,,3,RFA,2012,"$875,000","$875,000","$875,000","$787,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Colin Wilson,-,19,"C, LW",Left,NSH,Entry-Level,20,,3,RFA,2012,"$875,000","$1,725,000","$875,000","$787,500","$87,500","$850,000",2009-10,0.015404929577464789,56800000
Luke Schenn,NSH,19,RD,Right,TOR,Entry-Level,18,,3,RFA,2011,"$875,000","$2,975,000","$875,000","$787,500","$87,500","$2,100,000",2009-10,0.015404929577464789,56800000
Michael Del Zotto,-,19,LD,Left,NYR,Entry-Level,19,,3,RFA,2012,"$875,000","$1,087,500","$875,000","$787,500","$87,500","$212,500",2009-10,0.015404929577464789,56800000
Sam Gagner,EDM,19,"RW, C",Right,EDM,Entry-Level,18,,3,RFA,2010,"$875,000","$1,625,000","$875,000","$875,000",$0,"$750,000",2009-10,0.015404929577464789,56800000
Philip McRae,-,19,C,Left,STL,Entry-Level,19,,3,RFA,2013,"$875,000","$883,333",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Karl Alzner,-,20,LD,Left,WSH,Entry-Level,20,,3,RFA,2011,"$875,000","$1,675,000","$875,000","$787,500","$87,500","$800,000",2009-10,0.015404929577464789,56800000
Patrick Kane,DET,20,RW,Left,CHI,Entry-Level,18,,3,RFA,2010,"$875,000","$3,725,000","$875,000","$875,000",$0,"$2,850,000",2009-10,0.015404929577464789,56800000
Drew Doughty,LAK,19,RD,Right,LAK,Entry-Level,18,,3,RFA,2011,"$875,000","$3,475,000","$875,000","$787,500","$87,500","$2,600,000",2009-10,0.015404929577464789,56800000
Jordan Eberle,SEA,19,RW,Right,EDM,Entry-Level,19,,3,RFA,2013,"$875,000","$1,187,500",$0,"-$87,500","$87,500",$0,2009-10,0.015404929577464789,56800000
Jason Garrison,-,24,LD,Left,FLA,Entry-Level,23,,2,RFA,2010,"$875,000","$1,077,500","$875,000","$875,000",$0,$0,2009-10,0.015404929577464789,56800000
Steven Stamkos,TBL,19,"LW, C",Right,TBL,Entry-Level,18,,3,RFA,2011,"$875,000","$3,725,000","$875,000","$787,500","$87,500","$2,850,000",2009-10,0.015404929577464789,56800000
David Perron,DET,21,"RW, LW",Right,STL,Entry-Level,19,,3,RFA,2010,"$875,000","$918,333","$875,000","$875,000",$0,"$10,000",2009-10,0.015404929577464789,56800000
Brandon Sutter,-,20,"RW, C",Right,CAR,Entry-Level,19,,3,RFA,2011,"$875,000","$1,225,000","$875,000","$787,500","$87,500","$350,000",2009-10,0.015404929577464789,56800000
Keaton Ellerby,-,20,D,Left,FLA,Entry-Level,20,,3,RFA,2011,"$875,000","$1,300,000","$875,000","$787,500","$87,500","$425,000",2009-10,0.015404929577464789,56800000
Tyler Myers,VAN,19,RD,Right,BUF,Entry-Level,19,,3,RFA,2012,"$875,000","$1,300,000","$875,000","$787,500","$87,500","$425,000",2009-10,0.015404929577464789,56800000
Blake Wheeler,NYR,22,RW,Right,BOS,Entry-Level,22,,2,RFA,2010,"$875,000","$2,725,000","$875,000","$787,500","$87,500","$1,850,000",2009-10,0.015404929577464789,56800000
James van Riemsdyk,BOS,20,"LW, RW",Left,PHI,Entry-Level,20,,3,RFA,2012,"$875,000","$1,654,167","$875,000","$787,500","$87,500","$850,000",2009-10,0.015404929577464789,56800000
Tyler Bozak,-,23,"C, RW",Right,TOR,Entry-Level,23,,2,RFA,2011,"$875,000","$3,725,000","$875,000","$787,500","$87,500","$2,850,000",2009-10,0.015404929577464789,56800000
Mikkel Boedker,-,19,"LW, RW",Left,ARI,Entry-Level,18,,3,RFA,2011,"$875,000","$1,725,000","$875,000","$787,500","$87,500","$850,000",2009-10,0.015404929577464789,56800000
Erik Karlsson,PIT,19,RD,Right,OTT,Entry-Level,19,,3,RFA,2012,"$875,000","$1,300,000","$875,000","$787,500","$87,500","$425,000",2009-10,0.015404929577464789,56800000
Luca Sbisa,-,19,LD,Left,PHI,Entry-Level,18,,3,RFA,2011,"$875,000","$875,000","$875,000","$787,500","$87,500",$0,2009-10,0.015404929577464789,56800000
B.J. Crombeen,-,23,RW,Right,STL,Standard (1-way),23,,2,RFA,2011,"$872,500","$872,500","$860,000","$860,000",$0,$0,2009-10,0.015360915492957747,56800000
Sean Bergenheim,-,25,LW,Left,NYI,Standard (1-way),24,,2,RFA,2010,"$862,500","$862,500","$925,000","$925,000",$0,$0,2009-10,0.015184859154929578,56800000
Steve Begin,-,31,C,Left,BOS,Standard (1-way),31,,1,UFA,2010,"$850,000","$850,000","$850,000","$850,000",$0,$0,2009-10,0.014964788732394365,56800000
Mark Mitera,-,21,D,Left,ANA,Entry-Level,21,,3,RFA,2012,"$850,000","$1,275,000","$850,000","$765,000","$85,000","$425,000",2009-10,0.014964788732394365,56800000
Francois Bouchard,-,21,RW,Left,WSH,Entry-Level,20,,3,RFA,2011,"$850,000","$850,000","$850,000","$765,000","$85,000",$0,2009-10,0.014964788732394365,56800000
Brian Lee,-,22,D,Right,OTT,Entry-Level,20,,3,RFA,2010,"$850,000","$1,275,000","$850,000","$765,000","$85,000","$425,000",2009-10,0.014964788732394365,56800000
Matt Pelech,-,21,D,Right,CGY,Entry-Level,20,,3,RFA,2010,"$850,000","$850,000","$850,000","$850,000",$0,$0,2009-10,0.014964788732394365,56800000
Joe Finley,-,22,D,Left,WSH,Entry-Level,22,,2,RFA,2011,"$850,000","$850,000","$850,000","$765,000","$85,000",$0,2009-10,0.014964788732394365,56800000
Vladimir Mihalik,-,22,D,Left,TBL,Entry-Level,20,,3,RFA,2010,"$850,000","$850,000","$850,000","$850,000",$0,$0,2009-10,0.014964788732394365,56800000
Ryan Stoa,-,22,C,Left,COL,Entry-Level,22,,2,RFA,2011,"$850,000","$850,000","$850,000","$765,000","$85,000",$0,2009-10,0.014964788732394365,56800000
Petteri Nokelainen,-,23,RW,Right,BOS,Standard (1-way),22,,2,RFA,2010,"$850,000","$850,000","$900,000","$900,000",$0,$0,2009-10,0.014964788732394365,56800000
Ian White,-,25,D,Right,TOR,Standard (1-way),22,,3,UFA,2010,"$850,000","$850,000","$950,000","$950,000",$0,$0,2009-10,0.014964788732394365,56800000
