PLAYER,TEAM,AGE,POS,HANDED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap_Percentage,Y_Salary_Cap
Chris Phillips,-,31,LD,Left,OTT,Standard (1-way),29,NTC,4,UFA,2011,"$3,500,000","$3,500,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.061619718309859156,56800000
Mike Modano,-,39,C,Left,DAL,35+ (1-way),35,NTC,5,UFA,2010,"$3,450,000","$3,450,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.06073943661971831,56800000
Matthew Carle,-,24,LD,Left,SJS,Standard (1-way),23,,4,UFA,2012,"$3,437,500","$3,437,500","$3,500,000","$3,500,000",$0,$0,2009-10,0.0605193661971831,56800000
Dainius Zubrus,-,31,LW,Left,NJD,Standard (1-way),29,,6,UFA,2013,"$3,400,000","$3,400,000","$3,400,000","$3,400,000",$0,$0,2009-10,0.05985915492957746,56800000
Rob Scuderi,-,30,LD,Left,LAK,Standard (1-way),30,,4,UFA,2013,"$3,400,000","$3,400,000","$3,400,000","$3,400,000",$0,$0,2009-10,0.05985915492957746,56800000
Dave Bolland,-,23,C,Right,CHI,Standard (1-way),23,,5,UFA,2014,"$3,375,000","$3,375,000","$3,375,000","$3,375,000",$0,$0,2009-10,0.05941901408450704,56800000
Marek Zidlicky,-,32,RD,Right,NSH,Standard (1-way),29,,4,UFA,2010,"$3,350,000","$3,350,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.05897887323943662,56800000
Derek Morris,-,30,D,Right,BOS,Standard (1-way),30,NMC,1,UFA,2010,"$3,300,000","$3,300,000","$3,300,000","$3,300,000",$0,$0,2009-10,0.058098591549295774,56800000
Keith Ballard,-,26,D,Left,FLA,Standard (1-way),26,,6,UFA,2015,"$3,300,000","$3,300,000","$4,200,000","$4,200,000",$0,$0,2009-10,0.058098591549295774,56800000
Freddy Modin,-,34,LW,Left,CBJ,Standard (1-way),32,,3,UFA,2010,"$3,250,000","$3,250,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.05721830985915493,56800000
Andrei Kostitsyn,-,24,C,Left,MTL,Standard (1-way),23,,3,RFA,2011,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0,2009-10,0.05721830985915493,56800000
Mikko Koivu,-,26,C,Left,MIN,Standard (1-way),24,,4,UFA,2011,"$3,250,000","$3,250,000","$3,300,000","$3,300,000",$0,$0,2009-10,0.05721830985915493,56800000
Alexander Edler,-,23,LD,Left,VAN,Standard (1-way),22,,4,UFA,2013,"$3,250,000","$3,250,000","$3,250,000","$3,250,000",$0,$0,2009-10,0.05721830985915493,56800000
Dustin Brown,-,24,"RW, LW",Right,LAK,Standard (1-way),22,,6,UFA,2014,"$3,175,000","$3,175,000","$2,450,000","$2,450,000",$0,$0,2009-10,0.055897887323943664,56800000
Denis Grebeshkov,-,25,D,Left,EDM,Standard (1-way),25,,1,UFA,2010,"$3,150,000","$3,150,000","$3,150,000","$3,150,000",$0,$0,2009-10,0.05545774647887324,56800000
Rostislav Olesz,-,23,LW,Left,FLA,Standard (1-way),22,,6,UFA,2014,"$3,125,000","$3,125,000","$2,300,000","$2,300,000",$0,$0,2009-10,0.05501760563380282,56800000
Zach Parise,COL,24,LW,Left,NJD,Standard (1-way),23,,4,RFA,2011,"$3,125,000","$3,125,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.05501760563380282,56800000
Stephen Weiss,-,26,C,Left,FLA,Standard (1-way),24,NMC,6,UFA,2013,"$3,100,000","$3,100,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.05457746478873239,56800000
Marc-Édouard Vlasic,SJS,22,LD/RD,Left,SJS,Standard (1-way),21,,4,UFA,2013,"$3,100,000","$3,100,000","$2,400,000","$2,400,000",$0,$0,2009-10,0.05457746478873239,56800000
Christian Ehrhoff,-,26,LD,Left,SJS,Standard (1-way),26,,3,UFA,2011,"$3,100,000","$3,100,000","$3,150,000","$3,150,000",$0,$0,2009-10,0.05457746478873239,56800000
Cam Barker,-,23,LD,Left,CHI,Standard (1-way),23,,3,RFA,2012,"$3,083,333","$3,083,333","$3,000,000","$3,000,000",$0,$0,2009-10,0.054284031690140844,56800000
Kris Versteeg,-,23,"LW, RW",Right,CHI,Standard (1-way),23,,3,RFA,2012,"$3,083,333","$3,083,333","$3,083,333","$3,083,333",$0,$0,2009-10,0.054284031690140844,56800000
Ruslan Salei,-,Deceased (36),D,Left,FLA,Standard (1-way),31,,4,UFA,2010,"$3,025,000","$3,025,000","$3,275,000","$3,275,000",$0,$0,2009-10,0.053257042253521125,56800000
Brendan Witt,-,34,LD,Left,NYI,Standard (1-way),34,,2,UFA,2011,"$3,000,000","$3,000,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.0528169014084507,56800000
Colin White,-,31,LD,Left,NJD,Standard (1-way),28,,6,UFA,2012,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Jonathan Cheechoo,-,28,RW,Right,SJS,Standard (1-way),25,,5,UFA,2011,"$3,000,000","$3,000,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.0528169014084507,56800000
Andy Sutton,-,34,D,Left,NYI,Standard (1-way),32,,3,UFA,2010,"$3,000,000","$3,000,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.0528169014084507,56800000
Chris Mason,-,33,G,Left,NSH,Standard (1-way),31,,3,UFA,2010,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Niklas Hagman,-,29,LW,Left,TOR,Standard (1-way),28,,4,UFA,2012,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Ales Kotalik,-,30,RW,Right,NYR,Standard (1-way),30,NTC,3,UFA,2012,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Adam Foote,-,37,RD,Right,COL,35+ (1-way),36,NTC,2,UFA,2010,"$3,000,000","$3,000,000","$3,250,000","$3,250,000",$0,$0,2009-10,0.0528169014084507,56800000
Niklas Kronwall,-,28,LD,Left,DET,Standard (1-way),25,,5,UFA,2012,"$3,000,000","$3,000,000","$3,250,000","$3,250,000",$0,$0,2009-10,0.0528169014084507,56800000
Radim Vrbata,-,28,RW,Right,TBL,Standard (1-way),27,,3,UFA,2011,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Kari Lehtonen,-,25,G,Left,ATL,Standard (1-way),25,,1,RFA,2010,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Valtteri Filppula,-,25,"C, LW",Left,DET,Standard (1-way),24,,5,UFA,2013,"$3,000,000","$3,000,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.0528169014084507,56800000
Dustin Byfuglien,-,24,RD,Right,CHI,Standard (1-way),23,,3,RFA,2011,"$3,000,000","$3,000,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.0528169014084507,56800000
Matt Greene,-,26,RD,Right,LAK,Standard (1-way),25,,5,UFA,2014,"$2,950,000","$2,950,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.05193661971830986,56800000
Patrick O'Sullivan,-,24,LW,Left,LAK,Standard (1-way),23,,3,RFA,2011,"$2,925,000","$2,925,000","$2,387,500","$2,387,500",$0,$0,2009-10,0.05149647887323944,56800000
Mike Van Ryn,-,30,D,Right,FLA,Standard (1-way),27,,4,UFA,2010,"$2,900,000","$2,900,000","$3,350,000","$3,350,000",$0,$0,2009-10,0.051056338028169015,56800000
Alexander Frolov,-,27,LW,Right,LAK,Standard (1-way),23,,5,UFA,2010,"$2,900,000","$2,900,000","$4,000,000","$4,000,000",$0,$0,2009-10,0.051056338028169015,56800000
Erik Cole,-,30,LW,Left,CAR,Standard (1-way),30,,2,UFA,2011,"$2,900,000","$2,900,000","$2,800,000","$2,800,000",$0,$0,2009-10,0.051056338028169015,56800000
Bryce Salvador,-,33,D,Left,NJD,Standard (1-way),32,,4,UFA,2012,"$2,900,000","$2,900,000","$2,900,000","$2,900,000",$0,$0,2009-10,0.051056338028169015,56800000
Mikhail Grabovski,-,25,"C, RW",Left,TOR,Standard (1-way),25,,3,UFA,2012,"$2,900,000","$2,900,000","$2,750,000","$2,250,000","$500,000",$0,2009-10,0.051056338028169015,56800000
Bryan Allen,-,28,D,Left,FLA,Standard (1-way),26,,5,UFA,2012,"$2,900,000","$2,900,000","$3,000,000","$3,000,000",$0,$0,2009-10,0.051056338028169015,56800000
Toni Lydman,-,31,D,Left,BUF,Standard (1-way),28,,4,UFA,2010,"$2,875,000","$2,875,000","$3,150,000","$3,150,000",$0,$0,2009-10,0.050616197183098594,56800000
Matt Cullen,-,32,"C, LW",Left,NYR,Standard (1-way),29,,4,UFA,2010,"$2,875,000","$2,875,000","$2,875,000","$2,875,000",$0,$0,2009-10,0.050616197183098594,56800000
Fedor Tyutin,-,25,LD,Left,NYR,Standard (1-way),24,,4,UFA,2012,"$2,843,750","$2,843,750","$2,700,000","$2,700,000",$0,$0,2009-10,0.05006602112676056,56800000
Jamie Langenbrunner,-,33,RW,Right,NJD,Standard (1-way),30,,5,UFA,2011,"$2,800,000","$2,800,000","$2,800,000","$2,800,000",$0,$0,2009-10,0.04929577464788732,56800000
Wojtek Wolski,-,23,RW,Left,COL,Standard (1-way),22,,2,RFA,2010,"$2,800,000","$2,800,000","$3,100,000","$3,100,000",$0,$0,2009-10,0.04929577464788732,56800000
Daniel Cleary,-,30,RW,Left,DET,Standard (1-way),29,NTC,5,UFA,2013,"$2,800,000","$2,800,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04929577464788732,56800000
Antoine Vermette,-,26,"C, LW",Left,OTT,Standard (1-way),26,,2,UFA,2010,"$2,762,500","$2,762,500","$3,000,000","$3,000,000",$0,$0,2009-10,0.04863556338028169,56800000
Tom Preissing,-,30,D,Right,LAK,Standard (1-way),28,,4,UFA,2011,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.04841549295774648,56800000
John Madden,-,36,C,Left,CHI,35+ (1-way),36,,1,UFA,2010,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.04841549295774648,56800000
Tomas Plekanec,-,26,C,Left,MTL,Standard (1-way),26,,1,UFA,2010,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.04841549295774648,56800000
Tim Gleason,-,26,D,Left,CAR,Standard (1-way),25,,4,UFA,2012,"$2,750,000","$2,750,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04841549295774648,56800000
James Wisniewski,-,25,RD,Right,ANA,Standard (1-way),25,,1,RFA,2010,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.04841549295774648,56800000
Cam Ward,-,25,G,Left,CAR,Standard (1-way),23,,3,RFA,2010,"$2,666,667","$2,666,667","$3,500,000","$3,500,000",$0,$0,2009-10,0.046948362676056336,56800000
Samuel Pahlsson,-,31,C,Left,CBJ,Standard (1-way),31,,3,UFA,2012,"$2,650,000","$2,650,000","$2,650,000","$2,650,000",$0,$0,2009-10,0.04665492957746479,56800000
Joe Corvo,-,32,D,Right,OTT,Standard (1-way),29,,4,UFA,2010,"$2,625,000","$2,625,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.04621478873239437,56800000
Teemu Selanne,-,38,RW,Right,ANA,35+ (1-way),38,NMC,2,UFA,2010,"$2,625,000","$2,625,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.04621478873239437,56800000
Jason Smith,-,35,RD,Right,OTT,Standard (1-way),34,,2,UFA,2010,"$2,600,000","$2,600,000","$2,600,000","$2,600,000",$0,$0,2009-10,0.045774647887323945,56800000
Jay Pandolfo,-,34,LW,Left,NJD,Standard (1-way),33,,3,UFA,2011,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Aaron Ward,-,36,D,Right,BOS,Standard (1-way),35,,2,UFA,2010,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Scott Walker,-,35,RW,Right,CAR,Standard (1-way),33,,3,UFA,2010,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Mikael Samuelsson,-,32,RW,Right,VAN,Standard (1-way),32,,3,UFA,2012,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Brian Pothier,-,32,D,Right,WSH,Standard (1-way),29,,4,UFA,2010,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Douglas Murray,-,29,D,Left,SJS,Standard (1-way),28,,4,UFA,2013,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Anton Volchenkov,-,27,D,Left,OTT,Standard (1-way),25,,3,UFA,2010,"$2,500,000","$2,500,000","$3,200,000","$3,200,000",$0,$0,2009-10,0.04401408450704225,56800000
Alex Tanguay,-,29,"LW, RW",Left,TBL,Standard (1-way),29,M-NMC,1,UFA,2010,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
David Backes,-,25,"C, RW",Right,STL,Standard (1-way),24,,3,UFA,2011,"$2,500,000","$2,500,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Lee Stempniak,-,26,RW,Right,STL,Standard (1-way),24,,3,UFA,2010,"$2,500,000","$2,500,000","$3,500,000","$3,500,000",$0,$0,2009-10,0.04401408450704225,56800000
Colby Armstrong,-,26,RW,Right,ATL,Standard (1-way),26,,1,UFA,2010,"$2,400,000","$2,400,000","$2,400,000","$2,400,000",$0,$0,2009-10,0.04225352112676056,56800000
Antti Miettinen,-,28,RW,Right,MIN,Standard (1-way),28,,3,UFA,2011,"$2,333,333","$2,333,333","$2,333,333","$2,333,333",$0,$0,2009-10,0.04107980633802817,56800000
Brent Sopel,-,32,D,Right,CHI,Standard (1-way),31,,3,UFA,2011,"$2,333,333","$2,333,333","$2,500,000","$2,500,000",$0,$0,2009-10,0.04107980633802817,56800000
Chuck Kobasew,-,27,RW,Right,BOS,Standard (1-way),26,,3,UFA,2011,"$2,333,333","$2,333,333","$2,500,000","$2,500,000",$0,$0,2009-10,0.04107980633802817,56800000
Jim Vandermeer,-,29,LD,Left,CGY,Standard (1-way),26,,3,UFA,2011,"$2,300,000","$2,300,000","$2,300,000","$2,300,000",$0,$0,2009-10,0.040492957746478875,56800000
Paul Gaustad,-,27,"C, LW",Left,BUF,Standard (1-way),26,,4,UFA,2012,"$2,300,000","$2,300,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.040492957746478875,56800000
Trevor Daley,-,25,RD,Left,DAL,Standard (1-way),24,,3,UFA,2011,"$2,300,000","$2,300,000","$2,300,000","$2,300,000",$0,$0,2009-10,0.040492957746478875,56800000
Ryan Callahan,-,24,RW,Right,NYR,Standard (1-way),24,,2,RFA,2011,"$2,300,000","$2,300,000","$2,200,000","$2,200,000",$0,$0,2009-10,0.040492957746478875,56800000
Hal Gill,-,34,D,Left,MTL,Standard (1-way),34,,2,UFA,2011,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.03961267605633803,56800000
Darcy Tucker,-,34,RW,Left,COL,Standard (1-way),33,,2,UFA,2010,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.03961267605633803,56800000
Raffi Torres,-,27,LW,Left,EDM,Standard (1-way),25,,3,UFA,2010,"$2,250,000","$2,250,000","$2,750,000","$2,750,000",$0,$0,2009-10,0.03961267605633803,56800000
Dennis Seidenberg,-,27,RD,Left,FLA,Standard (1-way),28,,1,UFA,2010,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.03961267605633803,56800000
Chris Higgins,-,26,LW,Left,NYR,Standard (1-way),26,,1,UFA,2010,"$2,250,000","$2,250,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.03961267605633803,56800000
Mike Smith,-,27,G,Left,TBL,Standard (1-way),26,,2,UFA,2011,"$2,200,000","$2,200,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.03873239436619718,56800000
Keith Tkachuk,-,37,LW,Left,STL,35+ (1-way),37,NTC,1,UFA,2010,"$2,150,000","$2,550,000","$2,150,000","$2,150,000",$0,"$400,000",2009-10,0.037852112676056336,56800000
Chris Kelly,-,28,"C, LW",Left,OTT,Standard (1-way),27,,4,UFA,2012,"$2,125,000","$2,125,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.037411971830985914,56800000
Alexei Ponikarovsky,-,29,LW,Left,TOR,Standard (1-way),27,,3,UFA,2010,"$2,105,000","$2,105,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.03705985915492958,56800000
Brooks Laich,-,26,"C, LW",Left,WSH,Standard (1-way),25,,3,UFA,2011,"$2,066,667","$2,066,667","$2,100,000","$2,100,000",$0,$0,2009-10,0.036384982394366196,56800000
Marek Svatos,-,Deceased (34),RW,Right,COL,Standard (1-way),26,,2,UFA,2010,"$2,050,000","$2,050,000","$2,350,000","$2,350,000",$0,$0,2009-10,0.03609154929577465,56800000
Steven Reinprecht,-,33,C,Left,FLA,Standard (1-way),33,,3,RFA,2012,"$2,050,000","$2,050,000","$1,800,000","$1,800,000",$0,$0,2009-10,0.03609154929577465,56800000
Trent Hunter,-,28,RW,Right,NYI,Standard (1-way),27,,5,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Jeff Halpern,-,33,C,Right,DAL,Standard (1-way),30,,4,UFA,2010,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Robert Nilsson,-,24,LW,Left,EDM,Standard (1-way),23,,3,RFA,2011,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Bill Guerin,-,38,RW,Right,PIT,35+ (1-way),38,NMC,1,UFA,2010,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Doug Weight,-,38,C,Left,NYI,35+ (1-way),38,,1,UFA,2010,"$2,000,000","$2,200,000","$2,000,000","$2,000,000",$0,"$200,000",2009-10,0.035211267605633804,56800000
Steve Bernier,-,24,RW,Right,VAN,Standard (1-way),24,,2,UFA,2011,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Jan Hejda,-,31,D,Left,CBJ,Standard (1-way),29,,3,UFA,2011,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Dan Hamhuis,-,26,LD,Left,NSH,Standard (1-way),23,,4,UFA,2010,"$2,000,000","$2,000,000","$2,500,000","$2,500,000",$0,$0,2009-10,0.035211267605633804,56800000
Alexandre Burrows,-,28,"RW, LW",Left,VAN,Standard (1-way),27,,4,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Chris Neil,-,30,RW,Right,OTT,Standard (1-way),30,,4,UFA,2013,"$2,000,000","$2,000,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.035211267605633804,56800000
Shaone Morrisonn,-,26,LD,Left,WSH,Standard (1-way),26,,1,RFA,2010,"$1,975,000","$1,975,000","$1,975,000","$1,975,000",$0,$0,2009-10,0.03477112676056338,56800000
Greg Zanon,-,29,D,Left,MIN,Standard (1-way),29,,3,UFA,2012,"$1,933,333","$1,933,333","$1,700,000","$1,700,000",$0,$0,2009-10,0.034037552816901406,56800000
Drew Stafford,-,23,"RW, LW",Right,BUF,Standard (1-way),23,,2,RFA,2011,"$1,900,000","$1,900,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.03345070422535211,56800000
Jason Chimera,-,30,"LW, RW",Left,CBJ,Standard (1-way),28,,4,UFA,2012,"$1,875,000","$1,875,000","$1,875,000","$1,875,000",$0,$0,2009-10,0.03301056338028169,56800000
Brandon Dubinsky,-,23,"C, LW",Left,NYR,Standard (1-way),23,,2,RFA,2011,"$1,850,000","$1,850,000","$1,700,000","$1,700,000",$0,$0,2009-10,0.032570422535211266,56800000
Alex Goligoski,MIN,23,LD/RD,Left,PIT,Standard (1-way),23,,3,RFA,2012,"$1,833,333","$1,833,333","$1,250,000","$1,250,000",$0,$0,2009-10,0.03227698943661972,56800000
Matthew Lombardi,-,27,C,Left,CGY,Standard (1-way),25,,3,UFA,2010,"$1,816,667","$1,816,667","$2,350,000","$2,350,000",$0,$0,2009-10,0.03198357394366197,56800000
Craig Anderson,-,28,G,Left,COL,Standard (1-way),28,,2,UFA,2011,"$1,812,500","$1,812,500","$1,500,000","$1,500,000",$0,$0,2009-10,0.03191021126760563,56800000
Kurt Sauer,-,28,D,Left,ARI,Standard (1-way),27,,4,UFA,2012,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2009-10,0.030809859154929578,56800000
Eric Belanger,-,31,C,Left,MIN,Standard (1-way),29,,3,UFA,2010,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2009-10,0.030809859154929578,56800000
Dan Ellis,-,29,G,Left,NSH,Standard (1-way),28,,2,UFA,2010,"$1,750,000","$1,750,000","$2,000,000","$2,000,000",$0,$0,2009-10,0.030809859154929578,56800000
Matt Stajan,-,25,C,Left,TOR,Standard (1-way),24,,2,UFA,2010,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2009-10,0.030809859154929578,56800000
Jordan Leopold,-,28,D,Left,FLA,Standard (1-way),28,M-NTC,1,UFA,2010,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2009-10,0.030809859154929578,56800000
Ryan Kesler,-,24,"C, RW",Right,VAN,Standard (1-way),22,,3,RFA,2010,"$1,750,000","$1,750,000","$1,750,000","$1,750,000",$0,$0,2009-10,0.030809859154929578,56800000
Niclas Wallin,-,34,D,Left,CAR,Standard (1-way),31,NTC,4,UFA,2010,"$1,725,000","$1,725,000","$1,725,000","$1,725,000",$0,$0,2009-10,0.030369718309859156,56800000
Chad Larose,-,27,"RW, LW",Right,CAR,Standard (1-way),27,,2,UFA,2011,"$1,700,000","$1,700,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02992957746478873,56800000
Kent Huskins,-,30,D,Left,SJS,Standard (1-way),30,,2,UFA,2011,"$1,700,000","$1,700,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02992957746478873,56800000
Matt Walker,-,29,D,Right,TBL,Standard (1-way),29,,4,UFA,2013,"$1,700,000","$1,700,000","$1,275,000","$1,275,000",$0,$0,2009-10,0.02992957746478873,56800000
Alexander Steen,-,25,"LW, RW, C",Left,TOR,Standard (1-way),23,,2,RFA,2010,"$1,700,000","$1,700,000","$1,700,000","$1,700,000",$0,$0,2009-10,0.02992957746478873,56800000
Jussi Jokinen,-,26,"LW, RW",Left,CAR,Standard (1-way),26,,2,UFA,2011,"$1,700,000","$1,700,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02992957746478873,56800000
Joe Pavelski,DAL,24,RW,Right,SJS,Standard (1-way),23,,2,RFA,2010,"$1,637,500","$1,637,500","$1,725,000","$1,725,000",$0,$0,2009-10,0.028829225352112676,56800000
Rostislav Klesla,-,27,D,Left,CBJ,Standard (1-way),24,,4,UFA,2010,"$1,600,000","$1,600,000","$2,250,000","$2,250,000",$0,$0,2009-10,0.028169014084507043,56800000
Loui Eriksson,-,23,"LW, RW",Left,DAL,Standard (1-way),22,,2,RFA,2010,"$1,600,000","$1,600,000","$1,700,000","$1,700,000",$0,$0,2009-10,0.028169014084507043,56800000
Shane O'Brien,-,25,LD,Left,VAN,Standard (1-way),25,,1,RFA,2010,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",$0,$0,2009-10,0.028169014084507043,56800000
Brad Lukowich,-,32,D,Left,TBL,Standard (1-way),30,,3,UFA,2010,"$1,566,667","$1,566,667","$1,800,000","$1,800,000",$0,$0,2009-10,0.027582165492957746,56800000
Mathieu Schneider,-,40,D,Left,VAN,35+ (1-way),40,,1,UFA,2010,"$1,550,000","$1,550,000","$1,550,000","$1,550,000",$0,$0,2009-10,0.027288732394366196,56800000
Steve Montador,-,Deceased (35),D,Right,BUF,Standard (1-way),29,,2,UFA,2011,"$1,550,000","$1,550,000","$1,550,000","$1,550,000",$0,$0,2009-10,0.027288732394366196,56800000
Dan Girardi,-,25,RD,Right,NYR,Standard (1-way),23,,2,RFA,2010,"$1,550,000","$1,550,000","$1,600,000","$1,600,000",$0,$0,2009-10,0.027288732394366196,56800000
Andrew Ladd,-,23,LW,Left,CHI,Standard (1-way),22,,2,RFA,2010,"$1,550,000","$1,550,000","$1,650,000","$1,650,000",$0,$0,2009-10,0.027288732394366196,56800000
Jason Williams,-,28,RW,Right,DET,Standard (1-way),28,,1,UFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Nick Boynton,-,30,RD,Right,ANA,Standard (1-way),30,,1,UFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Georges Laraque,-,32,RW,Right,MTL,Standard (1-way),31,,3,UFA,2011,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Radek Martinek,-,32,RD,Right,NYI,Standard (1-way),31,,3,UFA,2011,"$1,500,000","$1,500,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.02640845070422535,56800000
Todd Bertuzzi,-,34,RW,Left,DET,Standard (1-way),34,,1,UFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Ray Emery,-,Deceased (35),G,Left,PHI,Standard (1-way),26,,1,UFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Scottie Upshall,-,25,LW,Left,ARI,Standard (1-way),25,,1,RFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Joel Ward,-,28,RW,Right,NSH,Standard (1-way),28,,2,UFA,2011,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Travis Moen,-,27,"LW, RW",Left,MTL,Standard (1-way),27,,3,UFA,2012,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Stephane Robidas,-,32,RD,Right,DAL,Standard (1-way),29,,3,UFA,2010,"$1,500,000","$1,500,000","$1,500,000","$1,500,000",$0,$0,2009-10,0.02640845070422535,56800000
Duncan Keith,-,25,LD,Left,CHI,Standard (1-way),22,,4,RFA,2010,"$1,475,000","$1,475,000","$1,900,000","$1,900,000",$0,$0,2009-10,0.02596830985915493,56800000
Matt Hunwick,-,24,LD,Left,BOS,Standard (1-way),24,,2,RFA,2011,"$1,450,000","$1,450,000","$1,350,000","$1,350,000",$0,$0,2009-10,0.025528169014084508,56800000
Jay McClement,-,26,C,Left,STL,Standard (1-way),26,,3,UFA,2012,"$1,450,000","$1,450,000","$1,400,000","$1,400,000",$0,$0,2009-10,0.025528169014084508,56800000
