Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2014,Bo Horvat,VAN,C,28,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
2014,Bobby Farnham,PIT,R,35,1989-01-21,North Andover,MA,USA,USA,70,190,-,-,-,-,-
2014,Bobby Robins,BOS,R,42,1981-10-17,Rhinelander,WI,USA,USA,73,220,-,-,-,-,-
2014,Bobby Ryan,OTT,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2014,Bogdan Yakimov,EDM,C,29,1994-10-04,Nizhnekamsk,RUS,RUS,77,188,2013,EDM,3,22,83,
2014,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
2014,Borna Rendulic,COL,R,31,1992-03-25,Zagreb,HRV,HRV,74,200,-,-,-,-,-,
2014,Boyd Gordon,EDM,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2014,Brad Boyes,FLA,R,41,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2014,Brad Hunt,EDM,D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
2014,Brad Malone,CAR,C,34,1989-05-20,Miramichi,NB,CAN,CAN,74,217,2007,COL,4,14,105
2014,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
2014,Brad Richards,CHI,C,43,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2014,Brad Richardson,VAN,"C, R",39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2014,Brad Stuart,COL,D,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2014,Brandon Bollig,CGY,L,37,1987-01-31,St. Charles,MO,USA,USA,74,220,-,-,-,-,-
2014,Brandon Davidson,EDM,D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
2014,Brandon DeFazio,VAN,L,35,1988-09-13,Etobicoke,ON,CAN,CAN,74,199,-,-,-,-,-
2014,Brandon Dubinsky,CBJ,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2014,Brandon Gormley,ARI,D,32,1992-02-18,Murray River,PE,CAN,CAN,74,188,2010,PHX,1,13,13
2014,Brandon Kozun,TOR,R,34,1990-03-08,Los Angeles,CA,USA,USA,68,167,2009,L.A,6,28,179
2014,Brandon Manning,PHI,D,33,1990-06-04,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
2014,Brandon McMillan,"ARI, VAN",L,34,1990-03-22,Richmond,BC,CAN,CAN,71,190,2008,ANA,3,24,85
2014,Brandon Pirri,FLA,R,32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
2014,Brandon Prust,MTL,L,40,1984-03-16,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2014,Brandon Saad,CHI,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
2014,Brandon Sutter,PIT,C,35,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2014,Brayden McNabb,L.A,D,33,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
2014,Brayden Schenn,PHI,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
2014,Braydon Coburn,"PHI, T.B",D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2014,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
2014,Brendan Ranford,DAL,L,31,1992-05-03,Edmonton,AB,CAN,CAN,70,188,2010,PHI,7,29,209
2014,Brendan Shinnimin,ARI,C,33,1991-01-07,Winnipeg,MB,CAN,CAN,70,185,-,-,-,-,-
2014,Brendan Smith,DET,D,35,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
2014,Brendan Woods,CAR,L,31,1992-06-11,Humboldt,SK,CAN,CAN,76,210,2012,CAR,5,8,129
2014,Brenden Dillon,"DAL, S.J",D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
2014,Brenden Morrow,T.B,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2014,Brent Burns,S.J,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2014,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2014,Brett Bellemore,CAR,D,35,1988-06-25,Windsor,ON,CAN,CAN,76,225,2007,CAR,6,11,162
2014,Brett Connolly,"BOS, T.B",R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
2014,Brett Kulak,CGY,D,30,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
2014,Brett Ritchie,DAL,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
2014,Brett Sutter,MIN,L,36,1987-06-02,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
2014,Brian Boyle,T.B,C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2014,Brian Campbell,FLA,D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2014,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2014,Brian Ferlin,BOS,R,31,1992-06-03,Jacksonville,FL,USA,USA,74,213,2011,BOS,4,30,121
2014,Brian Flynn,"BUF, MTL",C,35,1988-07-26,Lynnfield,MA,USA,USA,73,185,-,-,-,-,-
2014,Brian Gibbons,CBJ,C,36,1988-02-26,Braintree,MA,USA,USA,68,175,-,-,-,-,-
2014,Brian Gionta,BUF,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2014,Brian Lashoff,DET,D,33,1990-07-16,Albany,NY,USA,USA,75,215,-,-,-,-,-
2014,Brian McGrattan,CGY,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2014,Brian Strait,NYI,D,36,1988-01-04,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
2014,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
2014,Brody Sutter,CAR,C,32,1991-09-26,Viking,AB,CAN,CAN,77,203,2011,CAR,7,12,193
2014,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2014,Brooks Orpik,WSH,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2014,Bryan Allen,"ANA, MTL",D,43,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2014,Bryan Bickell,CHI,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2014,Bryan Lerg,S.J,C,38,1986-01-20,Livonia,MI,USA,USA,70,175,-,-,-,-,-
2014,Bryan Little,WPG,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2014,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
2014,Bryce Salvador,N.J,D,48,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2014,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2014,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,72,192,2010,DET,2,21,51,
2014,Calvin de Haan,NYI,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2014,Cam Atkinson,CBJ,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
2014,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
2014,Cameron Schilling,WSH,D,35,1988-10-07,Carmel,IN,USA,USA,74,182,-,-,-,-,-
2014,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,SWE,SWE,74,198,2007,TOR,7,13,194,
2014,Carl Hagelin,NYR,L,35,1988-08-23,Sodertalje,SWE,SWE,72,183,2007,NYR,6,17,168,
2014,Carl Klingberg,WPG,L,33,1991-01-28,Gothenburg,SWE,SWE,75,188,2009,ATL,2,4,34,
2014,Carl Soderberg,BOS,C,38,1985-10-12,Malmö,SWE,SWE,75,210,2004,STL,2,19,49,
2014,Carlo Colaiacovo,PHI,D,41,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2014,Carter Ashton,TOR,R,32,1991-04-01,Winnipeg,MB,CAN,CAN,75,215,2009,T.B,1,29,29
2014,Casey Bailey,TOR,R,32,1991-10-27,Anchorage,AK,USA,USA,75,195,-,-,-,-,-
2014,Casey Cizikas,NYI,C,33,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
2014,Cedric Paquette,T.B,C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
2014,Chad Ruhwedel,BUF,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2014,Charlie Coyle,MIN,C,32,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
2014,Chris Brown,WSH,R,33,1991-02-03,Flower Mound,TX,USA,USA,74,188,2009,PHX,2,6,36
2014,Chris Butler,STL,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2014,Chris Conner,WSH,R,40,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
2014,Chris Higgins,VAN,L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2014,Chris Kelly,BOS,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2014,Chris Kreider,NYR,L,32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
2014,Chris Kunitz,PIT,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2014,Chris Mueller,NYR,C,38,1986-03-06,West Seneca,NY,USA,USA,71,196,-,-,-,-,-
2014,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2014,Chris Phillips,OTT,D,46,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2014,Chris Porter,STL,L,39,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
2014,Chris Stewart,"BUF, MIN",R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2014,Chris Summers,"ARI, NYR",D,36,1988-02-05,Ann Arbor,MI,USA,USA,74,207,2006,PHX,1,29,29
2014,Chris Terry,CAR,L,34,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
2014,Chris Thorburn,WPG,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2014,Chris Tierney,S.J,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
2014,Chris VandeVelde,PHI,C,37,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
2014,Chris Wagner,ANA,C,32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
2014,Christian Ehrhoff,PIT,D,41,1982-07-06,Moers,DEU,DEU,74,201,2001,S.J,4,10,106,
2014,Christian Folin,MIN,D,33,1991-02-09,Gothenburg,SWE,SWE,75,204,-,-,-,-,-,
2014,Christian Thomas,MTL,L,31,1992-05-26,Toronto,ON,CAN,CAN,69,175,2010,NYR,2,10,40
2014,Christopher Tanev,VAN,D,34,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
2014,Clarke MacArthur,OTT,L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2014,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2014,Clayton Stoner,ANA,D,39,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2014,Cody Ceci,OTT,D,30,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
2014,Cody Eakin,DAL,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
2014,Cody Franson,"NSH, TOR",D,36,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2014,Cody Goloubef,CBJ,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
2014,Cody Hodgson,BUF,C,34,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
2014,Cody McCormick,BUF,C,40,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
2014,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2014,Colby Robak,"ANA, FLA",D,33,1990-04-24,Dauphin,MB,CAN,CAN,75,194,2008,FLA,2,16,46
2014,Colin Fraser,STL,C,39,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2014,Colin Greening,OTT,C,38,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,OTT,7,10,204
2014,Colin McDonald,NYI,R,39,1984-09-30,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2014,Colin Smith,COL,C,30,1993-06-20,Edmonton,AB,CAN,CAN,70,185,2012,COL,7,11,192
2014,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
2014,Colton Orr,TOR,R,42,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2014,Colton Sceviour,DAL,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
2014,Connor Murphy,ARI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2014,Conor Allen,NYR,D,34,1990-01-31,Chicago,IL,USA,USA,73,188,-,-,-,-,-
2014,Corban Knight,CGY,C,33,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,FLA,5,14,135
2014,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2014,Corey Potter,CGY,D,40,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2014,Corey Tropp,CBJ,R,34,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
2014,Cory Conacher,NYI,C,34,1989-12-14,Burlington,ON,CAN,CAN,68,185,-,-,-,-,-
2014,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,72,200,1996,HFD,9,8,223,
2014,Craig Cunningham,"ARI, BOS",L,33,1990-09-13,Trail,BC,CAN,CAN,70,184,2010,BOS,4,7,97
2014,Craig Smith,NSH,R,34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
2014,Curtis Glencross,"CGY, WSH",L,41,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2014,Curtis Hamilton,EDM,L,32,1991-12-04,Tacoma,WA,USA,USA,74,212,2010,EDM,2,18,48
2014,Curtis Lazar,OTT,C,29,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,OTT,1,17,17
2014,Curtis McKenzie,DAL,L,33,1991-02-22,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
2014,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,77,225,1996,PHI,1,15,15,
2014,Dale Weise,MTL,R,35,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,NYR,4,20,111
2014,Dalton Prout,CBJ,D,34,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
2014,Damien Brunner,N.J,R,38,1986-03-09,Zürich,CHE,CHE,71,185,-,-,-,-,-,
2014,Damon Severson,N.J,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
2014,Dan Boyle,NYR,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2014,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2014,Dan Hamhuis,VAN,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2014,Dana Tyrell,CBJ,C,34,1989-04-23,Airdrie,AB,CAN,CAN,70,192,2007,T.B,2,17,47
2014,Daniel Briere,COL,C,46,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2014,Daniel Carcillo,CHI,L,39,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2014,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2014,Daniel Paille,BOS,L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2014,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2014,Daniel Winnik,"PIT, TOR",L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2014,Daniil Tarasov,S.J,R,32,1991-06-20,Moscow,RUS,RUS,72,188,-,-,-,-,-,
2014,Danny Biega,CAR,D,32,1991-09-29,Montreal,QC,CAN,CAN,72,205,2010,CAR,3,7,67
2014,Danny DeKeyser,DET,D,34,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
2014,Dany Heatley,ANA,L,43,1981-01-21,Freiburg,DEU,CAN,75,212,2000,ATL,1,2,2,
2014,Darnell Nurse,EDM,D,29,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
2014,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2014,Dave Bolland,FLA,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
