Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2016,Alex Galchenyuk,MTL,C,30,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,MTL,1,3,3
2016,Alex Goligoski,ARI,D,38,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,PIT,2,31,61
2016,Alex Killorn,T.B,"C, L",34,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,T.B,3,16,77
2016,Alex Ovechkin,WSH,L,38,1985-09-17,Moscow,RUS,RUS,75,238,2004,WSH,1,1,1,
2016,Alex Petrovic,FLA,D,32,1992-03-03,Edmonton,AB,CAN,CAN,76,220,2010,FLA,2,6,36
2016,Alex Pietrangelo,STL,D,34,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
2016,Alex Tuch,MIN,R,27,1996-05-10,Syracuse,NY,USA,USA,76,219,2014,MIN,1,18,18
2016,Alexander Burmistrov,"ARI, WPG",C,32,1991-10-21,Kazan,RUS,RUS,73,180,2010,ATL,1,8,8,
2016,Alexander Edler,VAN,D,37,1986-04-21,Ostersund,SWE,SWE,76,210,2004,VAN,3,26,91,
2016,Alexander Nylander,BUF,R,26,1998-03-02,Calgary,AB,CAN,CAN,73,192,2016,BUF,1,8,8
2016,Alexander Radulov,MTL,R,37,1986-07-05,Nizhny Tagil,RUS,RUS,73,200,2004,NSH,1,15,15,
2016,Alexander Steen,STL,L,40,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,TOR,1,24,24
2016,Alexander Wennberg,CBJ,C,29,1994-09-22,Stockholm,SWE,SWE,74,190,2013,CBJ,1,14,14,
2016,Alexandre Burrows,"OTT, VAN",L,42,1981-04-11,Pincourt,QC,CAN,CAN,73,197,-,-,-,-,-
2016,Alexandre Carrier,NSH,D,27,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,NSH,4,24,115
2016,Alexandre Grenier,VAN,R,32,1991-09-05,Laval,QC,CAN,CAN,77,200,2011,VAN,3,29,90
2016,Alexei Emelin,MTL,D,37,1986-04-25,Togliatti,RUS,RUS,74,218,2004,MTL,3,19,84,
2016,Alexey Marchenko,"DET, TOR",D,32,1992-01-02,Moscow,RUS,RUS,75,210,2011,DET,7,24,205,
2016,Anders Lee,NYI,L,33,1990-07-03,Edina,MN,USA,USA,75,235,2009,NYI,6,1,152
2016,Andre Burakovsky,WSH,L,29,1995-02-09,Klagenfurt,AUT,SWE,75,209,2013,WSH,1,23,23,
2016,Andreas Athanasiou,DET,C,29,1994-08-06,London,ON,CAN,CAN,74,190,2012,DET,4,19,110
2016,Andreas Englund,OTT,D,28,1996-01-21,Stockholm,SWE,SWE,75,189,2014,OTT,2,10,40,
2016,Andreas Martinsen,"COL, MTL",L,33,1990-06-13,Bærum,NOR,NOR,75,225,-,-,-,-,-,
2016,Andrei Markov,MTL,D,45,1978-12-20,Voskresensk,RUS,RUS,72,200,1998,MTL,6,17,162,
2016,Andrej Nestrasil,CAR,C,33,1991-02-22,Prague,CZE,CZE,75,200,2009,DET,3,14,75,
2016,Andrej Sekera,EDM,D,37,1986-06-08,Bojnice,SVK,SVK,72,200,2004,BUF,3,6,71,
2016,Andrej Sustr,T.B,D,33,1990-11-29,Plzen,CZE,CZE,79,217,-,-,-,-,-,
2016,Andrew Cogliano,ANA,"C, L",36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
2016,Andrew Copp,WPG,C,29,1994-07-08,Ann Arbor,MI,USA,USA,73,199,2013,WPG,4,13,104
2016,Andrew Desjardins,CHI,"C, L",37,1986-07-27,Lively,ON,CAN,CAN,73,195,-,-,-,-,-
2016,Andrew Ladd,NYI,L,38,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,CAR,1,4,4
2016,Andrew MacDonald,PHI,D,37,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
2016,Andrew Poturalski,CAR,C,30,1994-01-14,Williamsville,NY,USA,USA,70,183,-,-,-,-,-
2016,Andrew Shaw,MTL,C,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
2016,Andy Andreoff,L.A,L,32,1991-05-17,Pickering,ON,CAN,CAN,73,208,2011,L.A,3,19,80
2016,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
2016,Anthony Beauvillier,NYI,C,26,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,NYI,1,28,28
2016,Anthony Bitetto,NSH,D,33,1990-07-15,Island Park,NY,USA,USA,73,222,2010,NSH,6,18,168
2016,Anthony DeAngelo,ARI,D,28,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,T.B,1,19,19
2016,Anthony Duclair,ARI,L,28,1995-08-26,Pointe-Claire,QC,CAN,CAN,71,197,2013,NYR,3,19,80
2016,Anthony Mantha,DET,R,29,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,DET,1,20,20
2016,Antoine Roussel,DAL,L,34,1989-11-21,Roubaix,FRA,FRA,71,200,-,-,-,-,-,
2016,Antoine Vermette,ANA,C,41,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2016,Anton Blidh,BOS,L,29,1995-03-14,Molnlycke,SWE,SWE,73,197,2013,BOS,6,29,180,
2016,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,SWE,SWE,72,184,2009,EDM,2,10,40,
2016,Anton Lindholm,COL,D,29,1994-11-29,Skellefteå,SWE,SWE,71,191,2014,COL,5,24,144,
2016,Anton Rodin,VAN,R,33,1990-11-21,Stockholm,SWE,SWE,71,186,2009,VAN,2,23,53,
2016,Anton Slepyshev,EDM,L,29,1994-05-13,Penza,RUS,RUS,74,221,2013,EDM,3,27,88,
2016,Anton Stralman,T.B,D,37,1986-08-01,Tibro,SWE,SWE,71,193,2005,TOR,7,22,216,
2016,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2016,Artem Anisimov,CHI,C,35,1988-05-24,Yaroslavl,RUS,RUS,76,199,2006,NYR,2,24,54,
2016,Artemi Panarin,CHI,"C, L",32,1991-10-30,Korkino,RUS,RUS,72,173,-,-,-,-,-,
2016,Artturi Lehkonen,MTL,L,28,1995-07-04,Piikkio,FIN,FIN,71,179,2013,MTL,2,25,55,
2016,Austin Czarnik,BOS,C,31,1992-12-12,Detroit,MI,USA,USA,69,170,-,-,-,-,-
2016,Austin Watson,NSH,L,32,1992-01-13,Ann Arbor,MI,USA,USA,76,204,2010,NSH,1,18,18
2016,Auston Matthews,TOR,C,26,1997-09-17,San Ramon,CA,USA,USA,75,208,2016,TOR,1,1,1
2016,Barclay Goodrow,S.J,R,31,1993-02-26,Toronto,ON,CAN,CAN,74,204,-,-,-,-,-
2016,Beau Bennett,N.J,R,32,1991-11-27,Gardena,CA,USA,USA,74,195,2010,PIT,1,20,20
2016,Ben Chiarot,WPG,D,32,1991-05-09,Hamilton,ON,CAN,CAN,75,232,2009,ATL,4,29,120
2016,Ben Harpur,OTT,D,29,1995-01-12,Hamilton,ON,CAN,CAN,78,231,2013,OTT,4,17,108
2016,Ben Hutton,VAN,D,30,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,VAN,5,26,147
2016,Ben Lovejoy,N.J,D,40,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
2016,Ben Smith,"COL, TOR",R,35,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,CHI,6,18,169
2016,Ben Street,DET,C,37,1987-02-13,Coquitlam,BC,CAN,CAN,71,190,-,-,-,-,-
2016,Ben Thomson,N.J,L,31,1993-01-16,Brampton,ON,CAN,CAN,75,205,2012,N.J,4,5,96
2016,Benoit Pouliot,EDM,L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2016,Blake Coleman,N.J,C,32,1991-11-28,Plano,TX,USA,USA,71,199,2011,N.J,3,14,75
2016,Blake Comeau,COL,L,38,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2016,Blake Pietila,N.J,L,31,1993-02-20,Milford,MI,USA,USA,71,200,2011,N.J,5,8,129
2016,Blake Speers,N.J,C,27,1997-01-02,Sault Ste. Marie,ON,CAN,CAN,71,185,2015,N.J,3,6,67
2016,Blake Wheeler,WPG,R,37,1986-08-31,Plymouth,MN,USA,USA,77,220,2004,PHX,1,5,5
2016,Bo Horvat,VAN,C,28,1995-04-05,London,ON,CAN,CAN,72,215,2013,VAN,1,9,9
2016,Bobby Farnham,MTL,R,35,1989-01-21,North Andover,MA,USA,USA,70,190,-,-,-,-,-
2016,Bobby Ryan,OTT,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2016,Boone Jenner,CBJ,C,30,1993-06-15,Dorchester,ON,CAN,CAN,74,203,2011,CBJ,2,7,37
2016,Borna Rendulic,VAN,R,31,1992-03-25,Zagreb,HRV,HRV,74,200,-,-,-,-,-,
2016,Boyd Gordon,PHI,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2016,Bracken Kearns,NYI,C,42,1981-05-12,North Vancouver,BC,CAN,CAN,72,188,-,-,-,-,-
2016,Brad Hunt,"NSH, STL",D,35,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,-,-,-,-,-
2016,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
2016,Brad Richardson,ARI,R,39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2016,Brady Austin,BUF,D,30,1993-06-16,Bobcaygeon,ON,CAN,CAN,76,230,2012,BUF,7,12,193
2016,Brady Skjei,NYR,D,29,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,NYR,1,28,28
2016,Brandon Carlo,BOS,D,27,1996-11-26,Colorado Springs,CO,USA,USA,78,218,2015,BOS,2,7,37
2016,Brandon Davidson,"EDM, MTL",D,32,1991-08-21,Taber,AB,CAN,CAN,74,204,2010,EDM,6,12,162
2016,Brandon Dubinsky,CBJ,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2016,Brandon Manning,PHI,D,33,1990-06-04,Prince George,BC,CAN,CAN,73,205,-,-,-,-,-
2016,Brandon Montour,ANA,D,29,1994-04-11,Brantford,ON,CAN,CAN,72,194,2014,ANA,2,25,55
2016,Brandon Pirri,NYR,"C, R",32,1991-04-10,Toronto,ON,CAN,CAN,72,180,2009,CHI,2,29,59
2016,Brandon Saad,CBJ,L,31,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,CHI,2,13,43
2016,Brandon Sutter,VAN,C,35,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2016,Brandon Tanev,WPG,L,32,1991-12-31,Toronto,ON,CAN,CAN,72,189,-,-,-,-,-
2016,Brayden McNabb,L.A,D,33,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,BUF,3,5,66
2016,Brayden Point,T.B,C,28,1996-03-13,Calgary,AB,CAN,CAN,71,180,2014,T.B,3,19,79
2016,Brayden Schenn,PHI,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
2016,Braydon Coburn,T.B,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2016,Brendan Gallagher,MTL,R,31,1992-05-06,Edmonton,AB,CAN,CAN,69,186,2010,MTL,5,27,147
2016,Brendan Gaunce,VAN,C,29,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,VAN,1,26,26
2016,Brendan Guhle,BUF,D,26,1997-07-29,Edmonton,AB,CAN,CAN,74,197,2015,BUF,2,21,51
2016,Brendan Perlini,ARI,L,27,1996-04-27,Guildford,GBR,GBR,75,211,2014,ARI,1,12,12,
2016,Brendan Smith,"DET, NYR",D,35,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,DET,1,27,27
2016,Brenden Dillon,S.J,D,33,1990-11-13,New Westminster,BC,CAN,CAN,76,224,-,-,-,-,-
2016,Brent Burns,S.J,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2016,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2016,Brett Connolly,WSH,R,31,1992-05-02,Campbell River,BC,CAN,CAN,75,198,2010,T.B,1,6,6
2016,Brett Kulak,CGY,D,30,1994-01-06,Edmonton,AB,CAN,CAN,73,197,2012,CGY,4,14,105
2016,Brett Lernout,MTL,D,28,1995-09-24,Winnipeg,MB,CAN,CAN,76,214,2014,MTL,3,13,73
2016,Brett Pesce,CAR,D,29,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,CAR,3,5,66
2016,Brett Ritchie,DAL,R,30,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,DAL,2,14,44
2016,Brian Boyle,"T.B, TOR",C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2016,Brian Campbell,CHI,D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2016,Brian Dumoulin,PIT,D,32,1991-09-06,Biddeford,ME,USA,USA,76,207,2009,CAR,2,21,51
2016,Brian Flynn,MTL,C,35,1988-07-26,Lynnfield,MA,USA,USA,73,185,-,-,-,-,-
2016,Brian Gionta,BUF,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2016,Brian Lashoff,DET,D,33,1990-07-16,Albany,NY,USA,USA,75,215,-,-,-,-,-
2016,Brian Strait,WPG,D,36,1988-01-04,Waltham,MA,USA,USA,73,188,2006,PIT,3,2,65
2016,Brock Boeser,VAN,R,27,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,VAN,1,23,23
2016,Brock McGinn,CAR,L,30,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,CAR,2,17,47
2016,Brock Nelson,NYI,C,32,1991-10-15,Warroad,MN,USA,USA,76,210,2010,NYI,1,30,30
2016,Brooks Orpik,WSH,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2016,Bryan Bickell,CAR,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2016,Bryan Little,WPG,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2016,Bryan Rust,PIT,R,31,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,PIT,3,20,80
2016,Buddy Robinson,OTT,R,32,1991-09-30,Bellmawr,NJ,USA,USA,78,232,-,-,-,-,-
2016,Byron Froese,"T.B, TOR",C,33,1991-03-12,Winkler,MB,CAN,CAN,73,202,2009,CHI,4,28,119
2016,C.J. Smith,BUF,L,29,1994-12-01,Des Moines,IA,USA,USA,71,191,-,-,-,-,-
2016,Cal Clutterbuck,NYI,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2016,Cal O'Reilly,BUF,C,37,1986-09-30,Toronto,ON,CAN,CAN,72,188,2005,NSH,5,25,150
2016,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,72,192,2010,DET,2,21,51,
2016,Calvin de Haan,NYI,D,32,1991-05-09,Carp,ON,CAN,CAN,73,195,2009,NYI,1,12,12
2016,Cam Atkinson,CBJ,R,34,1989-06-05,Riverside,CT,USA,USA,68,176,2008,CBJ,6,6,157
2016,Cam Fowler,ANA,D,32,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,ANA,1,12,12
2016,Cameron Gaunce,PIT,D,34,1990-03-19,Sudbury,ON,CAN,CAN,74,194,2008,COL,2,20,50
2016,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,SWE,SWE,74,198,2007,TOR,7,13,194,
2016,Carl Hagelin,PIT,L,35,1988-08-23,Sodertalje,SWE,SWE,72,183,2007,NYR,6,17,168,
2016,Carl Soderberg,COL,C,38,1985-10-12,Malmö,SWE,SWE,75,210,2004,STL,2,19,49,
2016,Carter Rowney,PIT,R,34,1989-05-10,Grand Prairie,AB,CAN,CAN,74,208,-,-,-,-,-
2016,Casey Bailey,OTT,R,32,1991-10-27,Anchorage,AK,USA,USA,75,195,-,-,-,-,-
2016,Casey Cizikas,NYI,C,33,1991-02-27,Toronto,ON,CAN,CAN,71,190,2009,NYI,4,1,92
2016,Casey Nelson,BUF,D,31,1992-07-18,Wisconsin Rapids,WI,USA,USA,73,185,-,-,-,-,-
2016,Cedric Paquette,T.B,C,30,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,T.B,4,10,101
2016,Chad Ruhwedel,PIT,D,33,1990-05-07,San Diego,CA,USA,USA,71,191,-,-,-,-,-
2016,Chandler Stephenson,WSH,C,29,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,WSH,3,16,77
2016,Charles Hudon,MTL,L,29,1994-06-23,Alma,QC,CAN,CAN,70,190,2012,MTL,5,1,122
2016,Charlie Coyle,MIN,C,32,1992-03-02,E. Weymouth,MA,USA,USA,75,223,2010,S.J,1,28,28
2016,Chris Butler,STL,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2016,Chris Kelly,OTT,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2016,Chris Kreider,NYR,"C, L",32,1991-04-30,Boxford,MA,USA,USA,75,230,2009,NYR,1,19,19
2016,Chris Kunitz,PIT,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2016,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2016,Chris Stewart,MIN,R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2016,Chris Terry,MTL,L,34,1989-04-07,Brampton,ON,CAN,CAN,70,191,2007,CAR,5,11,132
2016,Chris Thorburn,WPG,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2016,Chris Tierney,S.J,C,29,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,S.J,2,25,55
2016,Chris VandeVelde,PHI,C,37,1987-03-15,Moorhead,MN,USA,USA,74,190,2005,EDM,4,6,97
2016,Chris Wagner,ANA,"C, R",32,1991-05-27,Walpole,MA,USA,USA,72,192,2010,ANA,5,2,122
2016,Chris Wideman,OTT,D,34,1990-01-07,St. Louis,MO,USA,USA,70,181,2009,OTT,4,9,100
2016,Christian Dvorak,ARI,"C, L",28,1996-02-02,Palos,IL,USA,USA,73,193,2014,ARI,2,28,58
2016,Christian Fischer,ARI,R,26,1997-04-15,Chicago,IL,USA,USA,74,212,2015,ARI,2,2,32
2016,Christian Folin,MIN,D,33,1991-02-09,Gothenburg,SWE,SWE,75,204,-,-,-,-,-,
2016,Christoph Bertschy,MIN,C,29,1994-04-05,Fribourg,CHE,CHE,70,185,2012,MIN,6,7,158,
2016,Christopher DiDomenico,OTT,C,35,1989-02-20,Toronto,ON,CAN,CAN,71,174,2007,TOR,6,13,164
2016,Christopher Tanev,VAN,D,34,1989-12-20,Toronto,ON,CAN,CAN,74,193,-,-,-,-,-
2016,Clarke MacArthur,OTT,L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2016,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2016,Clayton Keller,ARI,C,25,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,ARI,1,7,7
2016,Clayton Stoner,ANA,D,39,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2016,Cody Bass,NSH,C,37,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
2016,Cody Ceci,OTT,D,30,1993-12-21,Ottawa,ON,CAN,CAN,74,210,2012,OTT,1,15,15
2016,Cody Eakin,DAL,C,32,1991-05-24,Winnipeg,MB,CAN,CAN,72,196,2009,WSH,3,24,85
2016,Cody Franson,BUF,D,36,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2016,Cody Goloubef,COL,D,34,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,CBJ,2,7,37
2016,Cody McLeod,"COL, NSH",L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2016,Cole Schneider,BUF,L,33,1990-08-26,Williamsville,NY,USA,USA,73,199,-,-,-,-,-
2016,Colin McDonald,PHI,R,39,1984-09-30,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2016,Colin Miller,BOS,D,31,1992-10-29,Sault Ste. Marie,ON,CAN,CAN,73,200,2012,L.A,5,30,151
2016,Colin White,OTT,C,27,1997-01-30,Boston,MA,USA,USA,73,194,2015,OTT,1,21,21
2016,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
2016,Colton Parayko,STL,D,30,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,STL,3,25,86
2016,Colton Sceviour,FLA,C,34,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,DAL,4,21,112
2016,Colton Sissons,NSH,C,30,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,NSH,2,20,50
2016,Connor Brown,TOR,R,30,1994-01-14,Toronto,ON,CAN,CAN,72,181,2012,TOR,6,5,156
2016,Connor Carrick,TOR,D,29,1994-04-13,Orland Park,IL,USA,USA,70,198,2012,WSH,5,16,137
2016,Connor Jones,NYI,C,33,1990-08-16,Montrose,BC,CAN,CAN,69,182,-,-,-,-,-
2016,Connor McDavid,EDM,C,27,1997-01-13,Richmond Hill,ON,CAN,CAN,73,193,2015,EDM,1,1,1
2016,Connor Murphy,ARI,D,30,1993-03-26,Dublin,OH,USA,USA,76,212,2011,PHX,1,20,20
2016,Conor Sheary,PIT,L,31,1992-06-08,Winchester,MA,USA,USA,69,179,-,-,-,-,-
2016,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2016,Corey Tropp,ANA,R,34,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,192,2007,BUF,3,28,89
2016,Cory Conacher,T.B,C,34,1989-12-14,Burlington,ON,CAN,CAN,68,185,-,-,-,-,-
2016,Craig Smith,NSH,"C, R",34,1989-09-05,Madison,WI,USA,USA,72,204,2009,NSH,4,7,98
2016,Cristoval Nieves,NYR,C,30,1994-01-23,Syracuse,NY,USA,USA,75,214,2012,NYR,2,29,59
2016,Curtis Lazar,"CGY, OTT",C,29,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,OTT,1,17,17
2016,Curtis McKenzie,DAL,L,33,1991-02-22,Golden,BC,CAN,CAN,74,205,2009,DAL,6,8,159
2016,Dale Weise,PHI,R,35,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,NYR,4,20,111
2016,Dalton Prout,"CBJ, N.J",D,34,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,CBJ,6,4,154
2016,Damon Severson,N.J,D,29,1994-08-07,Melville,SK,CAN,CAN,74,205,2012,N.J,2,30,60
2016,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2016,Dan Hamhuis,DAL,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2016,Dan Renouf,DET,D,29,1994-06-01,Pickering,ON,CAN,CAN,73,198,-,-,-,-,-
2016,Daniel Carr,MTL,L,32,1991-11-01,Sherwood Park,AB,CAN,CAN,72,186,-,-,-,-,-
2016,Daniel O'Regan,S.J,C,30,1994-01-30,Berlin,DEU,USA,70,180,2012,S.J,5,17,138,
2016,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2016,Daniel Winnik,WSH,L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2016,Danny DeKeyser,DET,D,34,1990-03-07,Detroit,MI,USA,USA,75,183,-,-,-,-,-
2016,Danton Heinen,BOS,C,28,1995-07-05,Langley,BC,CAN,CAN,73,188,2014,BOS,4,26,116
2016,Darnell Nurse,EDM,D,29,1995-02-04,Hamilton,ON,CAN,CAN,76,221,2013,EDM,1,7,7
2016,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2016,David Backes,BOS,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2016,David Desharnais,"EDM, MTL",C,37,1986-09-14,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
2016,David Krejci,BOS,C,37,1986-04-28,Sternberk,CZE,CZE,72,192,2004,BOS,2,33,63,
2016,David Pastrnak,BOS,R,27,1996-05-25,Havirov,CZE,CZE,73,195,2014,BOS,1,25,25,
2016,David Perron,STL,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
