Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2011,Aaron Gagnon,WPG,C,37,1986-04-24,Quesnel,BC,CAN,CAN,71,186,2004,PHX,8,13,240
2011,Aaron Johnson,CBJ,D,40,1983-04-30,Port Hawkesbury,NS,CAN,CAN,73,204,2001,CBJ,3,22,85
2011,Aaron Ness,NYI,D,33,1990-05-18,Roseau,MN,USA,USA,70,184,2008,NYI,2,10,40
2011,Aaron Palushaj,MTL,R,34,1989-09-07,Livonia,MI,USA,USA,72,187,2007,STL,2,14,44
2011,Aaron Rome,VAN,D,40,1983-09-27,Nesbitt,MB,CAN,CAN,73,220,2002,L.A,4,8,104
2011,Aaron Volpatti,VAN,L,38,1985-05-30,Revelstoke,BC,CAN,CAN,72,215,-,-,-,-,-
2011,Adam Burish,DAL,R,41,1983-01-06,Madison,WI,USA,USA,73,195,2002,CHI,9,22,282
2011,Adam Cracknell,STL,R,38,1985-07-15,Prince Albert,SK,CAN,CAN,74,209,2004,CGY,9,21,279
2011,Adam Hall,T.B,R,43,1980-08-14,Kalamazoo,MI,USA,USA,74,212,1999,NSH,2,24,52
2011,Adam Henrique,N.J,C,34,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,N.J,3,21,82
2011,Adam Larsson,N.J,D,31,1992-11-12,Skellefteå,SWE,SWE,75,209,2011,N.J,1,4,4,
2011,Adam McQuaid,BOS,D,37,1986-10-12,Charlottetown,PE,CAN,CAN,76,210,2005,CBJ,2,25,55
2011,Adam Pardy,DAL,D,39,1984-03-29,Bonavista,NL,CAN,CAN,76,227,2004,CGY,6,10,173
2011,Adrian Aucoin,PHX,D,50,1973-07-03,Ottawa,ON,CAN,CAN,74,215,1992,VAN,5,21,117
2011,Akim Aliu,CGY,R,34,1989-04-24,Okene,NGA,NGA,76,225,2007,CHI,2,26,56,
2011,Alec Martinez,L.A,D,36,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,L.A,4,4,95
2011,Ales Hemsky,EDM,R,40,1983-08-13,Pardubice,CZE,CZE,72,177,2001,EDM,1,13,13,
2011,Alex Goligoski,DAL,D,38,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,PIT,2,31,61
2011,Alex Ovechkin,WSH,L,38,1985-09-17,Moscow,RUS,RUS,75,238,2004,WSH,1,1,1,
2011,Alex Pietrangelo,STL,D,34,1990-01-18,King City,ON,CAN,CAN,75,215,2008,STL,1,4,4
2011,Alex Plante,EDM,D,34,1989-05-09,Brandon,MB,CAN,CAN,76,230,2007,EDM,1,15,15
2011,Alex Tanguay,CGY,L,44,1979-11-21,Ste-Justine,QC,CAN,CAN,73,194,1998,COL,1,12,12
2011,Alexander Burmistrov,WPG,C,32,1991-10-21,Kazan,RUS,RUS,73,180,2010,ATL,1,8,8,
2011,Alexander Edler,VAN,D,37,1986-04-21,Ostersund,SWE,SWE,76,210,2004,VAN,3,26,91,
2011,Alexander Radulov,NSH,R,37,1986-07-05,Nizhny Tagil,RUS,RUS,73,200,2004,NSH,1,15,15,
2011,Alexander Semin,WSH,R,40,1984-03-03,Krasnojarsk,RUS,RUS,74,211,2002,WSH,1,13,13,
2011,Alexander Steen,STL,L,40,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,TOR,1,24,24
2011,Alexander Sulzer,"BUF, VAN",D,39,1984-05-30,Kaufbeuren,DEU,DEU,73,198,2003,NSH,3,24,92,
2011,Alexander Urbom,N.J,D,33,1990-12-20,Stockholm,SWE,SWE,76,215,2009,N.J,3,12,73,
2011,Alexandre Bolduc,PHX,C,38,1985-06-26,Montreal,QC,CAN,CAN,75,200,2003,STL,4,26,127
2011,Alexandre Burrows,VAN,L,42,1981-04-11,Pincourt,QC,CAN,CAN,73,197,-,-,-,-,-
2011,Alexandre Giroux,CBJ,L,42,1981-06-16,Quebec City,QC,CAN,CAN,75,208,1999,OTT,7,27,213
2011,Alexandre Picard,PIT,D,38,1985-07-05,Gatineau,QC,CAN,CAN,75,215,2003,PHI,3,17,85
2011,Alexei Emelin,MTL,D,37,1986-04-25,Togliatti,RUS,RUS,74,218,2004,MTL,3,19,84,
2011,Alexei Ponikarovsky,"CAR, N.J",L,43,1980-04-09,Kiev,UKR,UKR,76,225,1998,TOR,4,1,87,
2011,Andre Deveaux,NYR,C,40,1984-02-23,Freeport,BHS,BHS,75,239,2002,MTL,6,16,182,
2011,Andre Petersson,OTT,R,33,1990-09-11,Olofstrom,SWE,SWE,69,175,2008,OTT,4,18,109,
2011,Andreas Engqvist,MTL,C,36,1987-12-23,Stockholm,SWE,SWE,76,199,-,-,-,-,-,
2011,Andreas Lilja,PHI,D,48,1975-07-13,Helsingborg,SWE,SWE,75,220,2000,L.A,2,24,54,
2011,Andreas Nodl,"CAR, PHI",R,37,1987-02-28,Vienna,AUT,AUT,73,196,2006,PHI,2,9,39,
2011,Andrei Kostitsyn,"MTL, NSH",L,39,1985-02-03,Novopolotsk,BLR,BLR,72,214,2003,MTL,1,10,10,
2011,Andrei Loktionov,L.A,C,33,1990-05-30,Voskresensk,RUS,RUS,71,190,2008,L.A,5,2,123,
2011,Andrei Markov,MTL,D,45,1978-12-20,Voskresensk,RUS,RUS,72,200,1998,MTL,6,17,162,
2011,Andrej Meszaros,PHI,D,38,1985-10-13,Povaská Bystrica,SVK,SVK,74,223,2004,OTT,1,23,23,
2011,Andrej Sekera,BUF,D,37,1986-06-08,Bojnice,SVK,SVK,72,200,2004,BUF,3,6,71,
2011,Andrew Alberts,VAN,D,42,1981-06-30,Minneapolis,MN,USA,USA,77,218,2001,BOS,6,14,179
2011,Andrew Brunette,CHI,L,50,1973-08-24,Sudbury,ON,CAN,CAN,73,215,1993,WSH,7,18,174
2011,Andrew Cogliano,ANA,L,36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
2011,Andrew Desjardins,S.J,L,37,1986-07-27,Lively,ON,CAN,CAN,73,195,-,-,-,-,-
2011,Andrew Ebbett,VAN,C,41,1983-01-02,Vernon,BC,CAN,CAN,69,174,-,-,-,-,-
2011,Andrew Ference,BOS,D,45,1979-03-17,Edmonton,AB,CAN,CAN,71,182,1997,PIT,8,18,208
2011,Andrew Gordon,ANA,R,38,1985-12-13,Porters Lake,NS,CAN,CAN,72,194,2004,WSH,7,4,197
2011,Andrew Joudrey,CBJ,C,39,1984-07-15,Halifax,NS,CAN,CAN,70,185,2003,WSH,8,20,249
2011,Andrew Ladd,WPG,L,38,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,CAR,1,4,4
2011,Andrew MacDonald,NYI,D,37,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,NYI,6,7,160
2011,Andrew Murray,S.J,C,42,1981-11-06,Selkirk,MB,CAN,CAN,74,210,2001,CBJ,8,15,242
2011,Andrew Shaw,CHI,C,32,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,CHI,5,18,139
2011,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
2011,Andy McDonald,STL,L,46,1977-08-25,Strathroy,ON,CAN,CAN,70,175,-,-,-,-,-
2011,Andy Miele,PHX,C,35,1988-04-15,Grosse Pointe Woods,MI,USA,USA,67,169,-,-,-,-,-
2011,Andy Sutton,EDM,D,49,1975-03-10,Kingston,ON,CAN,CAN,78,245,-,-,-,-,-
2011,Anthony Stewart,CAR,R,39,1985-01-05,LaSalle,QC,CAN,CAN,75,230,2003,FLA,1,25,25
2011,Antoine Vermette,"CBJ, PHX",C,41,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2011,Anton Babchuk,CGY,D,39,1984-05-06,Kiev,UKR,UKR,77,200,2002,CHI,1,21,21,
2011,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,SWE,SWE,72,184,2009,EDM,2,10,40,
2011,Anton Stralman,NYR,D,37,1986-08-01,Tibro,SWE,SWE,71,193,2005,TOR,7,22,216,
2011,Anton Volchenkov,N.J,D,42,1982-02-25,Moscow,RUS,RUS,73,220,2000,OTT,1,21,21,
2011,Antti Miettinen,WPG,R,43,1980-07-03,Hämeenlinna,FIN,FIN,72,190,2000,DAL,7,27,224,
2011,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2011,Arron Asham,PIT,R,45,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
2011,Artem Anisimov,NYR,C,35,1988-05-24,Yaroslavl,RUS,RUS,76,199,2006,NYR,2,24,54,
2011,Arturs Kulda,WPG,D,35,1988-07-25,Riga,LVA,LVA,74,215,2006,ATL,7,17,200,
2011,B.J. Crombeen,STL,R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2011,Barret Jackman,STL,D,43,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2011,Ben Eager,EDM,L,40,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
