Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2007,Alexandre Picard,CBJ,L,38,1985-10-09,Les Saules,QC,CAN,CAN,74,206,2004,CBJ,1,8,8
2007,Alexei Ponikarovsky,TOR,L,43,1980-04-09,Kiev,UKR,UKR,76,225,1998,TOR,4,1,87,
2007,Alexei Semenov,S.J,D,42,1981-04-10,Murmansk,RUS,RUS,78,245,1999,EDM,2,8,36,
2007,Alexei Zhitnik,ATL,D,51,1972-10-10,Kiev,UKR,UKR,71,225,1991,L.A,4,15,81,
2007,Allan Rourke,EDM,D,44,1980-03-06,Mississauga,ON,CAN,CAN,74,215,1998,TOR,6,9,154
2007,Anders Eriksson,CGY,D,49,1975-01-09,Bollnas,SWE,SWE,75,224,1993,DET,1,22,22,
2007,Andre Roy,T.B,R,49,1975-02-08,Port Chester,NY,USA,USA,76,229,1994,BOS,6,21,151
2007,Andreas Karlsson,T.B,C,48,1975-08-19,Luvika,SWE,SWE,76,201,1993,CGY,6,18,148,
2007,Andreas Lilja,DET,D,48,1975-07-13,Helsingborg,SWE,SWE,75,220,2000,L.A,2,24,54,
2007,Andrei Kostitsyn,MTL,L,39,1985-02-03,Novopolotsk,BLR,BLR,72,214,2003,MTL,1,10,10,
2007,Andrei Markov,MTL,D,45,1978-12-20,Voskresensk,RUS,RUS,72,200,1998,MTL,6,17,162,
2007,Andrei Zyuzin,CHI,D,46,1978-01-21,Ufa,RUS,RUS,73,208,1996,S.J,1,2,2,
2007,Andrej Meszaros,OTT,D,38,1985-10-13,Povaská Bystrica,SVK,SVK,74,223,2004,OTT,1,23,23,
2007,Andrej Sekera,BUF,D,37,1986-06-08,Bojnice,SVK,SVK,72,200,2004,BUF,3,6,71,
2007,Andrew Alberts,BOS,D,42,1981-06-30,Minneapolis,MN,USA,USA,77,218,2001,BOS,6,14,179
2007,Andrew Brunette,COL,L,50,1973-08-24,Sudbury,ON,CAN,CAN,73,215,1993,WSH,7,18,174
2007,Andrew Cogliano,EDM,"C, L",36,1987-06-14,Toronto,ON,CAN,CAN,70,179,2005,EDM,1,25,25
2007,Andrew Ebbett,ANA,C,41,1983-01-02,Vernon,BC,CAN,CAN,69,174,-,-,-,-,-
2007,Andrew Ference,BOS,D,45,1979-03-17,Edmonton,AB,CAN,CAN,71,182,1997,PIT,8,18,208
2007,Andrew Ladd,"CAR, CHI",L,38,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,CAR,1,4,4
2007,Andrew Murray,CBJ,C,42,1981-11-06,Selkirk,MB,CAN,CAN,74,210,2001,CBJ,8,15,242
2007,Andrew Peters,BUF,L,43,1980-05-05,St. Catharines,ON,CAN,CAN,76,240,1998,BUF,2,7,34
2007,Andy Greene,N.J,D,41,1982-10-30,Trenton,MI,USA,USA,71,190,-,-,-,-,-
2007,Andy Hilbert,NYI,L,43,1981-02-06,Howell,MI,USA,USA,70,188,2000,BOS,2,7,37
2007,Andy McDonald,"ANA, STL",L,46,1977-08-25,Strathroy,ON,CAN,CAN,70,175,-,-,-,-,-
2007,Andy Sutton,NYI,D,49,1975-03-10,Kingston,ON,CAN,CAN,78,245,-,-,-,-,-
2007,Andy Wozniewski,TOR,D,43,1980-05-25,Buffalo Grove,IL,USA,USA,77,225,-,-,-,-,-
2007,Anthony Stewart,FLA,R,39,1985-01-05,LaSalle,QC,CAN,CAN,75,230,2003,FLA,1,25,25
2007,Antoine Vermette,OTT,C,41,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2007,Anton Stralman,TOR,D,37,1986-08-01,Tibro,SWE,SWE,71,193,2005,TOR,7,22,216,
2007,Anton Volchenkov,OTT,D,42,1982-02-25,Moscow,RUS,RUS,73,220,2000,OTT,1,21,21,
2007,Antti Miettinen,DAL,R,43,1980-07-03,Hämeenlinna,FIN,FIN,72,190,2000,DAL,7,27,224,
2007,Antti Pihlstrom,NSH,L,39,1984-10-22,Vantaa,FIN,FIN,71,190,-,-,-,-,-,
2007,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2007,Arron Asham,N.J,R,45,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
2007,B.J. Crombeen,DAL,R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2007,Barret Jackman,STL,D,43,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2007,Barry Tallackson,N.J,R,40,1983-04-14,Grafton,ND,USA,USA,77,215,2002,N.J,2,23,53
2007,Bates Battaglia,TOR,L,48,1975-12-13,Chicago,IL,USA,USA,74,205,1994,ANA,6,2,132
2007,Ben Eager,"CHI, PHI",L,40,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
2007,Ben Guite,COL,R,45,1978-07-17,Montreal,QC,CAN,CAN,73,210,1997,MTL,7,11,172
2007,Ben Ondrus,TOR,R,41,1982-06-25,Sherwood Park,AB,CAN,CAN,71,208,-,-,-,-,-
2007,Ben Walter,NYI,C,39,1984-05-11,Beaconsfield,QC,CAN,CAN,73,190,2004,BOS,5,31,160
2007,Benoit Pouliot,MIN,L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2007,Bill Guerin,NYI,R,53,1970-11-09,Worcester,MA,USA,USA,74,220,1989,N.J,1,5,5
2007,Bill Thomas,PHX,R,40,1983-06-20,Pittsburgh,PA,USA,USA,73,185,-,-,-,-,-
2007,Blair Betts,NYR,C,44,1980-02-16,Edmonton,AB,CAN,CAN,75,210,1998,CGY,2,6,33
2007,Blair Jones,T.B,C,37,1986-09-27,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
2007,Blake Comeau,NYI,L,38,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2007,Bobby Allen,BOS,D,45,1978-11-14,Weymouth,MA,USA,USA,72,201,1998,BOS,2,25,52
2007,Bobby Holik,ATL,C,53,1971-01-01,Jihlava,CZE,CZE,76,230,1989,HFD,1,10,10,
2007,Bobby Ryan,ANA,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2007,Boris Valabik,ATL,D,38,1986-02-14,Nitra,SVK,SVK,79,255,2004,ATL,1,10,10,
2007,Boyd Devereaux,TOR,C,45,1978-04-16,Seaforth,ON,CAN,CAN,74,195,1996,EDM,1,6,6
2007,Boyd Gordon,WSH,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2007,Brad Boyes,STL,R,41,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2007,Brad Isbister,VAN,L,46,1977-05-07,Edmonton,AB,CAN,CAN,76,225,1995,WIN,3,15,67
2007,Brad Larsen,ATL,L,46,1977-06-28,Nakusp,BC,CAN,CAN,72,210,1997,COL,4,7,87
2007,Brad Lukowich,T.B,D,47,1976-08-12,Cranbrook,BC,CAN,CAN,73,191,1994,NYI,4,12,90
2007,Brad May,ANA,L,52,1971-11-29,Toronto,ON,CAN,CAN,73,213,1990,BUF,1,14,14
2007,Brad Richards,"DAL, T.B",C,43,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2007,Brad Richardson,COL,C,39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2007,Brad Stuart,"DET, L.A",D,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2007,Brad Winchester,DAL,L,43,1981-03-01,Madison,WI,USA,USA,77,230,2000,EDM,2,5,35
2007,Brady Murray,L.A,L,39,1984-08-17,Brandon,MB,CAN,USA,70,185,2003,L.A,5,16,152
2007,Brandon Bochenski,"ANA, BOS, NSH",R,41,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
2007,Brandon Dubinsky,NYR,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2007,Brandon Nolan,CAR,C,40,1983-07-18,St. Catharines,ON,CAN,CAN,73,192,2003,VAN,4,10,111
2007,Branislav Mezei,FLA,D,43,1980-10-08,Nitra,SVK,SVK,76,235,1999,NYI,1,10,10,
2007,Branko Radivojevic,MIN,R,43,1980-11-24,Piestany,SVK,SVK,72,208,1999,COL,3,27,93,
2007,Braydon Coburn,PHI,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2007,Brendan Bell,PHX,D,40,1983-03-31,Ottawa,ON,CAN,CAN,74,205,2001,TOR,3,2,65
2007,Brendan Morrison,VAN,C,48,1975-08-15,Pitt Meadows,BC,CAN,CAN,71,176,1993,N.J,2,13,39
2007,Brendan Shanahan,NYR,L,55,1969-01-23,Mimico,ON,CAN,CAN,75,220,1987,N.J,1,2,2
2007,Brendan Witt,NYI,D,49,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,WSH,1,11,11
2007,Brenden Morrow,DAL,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2007,Brent Burns,MIN,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2007,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2007,Brent Sopel,CHI,D,47,1977-01-07,Calgary,AB,CAN,CAN,74,205,1995,VAN,6,14,144
2007,Bret Hedican,CAR,D,53,1970-08-10,St. Paul,MN,USA,USA,74,210,1988,STL,10,9,198
2007,Brett Clark,COL,D,47,1976-12-23,Wapella,SK,CAN,CAN,72,194,1996,MTL,6,19,154
2007,Brett Lebda,DET,D,42,1982-01-15,Buffalo Grove,IL,USA,USA,69,195,-,-,-,-,-
2007,Brett McLean,FLA,C,45,1978-08-14,Comox,BC,CAN,CAN,71,184,1997,DAL,9,25,242
2007,Brett Sterling,ATL,L,39,1984-04-24,Los Angeles,CA,USA,USA,67,175,2003,ATL,5,9,145
2007,Brian Boyle,L.A,C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2007,Brian Campbell,"BUF, S.J",D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2007,Brian Gionta,N.J,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2007,Brian Lee,OTT,D,36,1987-03-26,Moorhead,MN,USA,USA,75,200,2005,OTT,1,9,9
2007,Brian McGrattan,OTT,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2007,Brian Pothier,WSH,D,46,1977-04-15,New Bedford,MA,USA,USA,72,204,-,-,-,-,-
2007,Brian Rafalski,DET,D,50,1973-09-28,Dearborn,MI,USA,USA,70,194,-,-,-,-,-
2007,Brian Rolston,MIN,R,51,1973-02-21,Flint,MI,USA,USA,74,215,1991,N.J,1,11,11
2007,Brian Sutherby,"ANA, WSH",C,42,1982-03-01,Edmonton,AB,CAN,CAN,74,208,2000,WSH,1,26,26
2007,Brian Willsie,L.A,R,46,1978-03-16,Belmont,ON,CAN,CAN,73,202,1996,COL,6,11,146
2007,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2007,Brooks Orpik,PIT,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2007,Bruno Gervais,NYI,D,39,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,NYI,6,15,182
2007,Bryan Allen,FLA,D,43,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2007,Bryan Berard,NYI,D,47,1977-03-05,Woonsocket,RI,USA,USA,74,220,1995,OTT,1,1,1
2007,Bryan Bickell,CHI,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2007,Bryan Little,ATL,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2007,Bryan McCabe,TOR,D,48,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,NYI,2,14,40
2007,Bryan Smolinski,MTL,C,52,1971-12-27,Toledo,OH,USA,USA,73,203,1990,BOS,1,21,21
2007,Bryan Young,EDM,D,37,1986-08-06,Ennismore,ON,CAN,CAN,73,191,2004,EDM,5,17,146
2007,Bryce Salvador,"N.J, STL",D,48,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2007,Byron Ritchie,VAN,C,46,1977-04-24,Burnaby,BC,CAN,CAN,70,190,1995,HFD,7,9,165
2007,Cal Clutterbuck,MIN,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2007,Cam Barker,CHI,D,37,1986-04-04,Winnipeg,MB,CAN,CAN,75,223,2004,CHI,1,3,3
2007,Cam Janssen,STL,R,39,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
2007,Carlo Colaiacovo,TOR,D,41,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2007,Casey Borer,CAR,D,38,1985-07-28,Minneapolis,MN,USA,USA,74,205,2004,CAR,3,4,69
2007,Chad Kilger,TOR,L,47,1976-11-27,Cornwall,ON,CAN,CAN,76,224,1995,ANA,1,4,4
2007,Chad LaRose,CAR,R,41,1982-03-27,Fraser,MI,USA,USA,70,181,-,-,-,-,-
2007,Chris Bourque,WSH,L,38,1986-01-29,Boston,MA,USA,USA,68,174,2004,WSH,2,3,33
2007,Chris Campoli,NYI,D,39,1984-07-09,Mississauga,ON,CAN,CAN,72,200,2004,NYI,7,34,227
2007,Chris Chelios,DET,D,62,1962-01-25,Chicago,IL,USA,USA,72,191,1981,MTL,2,19,40
2007,Chris Clark,WSH,R,48,1976-03-08,South Windsor,CT,USA,USA,72,191,1994,CGY,3,25,77
2007,Chris Conner,DAL,R,40,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
2007,Chris Drury,NYR,C,47,1976-08-20,Trumbull,CT,USA,USA,70,191,1994,QUE,3,20,72
2007,Chris Gratton,T.B,C,48,1975-07-05,Brantford,ON,CAN,CAN,76,226,1993,T.B,1,3,3
2007,Chris Higgins,MTL,L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2007,Chris Kelly,OTT,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2007,Chris Kunitz,ANA,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2007,Chris Minard,PIT,L,42,1981-11-18,Owen sound,ON,CAN,CAN,73,190,-,-,-,-,-
2007,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2007,Chris Phillips,OTT,D,46,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2007,Chris Pronger,ANA,D,49,1974-10-10,Dryden,ON,CAN,CAN,78,188,1993,HFD,1,2,2
2007,Chris Simon,"MIN, NYI",L,52,1972-01-30,Wawa,ON,CAN,CAN,75,232,1990,PHI,2,4,25
2007,Chris Thorburn,ATL,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2007,Christian Backman,"NYR, STL",D,43,1980-04-28,Gothenburg,SWE,SWE,76,210,1998,STL,1,24,24,
2007,Christian Ehrhoff,S.J,D,41,1982-07-06,Moers,DEU,DEU,74,201,2001,S.J,4,10,106,
2007,Christoph Schubert,OTT,D,42,1982-02-05,Munich,DEU,DEU,75,230,2001,OTT,4,31,127,
2007,Chuck Kobasew,BOS,R,41,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
2007,Clarke MacArthur,BUF,L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2007,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2007,Clay Wilson,CBJ,D,40,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,-,-,-,-,-
2007,Cody Bass,OTT,C,37,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
2007,Cody McCormick,COL,C,40,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
2007,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2007,Colby Armstrong,"ATL, PIT",R,41,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
2007,Colin Fraser,CHI,C,39,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2007,Colin Stuart,ATL,L,41,1982-07-08,Rochester,MN,USA,USA,74,205,2001,ATL,5,4,135
2007,Colin White,N.J,D,46,1977-12-12,New glasgow,NS,CAN,CAN,76,215,1996,N.J,2,23,49
2007,Colton Orr,NYR,R,42,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2007,Connor James,PIT,L,41,1982-08-25,Calgary,AB,CAN,CAN,70,180,2002,L.A,9,19,279
2007,Corey Locke,MTL,C,39,1984-05-08,Toronto,ON,CAN,CAN,69,175,2003,MTL,4,12,113
2007,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2007,Cory Murphy,FLA,D,46,1978-02-13,Kanata,ON,CAN,CAN,69,175,-,-,-,-,-
2007,Cory Sarich,CGY,D,45,1978-08-16,Saskatoon,SK,CAN,CAN,76,207,1996,BUF,2,1,27
2007,Cory Stillman,"CAR, OTT",L,50,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
2007,Craig Adams,"CAR, CHI",R,46,1977-04-26,Seria,BRN,CAN,72,200,1996,HFD,9,8,223,
2007,Craig Conroy,CGY,C,52,1971-09-04,Potsdam,NY,USA,USA,74,193,1990,MTL,6,18,123
2007,Craig MacDonald,T.B,C,46,1977-04-07,Antigonish,NS,CAN,CAN,73,201,1996,HFD,4,8,88
2007,Craig Rivet,S.J,D,49,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,MTL,3,20,68
2007,Craig Weller,PHX,R,43,1981-03-17,Calgary,AB,CAN,CAN,76,220,2000,STL,5,37,167
2007,Curtis Brown,S.J,C,48,1976-02-12,Unity,SK,CAN,CAN,72,200,1994,BUF,2,17,43
2007,Curtis Glencross,"CBJ, EDM",L,41,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2007,DJ King,STL,L,39,1984-06-27,Meadow Lake,SK,CAN,CAN,75,231,2002,STL,6,24,190
2007,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,77,225,1996,PHI,1,15,15,
2007,Dallas Drake,DET,R,55,1969-02-04,Trail,BC,CAN,CAN,72,186,1989,DET,6,11,116
2007,Dan Boyle,T.B,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2007,Dan Fritsche,CBJ,C,38,1985-07-13,Parma,OH,USA,USA,73,204,2003,CBJ,2,16,46
2007,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2007,Dan Hamhuis,NSH,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2007,Dan Hinote,STL,R,47,1977-01-30,Leesburg,FL,USA,USA,72,187,1996,COL,7,5,167
2007,Dan Jancevski,"DAL, T.B",D,42,1981-06-15,Windsor,ON,CAN,CAN,75,222,1999,DAL,2,38,66
2007,Dane Byers,NYR,L,38,1986-02-21,Nipawin,SK,CAN,CAN,75,204,2004,NYR,2,18,48
2007,Daniel Alfredsson,OTT,R,51,1972-12-11,Gothenburg,SWE,SWE,71,203,1994,OTT,6,3,133,
2007,Daniel Briere,PHI,C,46,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2007,Daniel Carcillo,PHX,L,39,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2007,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2007,Daniel Paille,BUF,L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2007,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2007,Daniel Winnik,PHX,L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2007,Danny Richmond,CHI,D,39,1984-08-01,Chicago,IL,USA,USA,73,190,2003,CAR,2,1,31
2007,Dany Heatley,OTT,L,43,1981-01-21,Freiburg,DEU,CAN,75,212,2000,ATL,1,2,2,
2007,Darcy Hordichuk,NSH,L,43,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
2007,Darcy Tucker,TOR,R,49,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,MTL,6,21,151
2007,Darren Haydar,ATL,R,44,1979-10-22,Toronto,ON,CAN,CAN,69,170,1999,NSH,9,5,248
2007,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2007,Darren McCarty,DET,R,51,1972-04-01,Burnaby,BC,CAN,CAN,73,210,1992,DET,2,22,46
2007,Darryl Bootland,NYI,R,42,1981-11-02,Toronto,ON,CAN,CAN,73,197,2000,COL,8,23,252
2007,Darryl Boyce,TOR,C,39,1984-07-07,Summerside,PE,CAN,CAN,72,200,-,-,-,-,-
2007,Darryl Sydor,PIT,D,51,1972-05-13,Edmonton,AB,CAN,CAN,73,211,1990,L.A,1,7,7
2007,Dave Bolland,CHI,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
2007,David Backes,STL,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2007,David Booth,FLA,L,39,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
2007,David Brine,FLA,C,39,1985-01-06,Truro,NS,CAN,CAN,73,201,-,-,-,-,-
2007,David Clarkson,N.J,R,39,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
2007,David Hale,CGY,D,42,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,N.J,1,22,22
2007,David Jones,COL,R,39,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
2007,David Koci,CHI,L,42,1981-05-12,Prague,CZE,CZE,78,238,2000,PIT,5,16,146,
2007,David Krejci,BOS,C,37,1986-04-28,Sternberk,CZE,CZE,72,192,2004,BOS,2,33,63,
2007,David Legwand,NSH,C,43,1980-08-17,Detroit,MI,USA,USA,74,207,1998,NSH,1,2,2
2007,David Moss,CGY,R,42,1981-12-28,Livonia,MI,USA,USA,76,210,2001,CGY,7,24,220
2007,David Perron,STL,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
2007,David Steckel,WSH,C,42,1982-03-15,Milwaukee,WI,USA,USA,78,215,2001,L.A,1,30,30
2007,David Tanabe,CAR,D,43,1980-07-19,White Bear Lake,MN,USA,USA,73,212,1999,CAR,1,16,16
2007,David Vyborny,CBJ,R,49,1975-01-22,Jihlava,CZE,CZE,70,181,1993,EDM,2,7,33,
2007,Daymond Langkow,CGY,C,47,1976-09-27,Edmonton,AB,CAN,CAN,70,181,1995,T.B,1,5,5
2007,Dean McAmmond,OTT,C,50,1973-06-15,Grand Cache,AB,CAN,CAN,71,195,1991,CHI,1,22,22
2007,Denis Grebeshkov,EDM,D,40,1983-10-11,Yaroslavl,RUS,RUS,72,206,2002,L.A,1,18,18,
2007,Denis Tolpeko,PHI,R,39,1985-01-29,Moscow,RUS,RUS,73,190,-,-,-,-,-,
2007,Dennis Seidenberg,CAR,D,42,1981-07-18,Schwenningen,DEU,DEU,72,199,2001,PHI,6,7,172,
